onset	duration	value	HED
716.714844	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
716.78125	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
716.847656	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
717.313477	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
717.380859	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
717.447266	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
717.513672	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
717.580078	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
717.646484	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
718.113281	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.179688	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.246094	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.3125	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.379883	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.446289	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
718.912109	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
718.995117	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
719.079102	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
719.162109	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
719.245117	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
719.328125	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
719.911133	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
719.977539	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
720.043945	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
720.111328	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
720.177734	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
720.244141	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
720.709961	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
720.793945	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
720.876953	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
720.959961	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
721.042969	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
721.125977	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
721.708984	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
721.791992	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
721.875977	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
721.958984	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
722.041992	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
722.125	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
722.708008	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
722.774414	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
722.84082	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
722.908203	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
722.974609	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
723.041016	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
723.506836	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
723.574219	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
723.640625	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
723.707031	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
723.773438	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
723.839844	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
724.306641	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
724.389648	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
724.472656	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
724.555664	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
724.639648	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
724.722656	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
725.305664	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.355469	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.405273	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.455078	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.504883	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.554688	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
725.904297	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
725.988281	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
726.071289	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
726.154297	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
726.237305	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
726.320313	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
726.90332	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
726.969727	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
727.037109	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
727.103516	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
727.169922	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
727.236328	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
727.702148	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
727.769531	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
727.835938	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
727.902344	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
727.96875	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
728.035156	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
728.501953	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
728.568359	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
728.634766	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
728.701172	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
728.768555	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
728.834961	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
729.300781	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
729.383789	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
729.467773	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
729.550781	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
729.633789	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
729.716797	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
730.299805	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
730.366211	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
730.432617	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
730.5	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
730.566406	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
730.632813	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
731.098633	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.148438	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.199219	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.249023	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.298828	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.348633	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
731.714844	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
731.78125	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
731.847656	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
731.915039	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
731.981445	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
732.047852	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
732.513672	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
732.581055	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
732.647461	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
732.713867	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
732.780273	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
732.84668	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
733.313477	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
733.396484	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
733.479492	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
733.5625	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
733.646484	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
733.729492	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
734.3125	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
734.378906	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
734.445313	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
734.511719	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
734.578125	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
734.644531	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
735.111328	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.177734	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.244141	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.310547	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.37793	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.444336	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
735.910156	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
735.993164	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.077148	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.160156	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.243164	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.326172	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.90918	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
736.975586	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
737.041992	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
737.109375	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
737.175781	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
737.242188	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
737.708008	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
737.775391	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
737.841797	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
737.908203	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
737.974609	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
738.041016	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
738.507813	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
738.574219	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
738.640625	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
738.707031	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
738.773438	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
738.84082	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
739.306641	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
739.373047	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
739.439453	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
739.506836	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
739.573242	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
739.639648	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
740.105469	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.171875	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.239258	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.305664	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.37207	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.438477	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.905273	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
740.955078	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
741.004883	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
741.054688	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
741.104492	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
741.154297	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
741.520508	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
741.604492	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
741.670898	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
741.753906	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
741.820313	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
741.90332	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
742.453125	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
742.519531	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
742.585938	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
742.65332	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
742.719727	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
742.786133	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
743.251953	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.301758	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.352539	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.402344	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.452148	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.501953	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
743.851563	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
743.917969	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
743.984375	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
744.051758	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
744.118164	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
744.18457	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
744.650391	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
744.717773	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
744.78418	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
744.850586	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
744.916992	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
744.983398	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
745.450195	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
745.533203	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
745.616211	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
745.699219	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
745.783203	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
745.866211	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
746.449219	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
746.515625	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
746.582031	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
746.648438	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
746.714844	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
746.782227	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
747.248047	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.297852	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.347656	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.397461	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.447266	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.498047	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
747.864258	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
747.930664	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
747.99707	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
748.063477	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
748.129883	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
748.197266	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
748.663086	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
748.746094	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
748.829102	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
748.913086	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
748.996094	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
749.079102	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
749.662109	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
749.728516	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
749.794922	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
749.861328	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
749.928711	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
749.995117	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
750.460938	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
750.527344	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
750.611328	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
750.677734	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
750.760742	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
750.84375	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
751.376953	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
751.443359	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
751.509766	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
751.576172	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
751.643555	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
751.709961	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
752.175781	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.242188	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.308594	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.375977	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.442383	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.508789	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
752.974609	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.041992	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.108398	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.174805	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.241211	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.307617	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
753.774414	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
753.857422	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
753.94043	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
754.023438	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
754.107422	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
754.19043	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
754.773438	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
754.856445	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
754.939453	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
755.022461	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
755.106445	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
755.189453	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
755.771484	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
