name	x	y	z
EEG001	-0.0462454	-0.0710401	0.0250757
EEG002	0.000494719	0.102636	0.0416732
EEG003	0.0402986	-0.0770209	0.0208461
EEG004	-0.0508662	0.079631	0.0387955
EEG005	-0.0304942	0.088636	0.0631636
EEG006	0.00332133	0.0908919	0.0746526
EEG007	0.0354359	0.0863927	0.0653774
EEG008	0.0548214	0.0785187	0.0377429
EEG009	-0.0625328	0.060799	0.0390953
EEG010	-0.0565513	0.0662194	0.0585147
EEG011	-0.0425536	0.0702384	0.0791703
EEG012	-0.0209434	0.0718733	0.0927891
EEG013	0.00262275	0.0722726	0.0973143
EEG014	0.0299852	0.0672643	0.0942429
EEG015	0.0455604	0.0629213	0.0844534
EEG016	0.0602025	0.0613477	0.0648888
EEG017	0.0683362	0.0536465	0.0401679
EEG018	-0.0731571	0.0294599	0.0131872
EEG019	-0.0725618	0.0345123	0.0407741
EEG020	-0.0681965	0.0384136	0.0677868
EEG021	-0.0506395	0.0411442	0.0917773
EEG022	-0.0312631	0.0420874	0.106713
EEG023	-0.00331301	0.0413496	0.113551
EEG024	0.0295933	0.0334105	0.112747
EEG025	0.0527634	0.030755	0.0955511
EEG026	0.0693005	0.0309898	0.0691802
EEG027	0.0750776	0.0282942	0.0450982
EEG028	0.0733357	0.0288247	0.0134731
EEG029	-0.0752687	0.0131527	0.0136498
EEG030	-0.0770086	0.00651914	0.0425511
EEG031	-0.0719637	0.0104483	0.0753253
EEG032	-0.052331	0.0103644	0.102457
EEG033	-0.0250613	0.00770611	0.121727
EEG034	-8.0284e-05	0.00313833	0.127634
EEG035	0.0304395	0.00247383	0.119971
EEG036	0.0541514	0.00152198	0.102105
EEG037	0.0702566	-0.000253141	0.074539
EEG038	0.077517	-0.000937849	0.0411761
EEG039	0.0745409	0.00875032	0.0139219
EEG040	-0.0695237	-0.0288988	0.018491
EEG041	-0.0704791	-0.0219929	0.0484072
EEG042	-0.0657744	-0.0199446	0.0799198
EEG043	-0.05033	-0.0189077	0.103887
EEG044	-0.0306355	-0.0207	0.119953
EEG045	0.00109899	-0.0272914	0.121665
EEG046	0.0288762	-0.0268086	0.117498
EEG047	0.0500232	-0.0265917	0.0997787
EEG048	0.0634209	-0.0262902	0.0764846
EEG049	0.0661994	-0.0305582	0.0444676
EEG050	0.0649169	-0.0351577	0.0159375
EEG051	-0.0592322	-0.0510566	0.0227719
EEG052	-0.0614096	-0.0461459	0.0551821
EEG053	-0.0548507	-0.0451517	0.0783152
EEG054	-0.0404839	-0.0459247	0.0962482
EEG055	-0.0227686	-0.0467022	0.108072
EEG056	0.00106828	-0.0515787	0.105742
EEG057	0.0247043	-0.0500587	0.102645
EEG058	0.0405044	-0.052905	0.0918243
EEG059	0.0520724	-0.0520873	0.0706974
EEG060	0.0547926	-0.0527163	0.0483562
EEG065	0.053548	-0.0562419	0.0198422
EEG066	-0.046895	-0.0673614	0.0589218
EEG067	-0.0282053	-0.0669954	0.0825737
EEG068	-0.00112982	-0.0745649	0.0875706
EEG069	0.0285211	-0.0735175	0.0809022
EEG070	0.0422356	-0.072685	0.0552933
EEG071	-0.0272538	-0.080324	0.0609873
EEG072	-0.00130886	-0.0862272	0.0580039
EEG073	0.0264894	-0.0836582	0.056817
EEG074	-0.00386553	-0.0856279	0.0245234
