onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.828	.440	UNFAMILIAR	13	4	.910	func/u096.bmp
3.14	.869	.544	UNFAMILIAR	14	4	.906	func/u096.bmp
6.448	.972	.583	UNFAMILIAR	13	4	.774	func/u094.bmp
9.688	.906	.486	UNFAMILIAR	14	4	.755	func/u094.bmp
12.879	.867	.516	UNFAMILIAR	13	4	.741	func/u083.bmp
15.952	.830	.438	SCRAMBLED	17	7	1.285	func/s082.bmp
19.092	.976	.548	SCRAMBLED	18	7	.923	func/s082.bmp
22.399	.884	.557	SCRAMBLED	17	7	.919	func/s084.bmp
25.64	.948	.597	SCRAMBLED	18	7	.656	func/s084.bmp
28.847	.905	.463	FAMOUS	5	4	.959	func/f097.bmp
31.503	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.132	.974	.590	SCRAMBLED	17	7	.934	func/s088.bmp
55.406	.837	.533	SCRAMBLED	17	7	1.114	func/s086.bmp
58.496	.894	.478	SCRAMBLED	18	7	.720	func/s086.bmp
61.737	.990	.572	UNFAMILIAR	15	4	.689	func/u083.bmp
65.045	.863	.533	FAMOUS	5	4	1.011	func/f090.bmp
68.268	.864	.594	FAMOUS	5	4	1.037	func/f091.bmp
71.342	.987	.451	FAMOUS	5	7	.894	func/f093.bmp
74.532	.943	.425	FAMOUS	7	7	1.271	func/f097.bmp
77.806	.966	.557	SCRAMBLED	17	4	1.140	func/s089.bmp
81.096	.980	.564	SCRAMBLED	18	4	1.077	func/s089.bmp
84.337	.931	.497	SCRAMBLED	19	4	.990	func/s088.bmp
87.477	.922	.449	FAMOUS	5	7	.973	func/f083.bmp
90.667	.908	.483	SCRAMBLED	17	4	.887	func/s096.bmp
93.758	.925	.404	FAMOUS	7	4	.865	func/f090.bmp
96.981	.873	.527	FAMOUS	5	4	1.047	func/f082.bmp
100.122	.910	.499	FAMOUS	6	4	.751	func/f082.bmp
103.212	.850	.410	FAMOUS	7	4	.985	func/f091.bmp
106.386	.853	.567	FAMOUS	5	4	.719	func/f094.bmp
109.509	.841	.506	FAMOUS	6	4	.811	func/f094.bmp
112.566	.963	.444	FAMOUS	7	7	.823	func/f093.bmp
115.272	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
135.834	.986	.530	FAMOUS	5	4	.792	func/f088.bmp
139.125	.918	.543	FAMOUS	6	4	.748	func/f088.bmp
142.349	.818	.539	FAMOUS	5	7	.645	func/f089.bmp
145.439	1.000	.506	FAMOUS	6	7	.948	func/f089.bmp
148.663	.920	.466	FAMOUS	7	7	1.113	func/f083.bmp
151.87	.932	.518	FAMOUS	5	7	.968	func/f086.bmp
155.061	.912	.501	SCRAMBLED	19	4	.812	func/s096.bmp
158.367	.836	.599	UNFAMILIAR	13	4	.931	func/u090.bmp
161.407	.809	.439	UNFAMILIAR	13	4	1.132	func/u088.bmp
164.481	.817	.486	UNFAMILIAR	14	7	.866	func/u088.bmp
167.504	.826	.450	UNFAMILIAR	13	4	.834	func/u082.bmp
170.511	.943	.409	UNFAMILIAR	13	7	.821	func/u097.bmp
173.802	.994	.584	SCRAMBLED	17	4	.794	func/s083.bmp
177.042	.845	.472	SCRAMBLED	18	4	.858	func/s083.bmp
180.116	.937	.466	FAMOUS	7	4	.801	func/f086.bmp
183.373	.847	.537	UNFAMILIAR	13	4	.775	func/u092.bmp
186.396	.974	.413	UNFAMILIAR	14	4	.752	func/u092.bmp
189.737	.800	.588	UNFAMILIAR	15	4	.756	func/u090.bmp
192.276	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.738	.888	.412	SCRAMBLED	17	4	1.053	func/s090.bmp
215.912	.910	.506	SCRAMBLED	18	4	.622	func/s090.bmp
219.185	.971	.573	SCRAMBLED	17	4	.696	func/s095.bmp
222.342	.831	.405	SCRAMBLED	18	4	.876	func/s095.bmp
225.433	.859	.491	UNFAMILIAR	15	4	.796	func/u082.bmp
228.556	.994	.497	SCRAMBLED	17	4	.630	func/s091.bmp
