onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
10.9799999999814	24.02	1	stimulus	n/a	n/a	white X	0	test trial
35	15.3338757000165	1	stimulus	n/a	n/a	red X	0	test trial
35.58005400002	0	1	finger press	2	2	n/a	0	test trial
36.2596280999715	0	1	finger press	1	1	n/a	0	test trial
36.9024233999662	0	1	finger press	2	2	n/a	0	test trial
37.5929846999934	0	1	finger press	3	3	n/a	0	test trial
38.2394098999212	0	1	finger press	2	2	n/a	0	test trial
40.302525499952	0	1	finger press	2	1	n/a	0	test trial
40.8975310999667	0	1	finger press	4	3	n/a	0	test trial
41.5832803999074	0	1	finger press	2	2	n/a	0	test trial
50.3312911000103	0	1	finger press	1	4	n/a	0	test trial
50.3399999999674	5	1	stimulus	n/a	n/a	white X	0	test trial
79.1199999999953	23	2	stimulus	n/a	n/a	white X	0	erroneous trial
102.124713799916	12.691086600069	2	stimulus	n/a	n/a	red X	0	erroneous trial
102.895945099997	0	2	finger press	2	2	n/a	0	erroneous trial
103.61595519993	0	2	finger press	1	1	n/a	0	erroneous trial
104.282189399935	0	2	finger press	2	2	n/a	0	erroneous trial
104.935938699986	0	2	finger press	3	3	n/a	0	erroneous trial
105.599169899942	0	2	finger press	2	2	n/a	0	erroneous trial
106.266549999942	0	2	finger press	1	1	n/a	0	erroneous trial
106.931608399958	0	2	finger press	3	3	n/a	0	erroneous trial
107.567851700005	0	2	finger press	2	2	n/a	0	erroneous trial
108.240930299973	0	2	finger press	4	4	n/a	0	erroneous trial
109.609739099978	0	2	finger press	4	2	n/a	0	erroneous trial
110.336880699964	0	2	finger press	1	4	n/a	0	erroneous trial
114.815026199911	0	2	finger press	1	1	n/a	0	erroneous trial
114.819999999949	5	2	stimulus	n/a	n/a	white X	0	erroneous trial
121.880000000005	21.02	3	stimulus	n/a	n/a	white X	1	n/a
142.9003333	9.50297679996584	3	stimulus	n/a	n/a	red X	1	n/a
143.883341699955	0	3	finger press	2	2	n/a	1	n/a
144.63617209997	0	3	finger press	1	1	n/a	1	n/a
145.33908830001	0	3	finger press	2	2	n/a	1	n/a
146.009411699953	0	3	finger press	3	3	n/a	1	n/a
146.696887900005	0	3	finger press	2	2	n/a	1	n/a
147.403280999977	0	3	finger press	1	1	n/a	1	n/a
148.135710599949	0	3	finger press	3	3	n/a	1	n/a
148.907063899911	0	3	finger press	2	2	n/a	1	n/a
149.627267999924	0	3	finger press	4	4	n/a	1	n/a
150.319460899918	0	3	finger press	2	2	n/a	1	n/a
151.006070100004	0	3	finger press	4	4	n/a	1	n/a
151.729361000005	0	3	finger press	1	1	n/a	1	n/a
152.400000000023	5	3	stimulus	n/a	n/a	white X	1	n/a
158.479999999981	23.02	4	stimulus	n/a	n/a	white X	1	n/a
181.493165799999	9.50251159991603	4	stimulus	n/a	n/a	red X	1	n/a
182.386888599955	0	4	finger press	2	2	n/a	1	n/a
183.138243599911	0	4	finger press	1	1	n/a	1	n/a
183.824542799965	0	4	finger press	2	2	n/a	1	n/a
184.516094499966	0	4	finger press	3	3	n/a	1	n/a
185.146036099992	0	4	finger press	2	2	n/a	1	n/a
185.834083499969	0	4	finger press	1	1	n/a	1	n/a
186.556224799948	0	4	finger press	3	3	n/a	1	n/a
187.249082399998	0	4	finger press	2	2	n/a	1	n/a
187.982749299961	0	4	finger press	4	4	n/a	1	n/a
188.662997399922	0	4	finger press	2	2	n/a	1	n/a
189.390779400012	0	4	finger press	4	4	n/a	1	n/a
190.042498699971	0	4	finger press	1	1	n/a	1	n/a
191	5	4	stimulus	n/a	n/a	white X	1	n/a
197.099999999977	21.02	5	stimulus	n/a	n/a	white X	1	n/a
218.117432300001	9.5049744999269	5	stimulus	n/a	n/a	red X	1	n/a
218.840546499938	0	5	finger press	2	2	n/a	1	n/a
219.648362500011	0	5	finger press	1	1	n/a	1	n/a
220.375740399933	0	5	finger press	2	2	n/a	1	n/a
221.075948499958	0	5	finger press	3	3	n/a	1	n/a
