name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	31.71060197	43.87785496	120.5400916	n/a	n/a	n/a
Rx1	detector	11.43097883	65.38514468	108.5039127	n/a	n/a	n/a
Rx4	detector	8.0995332	14.84616659	141.395441	n/a	n/a	n/a
Rx3	detector	-25.30209988	45.0056506	130.7176468	n/a	n/a	n/a
Rx6	detector	-56.03709077	74.20270087	78.35784584	n/a	n/a	n/a
Rx5	detector	59.80989217	69.49383879	48.68489687	n/a	n/a	n/a
Rx8	detector	-73.63697825	45.368936	102.2113578	n/a	n/a	n/a
Rx7	detector	32.03651189	77.93895216	74.66306922	n/a	n/a	n/a
Rx9	detector	62.51945938	-65.01940206	50.70064606	n/a	n/a	n/a
Rx11	detector	37.36129346	-73.50410301	74.9374873	n/a	n/a	n/a
Rx10	detector	-48.73280712	-74.70800163	70.51650405	n/a	n/a	n/a
Rx12	detector	-68.82470195	-54.22403275	95.77128586	n/a	n/a	n/a
Tx1a	source	43.05896405	43.12112628	115.9600752	n/a	n/a	n/a
Tx4	source	35.62808882	14.32547089	131.3203304	n/a	n/a	n/a
Tx1b	source	19.12619369	65.96547364	105.3682623	n/a	n/a	n/a
Tx3	source	5.593094938	46.97097596	129.517121	n/a	n/a	n/a
Tx1c	source	8.972805625	4.134101642	141.4340817	n/a	n/a	n/a
Tx2	source	-16.56768143	66.47928438	110.75263	n/a	n/a	n/a
Tx5	source	-21.95949101	13.09880062	144.9527693	n/a	n/a	n/a
Tx1d	source	-35.10096933	44.77824811	128.5880955	n/a	n/a	n/a
Tx6a	source	-47.25034569	77.43748833	71.04887235	n/a	n/a	n/a
Tx9	source	-81.34054038	58.08782686	70.79961721	n/a	n/a	n/a
Tx6b	source	67.53589366	65.88251094	42.01500103	n/a	n/a	n/a
Tx8	source	28.51726358	84.02568956	44.6626788	n/a	n/a	n/a
Tx6c	source	-77.10188387	37.18465389	107.9438879	n/a	n/a	n/a
Tx7	source	59.8606633	62.46208286	81.03014507	n/a	n/a	n/a
Tx10	source	-47.5851145	62.58339687	104.6703369	n/a	n/a	n/a
Tx6d	source	24.3368203	77.14419303	78.67958472	n/a	n/a	n/a
Tx12	source	35.18577553	-79.54512384	45.67429477	n/a	n/a	n/a
Tx13	source	62.74360943	-56.35990206	80.85516053	n/a	n/a	n/a
Tx14	source	-78.56330395	-60.83074864	68.13909005	n/a	n/a	n/a
Tx15	source	-42.42625035	-67.99203649	99.32971027	n/a	n/a	n/a
Tx11a	source	66.52172052	-61.86802987	44.98977385	n/a	n/a	n/a
Tx11b	source	-41.1506661	-78.06745363	65.6937612	n/a	n/a	n/a
Tx11c	source	29.61814443	-73.11416651	81.33807708	n/a	n/a	n/a
Tx11d	source	-71.59650709	-46.29976071	100.7639276	n/a	n/a	n/a
