filename	acq_time	duration
meg/sub-12_ses-meg_task-facerecognition_run-01_meg.fif	2009-06-01T16:40:30	450
meg/sub-12_ses-meg_task-facerecognition_run-02_meg.fif	2009-06-01T16:52:13	450
meg/sub-12_ses-meg_task-facerecognition_run-03_meg.fif	2009-06-01T17:03:05	450
meg/sub-12_ses-meg_task-facerecognition_run-04_meg.fif	2009-06-01T17:12:33	450
meg/sub-12_ses-meg_task-facerecognition_run-05_meg.fif	2009-06-01T17:22:24	450
meg/sub-12_ses-meg_task-facerecognition_run-06_meg.fif	2009-06-01T17:33:45	450
