onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-0.580	2	1	1.318
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	2.230	2	1	1.267
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-2.260	3	0	1.120
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-2.490	3	0	0.882
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	6.380	2	1	1.417
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-8.890	2	1	1.236
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	19.510	1	1	1.163
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	19.190	1	1	0.929
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	9.740	2	1	1.322
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-6.810	4	0	0.921
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	13.910	1	1	1.156
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	6.550	1	1	1.043
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	19.830	1	1	1.118
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	5.190	2	1	1.824
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	7.910	1	1	1.432
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	11.110	1	1	0.946
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-3.620	3	0	1.228
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-1.530	3	0	1.260
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-12.260	4	0	1.162
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-15.940	4	0	0.929
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	7.190	2	1	1.444
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-19.940	4	0	0.964
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	12.870	1	1	1.041
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	13.190	1	1	0.916
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-7.210	4	0	1.010
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	8.470	2	1	1.324
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	15.510	2	1	1.258
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	6.060	2	1	1.780
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-2.810	4	0	0.994
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	20.550	2	1	1.248
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	11.510	2	1	1.016
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	10.150	2	1	1.137
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-0.490	2	1	0.981
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	18.230	1	1	1.050
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-3.850	3	0	1.231
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-17.940	4	0	1.026
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-6.490	4	0	1.086
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-11.850	4	0	1.027
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-4.890	3	0	1.002
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-14.890	4	0	0.941
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	9.420	1	1	1.341
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	16.470	1	1	0.918
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	13.600	1	1	1.243
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-10.890	4	0	0.946
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	25.600	1	1	0.949
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-21.940	4	0	0.994
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-12.890	4	0	0.900
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	16.550	1	1	0.985
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	10.470	2	1	1.340
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	6.470	2	1	1.356
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	0.790	4	0	1.123
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-23.620	4	0	1.082
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	22.230	1	1	1.061
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	1.600	3	0	1.709
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-13.620	4	0	1.013
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-5.620	4	0	0.941
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	27.600	1	1	0.930
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	14.230	1	1	0.932
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-2.580	3	0	1.194
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-9.210	4	0	0.907
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	9.190	2	1	1.469
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	12.790	2	1	1.147
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	7.510	2	1	1.116
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	19.600	1	1	1.019
