onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	rocknroll	7	7	918	0	rocknroll_000.wav	rocknroll	4	0	0.017899999999826832	2159.8379
10.0	6.0	metal	7	7	923	5	metal_004.wav	metal	4	0	0.003799999999955617	2169.8375
20.0	6.0	symphonic	7	7	928	10	symphonic_002.wav	symphonic	6	0	0.003400000000056025	2179.8373
32.0	6.0	country	7	7	934	16	country_004.wav	country	6	0	0.002399999999852298	2191.8375
44.0	6.0	country	7	7	940	22	country_003.wav	country	4	0	0.0025000000000545697	2203.8381
54.01	6.0	ambient	7	7	945	27	ambient_001.wav	ambient	8	1	0.014799999999922875	2213.8375
68.0	6.0	rocknroll	7	7	952	34	rocknroll_001.wav	rocknroll	6	0	0.0036999999997533455	2227.8373
80.01	6.0	country	7	7	958	40	country_001.wav	country	8	1	0.010600000000067666	2239.8373
94.01	6.0	symphonic	7	7	965	47	symphonic_004.wav	symphonic	8	1	0.011600000000271391	2253.8372
108.0	6.0	metal	7	7	972	54	metal_002.wav	metal	6	0	0.003700000000208093	2267.8372
120.0	6.0	metal	7	7	978	60	metal_003.wav	metal	6	0	0.0039000000001578883	2279.8374
132.0	6.0	rocknroll	7	7	984	66	rocknroll_003.wav	rocknroll	6	0	0.0025000000000545697	2291.8382
144.0	6.0	symphonic	7	7	990	72	symphonic_001.wav	symphonic	6	0	0.0027000000000043656	2303.8372
156.0	6.0	rocknroll	7	7	996	78	rocknroll_004.wav	rocknroll	6	0	0.0035000000002582965	2315.8374
168.0	6.0	ambient	7	7	1002	84	ambient_000.wav	ambient	6	0	0.0025000000000545697	2327.8375
180.0	6.0	country	7	7	1008	90	country_000.wav	country	6	0	0.0025000000000545697	2339.8381
192.01	6.0	metal	7	7	1014	96	metal_000.wav	metal	8	1	0.011300000000119326	2351.8372
206.0	6.0	ambient	7	7	1021	103	ambient_004.wav	ambient	6	0	0.003999999999905413	2365.8372
218.0	6.0	ambient	7	7	1027	109	ambient_003.wav	ambient	4	0	0.002800000000206637	2377.8381
228.0	6.0	symphonic	7	7	1032	114	symphonic_000.wav	symphonic	4	0	0.002899999999954161	2387.8372
238.0	6.0	symphonic	7	7	1037	119	symphonic_003.wav	symphonic	6	0	0.0027000000000043656	2397.8374
250.0	6.0	ambient	7	7	1043	125	ambient_002.wav	ambient	6	0	0.004199999999855208	2409.8372
262.0	6.0	metal	7	7	1049	131	metal_001.wav	metal	6	0	0.0025000000000545697	2421.8381
274.0	6.0	country	7	7	1055	137	country_002.wav	country	6	0	0.002399999999852298	2433.8382
286.01	6.0	rocknroll	7	7	1061	143	rocknroll_002.wav	rocknroll	8	1	0.010900000000219734	2445.8376
