onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	country	5	2	612	0	country_001.wav	country	8	1	0.016099999999823922	1460.5992
14.0	6.0	ambient	5	2	619	7	ambient_000.wav	ambient	6	0	0.0032999999998537533	1474.5993
26.0	6.0	rocknroll	5	2	625	13	rocknroll_002.wav	rocknroll	6	0	0.0035000000000309233	1486.5991
38.0	6.0	ambient	5	2	631	19	ambient_002.wav	ambient	6	0	0.0035000000000309233	1498.5994
50.0	6.0	ambient	5	2	637	25	ambient_004.wav	ambient	4	0	0.002399999999852298	1510.5994
60.0	6.0	country	5	2	642	30	country_000.wav	country	4	0	0.0025000000000545697	1520.5991
70.0	6.0	symphonic	5	2	647	35	symphonic_004.wav	symphonic	4	0	0.0036999999999807187	1530.5992
80.01	6.0	ambient	5	2	652	40	ambient_001.wav	ambient	8	1	0.008699999999862484	1540.5994
94.01	6.0	symphonic	5	2	659	47	symphonic_002.wav	symphonic	8	1	0.009499999999889042	1554.5996
108.0	6.0	rocknroll	5	2	666	54	rocknroll_000.wav	rocknroll	6	0	0.0038000000001829908	1568.5991
120.0	6.0	country	5	2	672	60	country_002.wav	country	6	0	0.0024000000000796717	1580.5996
132.0	6.0	rocknroll	5	2	678	66	rocknroll_004.wav	rocknroll	6	0	0.003600000000005821	1592.5993
144.0	6.0	symphonic	5	2	684	72	symphonic_003.wav	symphonic	6	0	0.004099999999880311	1604.5992
156.0	6.0	metal	5	2	690	78	metal_003.wav	metal	6	0	0.0035000000000309233	1616.5995
168.0	6.0	symphonic	5	2	696	84	symphonic_000.wav	symphonic	6	0	0.0025000000000545697	1628.5997
180.0	6.0	symphonic	5	2	702	90	symphonic_001.wav	symphonic	6	0	0.0025000000000545697	1640.6
192.0	6.0	country	5	2	708	96	country_004.wav	country	6	0	0.003600000000005821	1652.5996
204.0	6.0	metal	5	2	714	102	metal_001.wav	metal	4	0	0.0035000000000309233	1664.5994
214.01	6.0	rocknroll	5	2	719	107	rocknroll_001.wav	rocknroll	8	1	0.010999999999967258	1674.5993
228.0	6.0	rocknroll	5	2	726	114	rocknroll_003.wav	rocknroll	4	0	0.003200000000106229	1688.6
238.0	6.0	metal	5	2	731	119	metal_002.wav	metal	6	0	0.0024000000000796717	1698.5996
250.0	6.0	metal	5	2	737	125	metal_000.wav	metal	6	0	0.002499999999827196	1710.6001
262.0	6.0	ambient	5	2	743	131	ambient_003.wav	ambient	6	0	0.002499999999827196	1722.6001
274.01	6.0	metal	5	2	749	137	metal_004.wav	metal	8	1	0.009900000000016007	1734.5996
288.0	6.0	country	5	2	756	144	country_003.wav	country	6	0	0.003600000000005821	1748.5994
