response_time	button_press	stim_file
1.553	3	meg/f123.bmp
1.586	1	meg/f045.bmp
2.139	1	meg/f135.bmp
1.571	1	meg/u021.bmp
0.955	3	meg/f038.bmp
1.485	1	meg/u052.bmp
1.386	3	meg/f081.bmp
1.474	2	meg/f024.bmp
1.054	1	meg/u116.bmp
1.077	1	meg/u119.bmp
1.707	2	meg/f116.bmp
1.861	1	meg/u136.bmp
1.57	1	meg/u118.bmp
2.379	2	meg/u023.bmp
0.97	3	meg/f012.bmp
1.355	1	meg/u114.bmp
5.396	2	meg/u104.bmp
1.027	3	meg/f133.bmp
5.954	2	meg/u084.bmp
0.786	3	meg/f006.bmp
1.14	1	meg/u121.bmp
0.822	3	meg/f010.bmp
1.47	1	meg/u145.bmp
3.731	2	meg/f029.bmp
1.425	1	meg/u142.bmp
3.303	2	meg/f122.bmp
0.703	3	meg/f086.bmp
0.771	1	meg/u037.bmp
0.669	3	meg/f080.bmp
0.803	3	meg/f054.bmp
3.018	1	meg/u106.bmp
1.614	2	meg/f128.bmp
0.717	3	meg/f034.bmp
0.914	1	meg/u007.bmp
1.638	1	meg/u105.bmp
3.619	2	meg/u042.bmp
3.838	3	meg/f129.bmp
2.559	1	meg/u015.bmp
0.981	1	meg/u097.bmp
1.703	1	meg/u049.bmp
0.811	1	meg/u146.bmp
6.148	1	meg/f041.bmp
1.579	1	meg/u111.bmp
3.988	2	meg/u060.bmp
1.038	3	meg/f130.bmp
0.757	1	meg/u148.bmp
1.608	1	meg/u068.bmp
5.134	2	meg/f115.bmp
4.361	2	meg/f148.bmp
1.341	3	meg/f146.bmp
1.07	3	meg/f061.bmp
1.067	1	meg/u149.bmp
2.426	2	meg/u041.bmp
1.663	1	meg/u057.bmp
5.083	1	meg/f092.bmp
0.879	3	meg/f047.bmp
0.925	1	meg/u056.bmp
6.927	2	meg/u086.bmp
3.622	1	meg/f028.bmp
4.36	2	meg/f138.bmp
5.451	2	meg/u138.bmp
1.712	1	meg/u022.bmp
1.147	1	meg/u140.bmp
3.469	3	meg/f055.bmp
2.293	3	meg/f017.bmp
4.887	1	meg/u010.bmp
5.98	2	meg/f037.bmp
1.74	3	meg/f150.bmp
0.812	1	meg/u150.bmp
6.501	2	meg/f091.bmp
0.662	1	meg/u053.bmp
1.277	3	meg/f147.bmp
1.09	1	meg/f073.bmp
6.526	3	meg/f112.bmp
0.662	1	meg/u133.bmp
0.965	3	meg/f078.bmp
0.895	3	meg/f067.bmp
0.708	3	meg/f062.bmp
1.937	1	meg/u039.bmp
0.73	1	meg/u083.bmp
0.975	3	meg/f144.bmp
5.64	3	meg/f102.bmp
2.03	1	meg/u067.bmp
12.115	1	meg/u085.bmp
2.111	1	meg/u120.bmp
1.937	3	meg/f114.bmp
19.897	2	meg/f025.bmp
3.078	1	meg/f097.bmp
0.775	3	meg/f026.bmp
0.93	3	meg/f064.bmp
1.453	1	meg/u018.bmp
1.091	1	meg/u046.bmp
1.023	1	meg/f019.bmp
3.95	1	meg/f108.bmp
1.298	1	meg/u076.bmp
1.038	1	meg/u103.bmp
2.636	1	meg/u024.bmp
1.128	3	meg/f083.bmp
1.044	3	meg/f082.bmp
2.673	3	meg/f069.bmp
1.067	3	meg/f015.bmp
0.713	3	meg/f090.bmp
1.029	1	meg/u006.bmp
0.709	3	meg/f074.bmp
0.914	1	meg/u065.bmp
2.271	2	meg/u109.bmp
7.777	2	meg/f049.bmp
1.237	3	meg/f051.bmp
0.707	3	meg/f137.bmp
1.368	3	meg/f079.bmp
1.226	1	meg/u113.bmp
1.129	1	meg/u011.bmp
0.797	1	meg/u089.bmp
2.766	2	meg/u092.bmp
2.22	1	meg/u038.bmp
4.241	1	meg/u108.bmp
5.442	3	meg/f036.bmp
1.735	1	meg/u033.bmp
0.633	1	meg/u087.bmp
2.234	3	meg/f011.bmp
0.934	1	meg/u059.bmp
1.337	3	meg/f033.bmp
