response_time	button_press	stim_file
0.707	1	meg/u009.bmp
2.736	1	meg/u088.bmp
1.432	1	meg/f104.bmp
0.647	3	meg/f096.bmp
1.134	3	meg/f021.bmp
1.594	1	meg/f027.bmp
1.242	3	meg/f125.bmp
3.424	1	meg/u016.bmp
2.451	2	meg/u003.bmp
0.695	1	meg/u071.bmp
1.084	1	meg/u081.bmp
0.97	1	meg/u047.bmp
0.979	1	meg/u123.bmp
0.637	1	meg/u013.bmp
0.981	1	meg/u070.bmp
5.23	1	meg/f039.bmp
0.972	3	meg/f118.bmp
1.174	1	meg/u144.bmp
3.919	2	meg/u091.bmp
2.341	3	meg/f043.bmp
1.093	1	meg/u099.bmp
1.93	1	meg/u126.bmp
0.804	1	meg/u055.bmp
0.708	3	meg/f050.bmp
0.889	1	meg/u014.bmp
1.422	1	meg/u117.bmp
0.917	1	meg/u090.bmp
0.689	3	meg/f131.bmp
1.094	3	meg/f002.bmp
2.996	2	meg/u095.bmp
4.584	3	meg/f065.bmp
0.738	3	meg/f013.bmp
0.653	1	meg/u128.bmp
1.212	3	meg/f001.bmp
1.308	1	meg/u002.bmp
0.72	1	meg/f087.bmp
1.156	1	meg/u026.bmp
0.894	1	meg/u141.bmp
2.204	1	meg/u004.bmp
0.778	3	meg/f056.bmp
0.963	1	meg/f126.bmp
1.301	3	meg/f139.bmp
3.713	1	meg/f105.bmp
1.08	1	meg/f077.bmp
0.661	3	meg/f057.bmp
0.716	1	meg/f030.bmp
4.313	3	meg/f063.bmp
2.774	2	meg/f084.bmp
11.019	1	meg/f085.bmp
2.255	1	meg/f145.bmp
3.33	1	meg/u062.bmp
0.801	3	meg/f119.bmp
0.786	1	meg/u028.bmp
0.867	3	meg/f113.bmp
1.433	3	meg/f089.bmp
1.4	1	meg/f071.bmp
0.608	1	meg/u129.bmp
3.68	2	meg/f140.bmp
3.337	3	meg/f109.bmp
0.823	1	meg/u051.bmp
0.951	1	meg/u079.bmp
0.826	1	meg/f023.bmp
0.858	3	meg/f032.bmp
3.855	3	meg/f107.bmp
0.905	1	meg/f103.bmp
1.525	1	meg/u040.bmp
1.224	2	meg/f016.bmp
0.919	1	meg/f141.bmp
2.164	3	meg/f035.bmp
0.956	3	meg/f020.bmp
2.326	3	meg/f127.bmp
2.935	1	meg/f142.bmp
0.71	3	meg/f046.bmp
0.818	1	meg/u017.bmp
2.084	1	meg/f149.bmp
2.471	3	meg/f003.bmp
1.683	2	meg/u048.bmp
3.655	2	meg/f120.bmp
1.128	1	meg/u074.bmp
1.403	1	meg/u050.bmp
1.235	1	meg/f095.bmp
4.859	2	meg/u093.bmp
1.849	1	meg/u082.bmp
1.262	1	meg/u101.bmp
1.116	3	meg/f121.bmp
1.201	1	meg/u019.bmp
1.432	3	meg/f134.bmp
1.942	3	meg/u001.bmp
0.727	1	meg/u132.bmp
1.035	1	meg/u124.bmp
0.779	1	meg/u044.bmp
0.797	3	meg/f052.bmp
0.902	1	meg/u032.bmp
1.45	1	meg/u080.bmp
0.777	1	meg/u143.bmp
2.498	2	meg/f068.bmp
1.572	3	meg/u107.bmp
1.212	3	meg/f009.bmp
0.932	1	meg/u110.bmp
0.791	3	meg/f110.bmp
2.544	2	meg/u027.bmp
0.952	1	meg/u069.bmp
0.795	1	meg/u135.bmp
1.653	1	meg/f031.bmp
1.026	1	meg/u045.bmp
2.634	2	meg/u115.bmp
0.918	3	meg/f040.bmp
0.858	3	meg/f098.bmp
1.257	1	meg/u064.bmp
1.551	3	meg/f072.bmp
2.857	3	meg/f059.bmp
0.715	3	meg/f022.bmp
0.831	1	meg/u100.bmp
0.751	1	meg/u131.bmp
1.019	1	meg/f094.bmp
0.739	3	meg/f044.bmp
0.75	1	meg/u025.bmp
0.913	1	meg/u005.bmp
0.782	1	meg/f132.bmp
0.648	3	meg/f018.bmp
1.224	1	meg/u127.bmp
0.703	3	meg/f004.bmp
2.821	2	meg/u094.bmp
1.008	1	meg/u012.bmp
0.736	3	meg/f070.bmp
1.38	1	meg/u031.bmp
0.917	1	meg/u078.bmp
0.618	1	meg/f093.bmp
0.683	1	meg/u096.bmp
0.842	1	meg/u036.bmp
0.641	3	meg/f014.bmp
2.153	1	meg/f111.bmp
0.634	3	meg/f066.bmp
1.106	1	meg/u034.bmp
0.814	1	meg/u139.bmp
1.591	2	meg/u098.bmp
2.247	1	meg/u029.bmp
0.915	1	meg/u058.bmp
1.263	2	meg/f136.bmp
0.981	1	meg/u020.bmp
0.671	1	meg/u072.bmp
0.693	1	meg/u030.bmp
1.522	1	meg/u008.bmp
1.268	1	meg/u125.bmp
0.81	1	meg/u112.bmp
1.09	3	meg/f099.bmp
0.719	1	meg/u075.bmp
0.836	3	meg/f124.bmp
0.74	3	meg/f060.bmp
0.8	1	meg/u061.bmp
1.441	3	meg/f048.bmp
0.959	1	meg/u134.bmp
2.145	1	meg/u043.bmp
1.114	1	meg/u137.bmp
1.375	1	meg/f106.bmp
0.712	3	meg/f101.bmp
0.669	3	meg/f058.bmp
0.74	3	meg/f088.bmp
1.208	3	meg/f143.bmp
0.712	1	meg/u130.bmp
0.613	1	meg/u063.bmp
0.582	1	meg/u147.bmp
1.401	1	meg/f100.bmp
1.273	3	meg/f005.bmp
1.086	1	meg/f008.bmp
0.947	1	meg/u122.bmp
0.934	3	meg/f042.bmp
1.025	1	meg/u102.bmp
0.753	1	meg/u073.bmp
0.684	1	meg/u077.bmp
2.29	1	meg/f007.bmp
2.364	3	meg/f075.bmp
1.772	1	meg/u035.bmp
0.883	1	meg/u054.bmp
0.617	3	meg/f053.bmp
0.778	1	meg/u066.bmp
