name	x	y	z
g1	12.183	80.67	-21.053
g2	14.108	84.824	2.274
g3	14.7	87.597	31.363
g4	19.863	85.517	58.974
g5	39.998	75.772	-26.322
g6	37.936	79.982	0.194
g7	36.553	81.153	29.991
g8	46.786	78.579	54.509
g9	59.734	71.106	-5.6
g10	57.982	62.757	21.828
g11	74.077	64.62	50.653
g12	85.869	42.3	37.567
g13	99.145	37.842	50.04
g14	69.76	32.387	-26.025
g15	108.37	11.116	49.6
g16	98.474	12.295	30.194
g17	106.952	-20.544	47.477
g18	99.403	-13.337	27.163
g19	97.97	-47.541	44.233
g20	89.161	-38.38	22.755
g21	74.604	-69.471	41.037
g22	67.268	-58.745	14.316
g23	57.377	-67.553	-12.237
g24	45.946	-83.172	37.133
g25	35.121	-82.558	15.949
g26	36.104	-76.87	-12.138
g27	43.302	-66.914	-38.871
g28	16.87	-92.288	43.243
g29	11.02	-86.533	16.596
g30	13.482	-81.59	-9.919
g31	11.979	-75.907	-34.576
g32	68.974	-30.253	-26.691
y1	9.699	81.805	84.843
y2	28.166	66.498	108.678
y3	14.439	46.119	132.83
y4	-2.136	15.916	149.274
y5	36.7	76.12	80.168
y6	54.474	55.22	104.402
y7	39.636	39.917	128.622
y8	27.372	16.389	143.527
y9	62.291	64.179	77.907
y10	83.446	46.029	78.713
y11	70.649	39.452	106.703
y12	59.429	18.48	128.347
y13	98.737	22.367	80.595
y14	85.893	7.059	106.791
y15	103.669	-8.179	80.22
y16	66.907	-10.17	124.221
y17	84.98	-28.114	103.722
y18	95.775	-41.296	77.582
y19	41.103	-10.254	141.187
y20	56.623	-37.136	122.342
y21	70.194	-53.931	96.629
y22	78.607	-60.266	70.519
y23	57.67	-77.043	66.541
y24	27.616	-36.471	138.639
y25	36.973	-57.207	120.981
y26	48.824	-70.007	95.581
y27	34.269	-87.422	68.111
y28	-16.443	-8.472	150.759
y29	-3.358	-35.587	146.408
y30	11.388	-64.669	125.168
y31	24.202	-81.873	97.315
y32	6.26	-93.573	73.984
r1	-32.66	82.475	43.853
r2	-12.171	85.108	64.901
r3	-36.874	76.682	71.54
r4	-58.824	62.678	76.43
r5	-76.401	44.659	79.69
r6	-19.89	76.464	93.378
r7	-44.102	63.867	99.111
r8	-64.274	45.146	103.763
r9	-77.765	20.21	103.336
r10	-1.535	67.198	116.692
r11	-27.946	56.844	123.185
r12	-51.62	39.738	124.218
r13	-65.045	5.9	122.823
r14	-11.241	41.698	139.303
r15	-34.05	18.185	144.499
r16	-42.218	-8.998	141.549
r17	-35.683	-37.575	139.392
r18	-16.641	-59.017	132.767
r19	-65.974	-20.448	120.573
r20	-51.098	-54.807	117.707
r21	-33.205	-72.974	111.838
r22	-5.19	-83.712	104.443
r23	-80.001	-4.559	103.244
r24	-78.559	-35.708	100.038
r25	-64.053	-58.525	94.836
r26	-44.09	-77.379	87.469
r27	-21.436	-89.284	78.044
r28	-76.8	-54.272	72.649
r29	-59.737	-70.47	66.052
r30	-40.962	-82.654	57.983
r31	-15.486	-93.669	47.866
r32	-31.747	-87.952	27.175
w1	-38.966	75.664	-8.513
w2	-63.167	68.659	-0.44
w3	-79.408	49.911	6.605
w4	-91.301	27.382	4.921
w5	-41.451	82.094	16.695
w6	-57.116	74.977	23.027
w7	-74.241	61.492	27.767
w8	-89.295	39.041	28.221
w9	-96.079	19.086	28.97
w10	-50.711	75.619	49.246
w11	-71.172	61.394	52.38
w12	-83.961	46.541	54.741
w13	-96.145	21.106	54.696
w14	-90.627	18.825	81.3
w15	-91.476	-5.423	83.091
w16	-89.736	-32.373	79.143
w17	-98.35	0.487	52.885
w18	-95.799	-24.263	49.823
w19	-83.38	-51.381	46.873
w20	-70.554	-66.284	41.421
w21	-49.791	-80.31	33.214
w22	-97.295	-0.654	28.115
w23	-96.211	-20.556	25.748
w24	-91.276	-37.781	19.448
w25	-77.237	-57.206	18.154
w26	-60.591	-71.446	11.94
w27	-44.382	-79.684	1.36
w28	-95.683	5.013	7.25
w29	-93.748	-22.477	3.616
w30	-81.085	-44.747	-3.011
w31	-61.739	-60.2	-11.31
w32	-39.639	-70.332	-23.139
n1	-14.118	36.713	-96.241
n2	-31.198	58.695	-71.958
n3	-67.131	59.402	-44.096
n4	-94.337	28.248	-25.458
n5	-97.097	-14.719	-24.791
n6	-76.178	-47.439	-36.526
n7	-44.317	-62.321	-62.912
n8	-15.179	-41.584	-89.859
n9	-34.864	57.144	-95.414
n10	-62.301	65.639	-65.37
n11	-91.522	46.412	-46.793
n12	-104.321	9.055	-38.516
n13	-101.236	-26.026	-43.832
n14	-75.158	-50.847	-60.176
n15	-43.294	-55.745	-89.796
n16	-60.003	69.943	-94.804
n17	-88.291	59.887	-67.34
n18	-112.51	27.674	-53.158
n19	-115.968	-7.675	-53.856
n20	-97.033	-42.704	-64.233
n21	-65.448	-59.029	-88.468
n22	-51.829	66.066	-116.961
n23	-81.56	74.248	-88.701
n24	-109.739	48.499	-68.989
n25	-122.182	12.326	-65.64
n26	-120.089	-29.25	-67.674
n27	-93.048	-56.995	-82.345
n28	-58.853	-58.194	-113.922
n32	13.384	-8.04	150.274
