onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
13.9799999999959	21.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	8.00276390000363	1	stimulus	n/a	n/a	CCGOQQGO	2	2	0	test trial
36.1699999999983	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
36.820000000007	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
37.5	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
38.1100000000006	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
38.7400000000052	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
39.3800000000047	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
40.4499999999971	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
41.1199999999953	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
41.8399999999965	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
42.6000000000058	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
43	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
43.25	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
43.9199999999983	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
49.3999999999942	21.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
70.4219968000107	10.6915020999877	2	stimulus	n/a	n/a	QOQOOQQQ	0	0	1	n/a
71.4019968000066	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
72.041996800006	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
72.5719968000049	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
73.2119968000043	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
73.791996800006	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
74.3819968000171	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
74.9919968000177	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
75.6919968000147	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
76.3519968000037	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
77.0319968000113	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
77.7019968000095	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
78.4119968000159	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
81.1199999999953	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
87.6199999999953	24.02	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
111.632880500008	11.8199418000004	3	stimulus	n/a	n/a	QOQOOCOC	0	0	1	n/a
112.552880500007	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
113.092880500015	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
113.722880500005	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
114.302880500007	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
114.872880500014	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
115.542880500012	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
116.042880500012	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
116.702880500015	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
117.362880500004	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
118.10288050001	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
118.772880500008	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
119.472880500005	0	3	foot step	2	2	n/a	n/a	n/a	1	n/a
123.460000000006	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
133.100000000006	21.02	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
154.111946300007	7.85664579999866	4	stimulus	n/a	n/a	CCQGQCOO	1	1	1	n/a
155.16194630001	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
155.821946300013	0	4	foot step	3	3	n/a	n/a	n/a	1	n/a
156.381946300011	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
157.0419463	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
157.66194630001	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
158.311946300004	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
159.02194630001	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
159.721946300007	0	4	foot step	4	4	n/a	n/a	n/a	1	n/a
160.4019463	0	4	foot step	3	3	n/a	n/a	n/a	1	n/a
161.1519463	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
161.781946300005	0	4	foot step	1	1	n/a	n/a	n/a	1	n/a
161.960000000006	5	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
162.561946300004	0	4	foot step	2	2	n/a	n/a	n/a	1	n/a
168.660000000003	23.02	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
191.683184400012	9.70142209999904	5	stimulus	n/a	n/a	CCOGOOGO	2	2	1	n/a
192.763184400013	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
193.35318440001	0	5	foot step	3	3	n/a	n/a	n/a	1	n/a
193.973184400005	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
194.593184400015	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
195.223184400005	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
195.903184400013	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
196.453184400016	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
197.143184400018	0	5	foot step	4	4	n/a	n/a	n/a	1	n/a
197.733184400015	0	5	foot step	3	3	n/a	n/a	n/a	1	n/a
198.413184400008	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
199.043184400012	0	5	foot step	1	1	n/a	n/a	n/a	1	n/a
199.703184400016	0	5	foot step	2	2	n/a	n/a	n/a	1	n/a
201.380000000005	5	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
212.940000000002	23.02	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
235.967185300004	10.980181100007	6	stimulus	n/a	n/a	GCQCCCCO	1	1	1	n/a
236.877185300007	0	6	foot step	4	4	n/a	n/a	n/a	1	n/a
237.457185300009	0	6	foot step	3	3	n/a	n/a	n/a	1	n/a
238.037185300011	0	6	foot step	4	4	n/a	n/a	n/a	1	n/a
238.657185300006	0	6	foot step	1	1	n/a	n/a	n/a	1	n/a
239.287185300011	0	6	foot step	4	4	n/a	n/a	n/a	1	n/a
239.867185299998	0	6	foot step	1	1	n/a	n/a	n/a	1	n/a
240.487185300008	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
241.137185300002	0	6	foot step	4	4	n/a	n/a	n/a	1	n/a
241.757185299997	0	6	foot step	3	3	n/a	n/a	n/a	1	n/a
242.42718530001	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
243.087185299999	0	6	foot step	1	1	n/a	n/a	n/a	1	n/a
243.657185300006	0	6	foot step	2	2	n/a	n/a	n/a	1	n/a
246.940000000002	5	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
253.820000000007	22.02	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
275.837230500008	9.70104980000178	7	stimulus	n/a	n/a	QQOCGCCQ	1	1	1	n/a
276.607230500013	0	7	foot step	4	4	n/a	n/a	n/a	1	n/a
277.187230500014	0	7	foot step	3	3	n/a	n/a	n/a	1	n/a
277.757230500007	0	7	foot step	4	4	n/a	n/a	n/a	1	n/a
278.337230500008	0	7	foot step	1	1	n/a	n/a	n/a	1	n/a
278.91723050001	0	7	foot step	4	4	n/a	n/a	n/a	1	n/a
279.467230500013	0	7	foot step	1	1	n/a	n/a	n/a	1	n/a
280.097230500003	0	7	foot step	2	2	n/a	n/a	n/a	1	n/a
280.697230500009	0	7	foot step	4	4	n/a	n/a	n/a	1	n/a
281.317230500004	0	7	foot step	3	3	n/a	n/a	n/a	1	n/a
282.017230500001	0	7	foot step	2	2	n/a	n/a	n/a	1	n/a
