onset	duration	sample	trial_type	response_time	value	channels	HED
94.461914	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
95.044922	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.111328	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.177734	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.244141	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.310547	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.377930	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.843750	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.893555	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.943359	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
95.993164	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
96.042969	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
96.093750	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
96.443359	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
96.509766	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
96.576172	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
96.642578	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
96.708984	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
96.776367	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
97.242188	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
97.308594	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
97.375000	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
97.441406	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
97.508789	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
97.575195	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
98.041016	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.107422	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.174805	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.241211	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.307617	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.374023	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
98.840820	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
98.907227	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
98.973633	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
99.040039	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
99.106445	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
99.172852	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
99.639648	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
99.722656	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
99.805664	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
99.889648	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
99.972656	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
100.055664	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
100.638672	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
100.705078	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
100.771484	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
100.837891	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
100.904297	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
100.971680	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
101.437500	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
101.503906	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
101.586914	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
101.654297	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
101.737305	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
101.803711	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
102.370117	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
102.436523	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
102.502930	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
102.569336	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
102.635742	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
102.703125	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
103.168945	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.218750	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.268555	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.318359	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.369141	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.418945	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
103.768555	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
103.834961	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
103.901367	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
103.967773	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
104.035156	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
104.101563	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
104.567383	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
104.650391	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
104.734375	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
104.817383	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
104.900391	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
104.983398	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
105.566406	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
105.616211	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
105.666016	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
105.715820	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
105.766602	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
105.816406	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
106.182617	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.249023	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.315430	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.381836	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.448242	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.515625	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
106.981445	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.047852	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.114258	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.181641	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.248047	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.314453	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
107.813477	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
107.880859	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
107.947266	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
108.013672	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
108.080078	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
108.146484	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
108.613281	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
108.679688	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
108.746094	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
108.812500	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
108.879883	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
108.946289	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
109.412109	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
109.461914	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
109.511719	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
109.561523	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
109.612305	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
109.662109	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
110.061523	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.127930	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.194336	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.260742	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.328125	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.394531	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
110.860352	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
110.926758	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
110.994141	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.060547	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.126953	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.193359	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.660156	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.743164	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.826172	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.909180	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
111.992188	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
112.076172	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
112.658203	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
112.742188	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
112.825195	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
112.908203	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
112.991211	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
113.075195	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
113.657227	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
113.723633	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
113.791016	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
113.857422	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
113.923828	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
113.990234	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
114.002000	1.000000	n/a	n/a	n/a	ic_lg	n/a	
114.457031	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
114.523438	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
114.589844	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
114.656250	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
114.722656	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
114.790039	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
115.255859	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
115.322266	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
115.388672	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
115.455078	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
115.522461	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
115.588867	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.054688	0.000000	n/a	n/a	n/a	checker-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.104492	0.000000	n/a	n/a	n/a	checker-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.155273	0.000000	n/a	n/a	n/a	checker-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.205078	0.000000	n/a	n/a	n/a	checker-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.271484	0.000000	n/a	n/a	n/a	checker-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.321289	0.000000	n/a	n/a	n/a	checker-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image
116.670898	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
116.753906	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
116.836914	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
116.920898	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
117.003906	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
117.086914	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
117.669922	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
117.736328	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
117.802734	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
117.869141	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
117.936523	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
118.002930	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
118.501953	0.000000	n/a	n/a	n/a	face-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
118.585938	0.000000	n/a	n/a	n/a	face-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
118.668945	0.000000	n/a	n/a	n/a	face-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
118.751953	0.000000	n/a	n/a	n/a	face-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
118.834961	0.000000	n/a	n/a	n/a	face-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
118.917969	0.000000	n/a	n/a	n/a	face-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
119.500977	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
119.567383	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
119.634766	0.000000	n/a	n/a	n/a	face-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
119.701172	0.000000	n/a	n/a	n/a	face-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
119.767578	0.000000	n/a	n/a	n/a	face-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
119.833984	0.000000	n/a	n/a	n/a	face-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
120.299805	0.000000	n/a	n/a	n/a	house-upright-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.350586	0.000000	n/a	n/a	n/a	house-upright-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.400391	0.000000	n/a	n/a	n/a	house-upright-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.450195	0.000000	n/a	n/a	n/a	house-upright-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.500000	0.000000	n/a	n/a	n/a	house-upright-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.549805	0.000000	n/a	n/a	n/a	house-upright-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
120.916016	0.000000	n/a	n/a	n/a	house-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
120.982422	0.000000	n/a	n/a	n/a	house-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
121.049805	0.000000	n/a	n/a	n/a	house-inverted-f3	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
121.116211	0.000000	n/a	n/a	n/a	house-inverted-f4	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
121.182617	0.000000	n/a	n/a	n/a	house-inverted-f5	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
121.249023	0.000000	n/a	n/a	n/a	house-inverted-f6	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
121.715820	0.000000	n/a	n/a	n/a	face-inverted-f1	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
121.782227	0.000000	n/a	n/a	n/a	face-inverted-f2	n/a	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
