onset	duration	trial_type	ConditionCode	CorrectAnswerCode	KeyPressed	ResponseTime	StoryCode
10.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
22.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
38.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
54.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
70.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
82.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
98.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
112.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
128.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
144.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
160.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
174.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
190.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
200.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
216.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
228.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
244.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
260.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
276.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
290.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
306.0	10.0	false photo story	n/a	n/a	n/a	n/a	n/a
316.0	6.0	false photo question	n/a	n/a	n/a	n/a	n/a
332.0	10.0	false belief story	n/a	n/a	n/a	n/a	n/a
342.0	6.0	false belief question	n/a	n/a	n/a	n/a	n/a
358.0	2.0	n/a	0.0	0.0	46.0	2.002703	0.0
360.0	2.0	n/a	0.0	0.0	46.0	1.993773	0.0
362.0	2.0	n/a	0.0	0.0	46.0	1.994192	0.0
364.0	2.0	n/a	0.0	0.0	46.0	1.994151	0.0
366.0	2.0	n/a	0.0	0.0	46.0	1.995194	0.0
368.0	2.0	n/a	2.0	2.0	46.0	1.995333	19.0
370.0	2.0	n/a	2.0	2.0	46.0	1.995572	19.0
372.0	2.0	n/a	2.0	2.0	46.0	1.994874	19.0
374.0	2.0	n/a	2.0	2.0	46.0	1.985944	19.0
376.0	2.0	n/a	2.0	2.0	46.0	2.002706	19.0
378.0	2.0	n/a	0.0	0.0	46.0	1.995116	0.0
380.0	2.0	n/a	2.0	2.0	30.0	1.422714	19.0
382.0	2.0	n/a	2.0	2.0	46.0	2.002	19.0
384.0	2.0	n/a	2.0	2.0	46.0	1.993809	19.0
386.0	2.0	n/a	0.0	0.0	46.0	1.994225	0.0
388.0	2.0	n/a	0.0	0.0	46.0	1.995226	0.0
390.0	2.0	n/a	0.0	0.0	46.0	1.994073	0.0
392.0	2.0	n/a	0.0	0.0	46.0	1.993645	0.0
394.0	2.0	n/a	0.0	0.0	46.0	1.994497	0.0
396.0	2.0	n/a	1.0	2.0	46.0	1.993926	11.0
398.0	2.0	n/a	1.0	2.0	46.0	1.991179	11.0
400.0	2.0	n/a	1.0	2.0	46.0	1.993049	11.0
402.0	2.0	n/a	1.0	2.0	46.0	1.995085	11.0
404.0	2.0	n/a	1.0	2.0	46.0	1.995258	11.0
406.0	2.0	n/a	0.0	0.0	46.0	1.99353	0.0
408.0	2.0	n/a	0.0	0.0	46.0	1.993378	0.0
410.0	2.0	n/a	0.0	0.0	46.0	1.993786	0.0
412.0	2.0	n/a	1.0	2.0	30.0	1.536769	11.0
414.0	2.0	n/a	1.0	2.0	46.0	1.994287	11.0
416.0	2.0	n/a	1.0	2.0	46.0	1.993873	11.0
418.0	2.0	n/a	0.0	0.0	46.0	1.995356	0.0
420.0	2.0	n/a	0.0	0.0	46.0	1.995959	0.0
422.0	2.0	n/a	0.0	0.0	46.0	1.994175	0.0
424.0	2.0	n/a	0.0	0.0	46.0	1.994579	0.0
426.0	2.0	n/a	0.0	0.0	46.0	1.994604	0.0
428.0	2.0	n/a	1.0	1.0	46.0	1.993519	5.0
430.0	2.0	n/a	1.0	1.0	46.0	1.993445	5.0
432.0	2.0	n/a	1.0	1.0	46.0	1.995341	5.0
434.0	2.0	n/a	1.0	1.0	46.0	1.994164	5.0
436.0	2.0	n/a	1.0	1.0	46.0	1.993916	5.0
438.0	2.0	n/a	0.0	0.0	46.0	1.994064	0.0
440.0	2.0	n/a	1.0	1.0	46.0	1.993967	5.0
442.0	2.0	n/a	1.0	1.0	35.0	0.393231	5.0
444.0	2.0	n/a	1.0	1.0	46.0	1.995021	5.0
446.0	2.0	n/a	0.0	0.0	46.0	1.994831	0.0
448.0	2.0	n/a	0.0	0.0	46.0	1.99331	0.0
450.0	2.0	n/a	0.0	0.0	46.0	1.995812	0.0
452.0	2.0	n/a	0.0	0.0	46.0	1.995043	0.0
454.0	2.0	n/a	0.0	0.0	46.0	1.995751	0.0
456.0	2.0	n/a	1.0	1.0	46.0	1.994942	4.0
458.0	2.0	n/a	1.0	1.0	46.0	1.993798	4.0
460.0	2.0	n/a	1.0	1.0	46.0	1.996065	4.0
462.0	2.0	n/a	1.0	1.0	46.0	1.993304	4.0
464.0	2.0	n/a	1.0	1.0	46.0	1.994636	4.0
466.0	2.0	n/a	0.0	0.0	46.0	1.995358	0.0
468.0	2.0	n/a	0.0	0.0	46.0	1.994355	0.0
470.0	2.0	n/a	1.0	1.0	35.0	1.313269	4.0
472.0	2.0	n/a	1.0	1.0	46.0	1.993705	4.0
474.0	2.0	n/a	1.0	1.0	46.0	1.993779	4.0
476.0	2.0	n/a	0.0	0.0	46.0	1.995314	0.0
478.0	2.0	n/a	0.0	0.0	46.0	1.992554	0.0
480.0	2.0	n/a	0.0	0.0	46.0	1.994217	0.0
482.0	2.0	n/a	0.0	0.0	46.0	1.994921	0.0
484.0	2.0	n/a	0.0	0.0	46.0	1.993054	0.0
486.0	2.0	n/a	2.0	1.0	46.0	1.994113	16.0
488.0	2.0	n/a	2.0	1.0	46.0	1.995878	16.0
490.0	2.0	n/a	2.0	1.0	46.0	1.993317	16.0
492.0	2.0	n/a	2.0	1.0	46.0	1.99462	16.0
494.0	2.0	n/a	2.0	1.0	46.0	1.994928	16.0
496.0	2.0	n/a	0.0	0.0	46.0	1.995455	0.0
498.0	2.0	n/a	0.0	0.0	46.0	1.993327	0.0
500.0	2.0	n/a	0.0	0.0	46.0	1.994889	0.0
502.0	2.0	n/a	2.0	1.0	35.0	1.494944	16.0
504.0	2.0	n/a	2.0	1.0	46.0	1.995421	16.0
506.0	2.0	n/a	2.0	1.0	46.0	1.99442	16.0
508.0	2.0	n/a	0.0	0.0	46.0	1.993873	0.0
510.0	2.0	n/a	0.0	0.0	46.0	1.993248	0.0
512.0	2.0	n/a	0.0	0.0	46.0	1.993863	0.0
514.0	2.0	n/a	0.0	0.0	46.0	1.993926	0.0
516.0	2.0	n/a	0.0	0.0	46.0	1.995504	0.0
518.0	2.0	n/a	1.0	1.0	46.0	1.994884	1.0
520.0	2.0	n/a	1.0	1.0	46.0	1.994694	1.0
522.0	2.0	n/a	1.0	1.0	46.0	1.994562	1.0
524.0	2.0	n/a	1.0	1.0	46.0	1.994809	1.0
526.0	2.0	n/a	1.0	1.0	46.0	1.993936	1.0
528.0	2.0	n/a	0.0	0.0	46.0	1.994451	0.0
530.0	2.0	n/a	0.0	0.0	46.0	1.995237	0.0
532.0	2.0	n/a	1.0	1.0	35.0	1.240532	1.0
534.0	2.0	n/a	1.0	1.0	46.0	1.994746	1.0
536.0	2.0	n/a	1.0	1.0	46.0	1.996027	1.0
538.0	2.0	n/a	0.0	0.0	46.0	1.99316	0.0
540.0	2.0	n/a	0.0	0.0	46.0	1.993378	0.0
542.0	2.0	n/a	0.0	0.0	46.0	1.99417	0.0
544.0	2.0	n/a	0.0	0.0	46.0	1.994361	0.0
546.0	2.0	n/a	0.0	0.0	46.0	1.994432	0.0
548.0	2.0	n/a	2.0	2.0	46.0	1.994596	13.0
550.0	2.0	n/a	2.0	2.0	46.0	1.994469	13.0
552.0	2.0	n/a	2.0	2.0	46.0	1.995084	13.0
554.0	2.0	n/a	2.0	2.0	46.0	1.994857	13.0
556.0	2.0	n/a	2.0	2.0	46.0	1.993639	13.0
558.0	2.0	n/a	2.0	2.0	30.0	1.696555	13.0
560.0	2.0	n/a	2.0	2.0	46.0	1.993288	13.0
562.0	2.0	n/a	2.0	2.0	46.0	1.994101	13.0
564.0	2.0	n/a	0.0	0.0	46.0	1.993246	0.0
566.0	2.0	n/a	0.0	0.0	46.0	1.995277	0.0
568.0	2.0	n/a	0.0	0.0	46.0	1.995065	0.0
570.0	2.0	n/a	0.0	0.0	46.0	1.994339	0.0
572.0	2.0	n/a	0.0	0.0	46.0	1.993547	0.0
574.0	2.0	n/a	1.0	1.0	46.0	1.993922	2.0
576.0	2.0	n/a	1.0	1.0	46.0	1.994488	2.0
578.0	2.0	n/a	1.0	1.0	46.0	1.99435	2.0
580.0	2.0	n/a	1.0	1.0	46.0	1.996447	2.0
582.0	2.0	n/a	1.0	1.0	46.0	1.994598	2.0
584.0	2.0	n/a	0.0	0.0	46.0	1.995079	0.0
586.0	2.0	n/a	1.0	1.0	35.0	1.311713	2.0
588.0	2.0	n/a	1.0	1.0	46.0	1.995102	2.0
590.0	2.0	n/a	1.0	1.0	46.0	1.993688	2.0
592.0	2.0	n/a	0.0	0.0	46.0	1.993134	0.0
594.0	2.0	n/a	0.0	0.0	46.0	1.996299	0.0
596.0	2.0	n/a	0.0	0.0	46.0	1.995685	0.0
598.0	2.0	n/a	0.0	0.0	46.0	1.99432	0.0
600.0	2.0	n/a	0.0	0.0	46.0	1.994333	0.0
602.0	2.0	n/a	2.0	1.0	46.0	1.995182	23.0
604.0	2.0	n/a	2.0	1.0	46.0	1.993665	23.0
606.0	2.0	n/a	2.0	1.0	46.0	1.99542	23.0
608.0	2.0	n/a	2.0	1.0	46.0	1.993825	23.0
610.0	2.0	n/a	2.0	1.0	46.0	1.995632	23.0
612.0	2.0	n/a	0.0	0.0	46.0	1.994601	0.0
614.0	2.0	n/a	0.0	0.0	46.0	1.992617	0.0
616.0	2.0	n/a	0.0	0.0	46.0	1.995975	0.0
618.0	2.0	n/a	2.0	1.0	35.0	1.183303	23.0
620.0	2.0	n/a	2.0	1.0	46.0	1.993468	23.0
622.0	2.0	n/a	2.0	1.0	46.0	1.993259	23.0
624.0	2.0	n/a	0.0	0.0	46.0	1.993433	0.0
626.0	2.0	n/a	0.0	0.0	46.0	1.993473	0.0
628.0	2.0	n/a	0.0	0.0	46.0	1.994791	0.0
630.0	2.0	n/a	0.0	0.0	46.0	1.995606	0.0
632.0	2.0	n/a	0.0	0.0	46.0	1.993396	0.0
634.0	2.0	n/a	2.0	1.0	46.0	1.993956	17.0
636.0	2.0	n/a	2.0	1.0	46.0	1.99382	17.0
638.0	2.0	n/a	2.0	1.0	46.0	1.994158	17.0
640.0	2.0	n/a	2.0	1.0	46.0	1.993464	17.0
642.0	2.0	n/a	2.0	1.0	46.0	1.996282	17.0
644.0	2.0	n/a	0.0	0.0	46.0	1.994461	0.0
646.0	2.0	n/a	0.0	0.0	46.0	1.993965	0.0
648.0	2.0	n/a	2.0	1.0	35.0	1.872935	17.0
650.0	2.0	n/a	2.0	1.0	46.0	1.992254	17.0
652.0	2.0	n/a	2.0	1.0	46.0	1.994282	17.0
654.0	2.0	n/a	0.0	0.0	46.0	1.995035	0.0
656.0	2.0	n/a	0.0	0.0	46.0	1.994585	0.0
658.0	2.0	n/a	0.0	0.0	46.0	1.994616	0.0
660.0	2.0	n/a	0.0	0.0	46.0	1.994994	0.0
662.0	2.0	n/a	0.0	0.0	46.0	1.995776	0.0
664.0	2.0	n/a	2.0	2.0	46.0	1.993887	18.0
666.0	2.0	n/a	2.0	2.0	46.0	1.994298	18.0
668.0	2.0	n/a	2.0	2.0	46.0	1.99304	18.0
670.0	2.0	n/a	2.0	2.0	46.0	1.995017	18.0
672.0	2.0	n/a	2.0	2.0	46.0	1.994416	18.0
674.0	2.0	n/a	2.0	2.0	46.0	1.993862	18.0
676.0	2.0	n/a	2.0	2.0	30.0	0.09384149	18.0
678.0	2.0	n/a	2.0	2.0	46.0	1.995066	18.0
680.0	2.0	n/a	0.0	0.0	46.0	1.99341	0.0
682.0	2.0	n/a	0.0	0.0	46.0	1.994287	0.0
684.0	2.0	n/a	0.0	0.0	46.0	1.995194	0.0
686.0	2.0	n/a	0.0	0.0	46.0	1.994889	0.0
688.0	2.0	n/a	0.0	0.0	46.0	1.995736	0.0
690.0	2.0	n/a	1.0	2.0	46.0	1.994379	9.0
692.0	2.0	n/a	1.0	2.0	46.0	1.995136	9.0
694.0	2.0	n/a	1.0	2.0	46.0	1.993158	9.0
696.0	2.0	n/a	1.0	2.0	46.0	1.993964	9.0
698.0	2.0	n/a	1.0	2.0	46.0	1.994277	9.0
700.0	2.0	n/a	1.0	2.0	30.0	1.696642	9.0
702.0	2.0	n/a	1.0	2.0	46.0	1.985769	9.0
704.0	2.0	n/a	1.0	2.0	46.0	1.994824	9.0
706.0	2.0	n/a	0.0	0.0	46.0	1.995222	0.0
708.0	2.0	n/a	0.0	0.0	46.0	1.994093	0.0
710.0	2.0	n/a	0.0	0.0	46.0	1.993339	0.0
712.0	2.0	n/a	0.0	0.0	46.0	1.996623	0.0
714.0	2.0	n/a	0.0	0.0	n/a	2.051221	0.0
