onset	duration	trial_type	0	1	2	3
0.120	2.000	English-Spanish-Concrete-Novel	school	ESCn_19	2984	6
3.120	2.000	Spanish-English-Concrete-Novel	frasco	SECn_19	2984	11
6.120	2.000	English-Spanish-Concrete-Repeat	escuela	ESCr_19	1984	6
8.120	2.000	Spanish-English-Abstract-Novel	requisito	SEAn_19	1984	12
10.120	2.000	Spanish-Spanish-Concrete-Novel	escoba	SSCn_19	3984	33
14.120	2.000	Spanish-English-Concrete-Repeat	flask	SECr_19	2984	11
17.120	2.000	English-Spanish-Abstract-Novel	clue	ESAn_19	2984	12
20.120	2.000	Spanish-English-Abstract-Repeat	requirement	SEAr_19	6984	12
27.120	2.000	English-Spanish-Concrete-Novel	moss	ESCn_20	1984	66
29.120	2.000	English-Spanish-Abstract-Repeat	pista	ESAr_19	4984	12
34.120	2.000	English-English-Concrete-Novel	coin	EECn_19	3984	53
38.120	2.000	Spanish-English-Abstract-Novel	amor	SEAn_20	4984	44
43.120	2.000	Spanish-Spanish-Concrete-Repeat	escoba	SSCr_19	2984	33
46.120	2.000	English-English-Abstract-Novel	advantage	EEAn_19	6984	7
53.120	2.000	English-English-Abstract-Repeat	advantage	EEAr_19	1984	7
55.120	2.000	Spanish-English-Concrete-Novel	frente	SECn_20	7984	64
63.120	2.000	Spanish-Spanish-Abstract-Novel	caridad	SSAn_19	1984	17
65.120	2.000	Spanish-Spanish-Concrete-Novel	mar	SSCn_20	2984	5
68.120	2.000	English-Spanish-Abstract-Novel	devil	ESAn_20	1984	54
70.120	2.000	Spanish-Spanish-Concrete-Repeat	mar	SSCr_20	4984	5
75.120	2.000	Spanish-Spanish-Concrete-Novel	vaca	SSCn_21	4984	33
80.120	2.000	Spanish-Spanish-Abstract-Repeat	caridad	SSAr_19	1984	17
82.120	2.000	Spanish-English-Abstract-Repeat	love	SEAr_20	4984	44
87.120	2.000	English-English-Concrete-Repeat	coin	EECr_19	2984	53
90.120	2.000	Spanish-English-Abstract-Novel	reconocimiento	SEAn_21	2984	38
93.120	2.000	English-Spanish-Concrete-Repeat	pusgo	ESCr_20	5984	66
99.120	2.000	English-English-Concrete-Novel	spear	EECn_20	4984	5
104.120	2.000	English-English-Concrete-Repeat	spear	EECr_20	3984	5
108.120	2.000	Spanish-Spanish-Concrete-Repeat	vaca	SSCr_21	3984	33
112.120	2.000	English-English-Abstract-Novel	honesty	EEAn_20	4984	19
117.120	2.000	Spanish-Spanish-Abstract-Novel	desaf�o	SSAn_20	1984	29
119.120	2.000	Spanish-English-Concrete-Repeat	forehead	SECr_20	2984	64
122.120	2.000	English-Spanish-Abstract-Repeat	diablo	ESAr_20	5984	54
128.120	2.000	Spanish-English-Abstract-Repeat	recognition	SEAr_21	2984	38
131.120	2.000	English-English-Abstract-Repeat	honesty	EEAr_20	4984	19
136.120	2.000	English-English-Concrete-Novel	liver	EECn_21	4984	33
141.120	2.000	Spanish-English-Concrete-Novel	hierro	SECn_21	1984	15
143.120	2.000	English-Spanish-Abstract-Novel	shortage	ESAn_21	2984	9
146.120	2.000	Spanish-Spanish-Abstract-Repeat	desaf�o	SSAr_20	1984	29
148.120	2.000	English-Spanish-Concrete-Novel	lantern	ESCn_21	3984	39
152.120	2.000	English-Spanish-Abstract-Repeat	escasez	ESAr_21	3984	9
156.120	2.000	Spanish-English-Concrete-Repeat	iron	SECr_21	3984	15
160.120	2.000	Spanish-English-Abstract-Novel	facilidad	SEAn_22	2984	60
163.120	2.000	Spanish-English-Concrete-Novel	frijol	SECn_22	5984	50
169.120	2.000	English-English-Concrete-Repeat	liver	EECr_21	3984	33
173.120	2.000	English-English-Abstract-Novel	betrayal	EEAn_21	3984	4
177.120	2.000	English-English-Abstract-Repeat	betrayal	EEAr_21	2984	4
180.120	2.000	Spanish-Spanish-Abstract-Novel	tiempo	SSAn_21	6984	47
187.120	2.000	English-Spanish-Concrete-Repeat	linterna	ESCr_21	2984	39
190.120	2.000	English-Spanish-Abstract-Novel	beloved	ESAn_22	4984	16
195.120	2.000	English-English-Abstract-Novel	praise	EEAn_22	8984	91
204.120	2.000	English-Spanish-Concrete-Novel	doctor	ESCn_22	1984	20
206.120	2.000	English-Spanish-Abstract-Repeat	querido	ESAr_22	6984	16
213.120	2.000	Spanish-English-Concrete-Repeat	bean	SECr_22	6984	50
220.120	2.000	Spanish-English-Abstract-Repeat	ease	SEAr_22	3984	60
224.120	2.000	English-Spanish-Concrete-Repeat	m�dico	ESCr_22	2984	20
227.120	2.000	Spanish-Spanish-Abstract-Repeat	tiempo	SSAr_21	5984	47
233.120	2.000	Spanish-Spanish-Abstract-Novel	sue�o	SSAn_22	3984	80
237.120	2.000	English-English-Concrete-Novel	bracelet	EECn_22	8984	17
246.120	2.000	English-Spanish-Abstract-Novel	bid	ESAn_23	1984	22
248.120	2.000	Spanish-Spanish-Concrete-Novel	cerdo	SSCn_22	5984	24
254.120	2.000	English-English-Concrete-Repeat	bracelet	EECr_22	5984	17
260.120	2.000	Spanish-English-Abstract-Novel	edad	SEAn_23	1984	38
262.120	2.000	English-Spanish-Concrete-Novel	chalk	ESCn_23	5984	58
268.120	2.000	English-Spanish-Abstract-Repeat	oferta	ESAr_23	3984	22
272.120	2.000	Spanish-Spanish-Concrete-Repeat	cerdo	SSCr_22	4984	24
277.120	2.000	English-English-Concrete-Novel	lawyer	EECn_23	8984	16
286.120	2.000	English-English-Abstract-Repeat	praise	EEAr_22	3984	91
290.120	2.000	Spanish-English-Concrete-Novel	biblioteca	SECn_23	2984	72
293.120	2.000	English-English-Concrete-Repeat	lawyer	EECr_23	2984	16
296.120	2.000	Spanish-Spanish-Concrete-Novel	yodo	SSCn_23	1984	14
298.120	2.000	Spanish-English-Abstract-Repeat	age	SEAr_23	4984	38
303.120	2.000	Spanish-English-Abstract-Novel	estragos	SEAn_24	1984	68
305.120	2.000	English-English-Abstract-Novel	chance	EEAn_23	4984	29
310.120	2.000	Spanish-Spanish-Concrete-Repeat	yodo	SSCr_23	2984	14
313.120	2.000	Spanish-Spanish-Abstract-Repeat	sue�o	SSAr_22	4984	80
318.120	2.000	Spanish-Spanish-Abstract-Novel	sorpresa	SSAn_23	1984	7
320.120	2.000	English-Spanish-Concrete-Repeat	tiza	ESCr_23	4984	58
325.120	2.000	Spanish-Spanish-Abstract-Repeat	sorpresa	SSAr_23	3984	7
329.120	2.000	Spanish-Spanish-Abstract-Novel	verg�enza	SSAn_24	4984	28
334.120	2.000	English-English-Abstract-Repeat	chance	EEAr_23	2984	29
337.120	2.000	English-English-Concrete-Novel	head	EECn_24	4984	27
342.120	2.000	English-Spanish-Abstract-Novel	oath	ESAn_24	5984	35
348.120	2.000	English-English-Abstract-Novel	amazement	EEAn_24	4984	40
353.120	2.000	English-Spanish-Concrete-Novel	pencil	ESCn_24	3984	29
357.120	2.000	Spanish-Spanish-Abstract-Repeat	verg�enza	SSAr_24	4984	28
362.120	2.000	Spanish-English-Concrete-Repeat	library	SECr_23	1984	72
364.120	2.000	English-English-Concrete-Repeat	head	EECr_24	6984	27
371.120	2.000	Spanish-English-Abstract-Repeat	havoc	SEAr_24	1984	68
373.120	2.000	Spanish-English-Concrete-Novel	bandera	SECn_24	3984	12
377.120	2.000	English-Spanish-Abstract-Repeat	juramento	ESAr_24	4984	35
382.120	2.000	English-Spanish-Concrete-Repeat	l�piz	ESCr_24	2984	29
385.120	2.000	Spanish-English-Concrete-Repeat	flag	SECr_24	2984	12
388.120	2.000	English-English-Abstract-Repeat	amazement	EEAr_24	4984	40
393.120	2.000	Spanish-Spanish-Concrete-Novel	lat�n	SSCn_24	2984	3
396.120	2.000	Spanish-Spanish-Concrete-Repeat	lat�n	SSCr_24	3984	3
