index	name	hemisphere
0	Background	NA
1	G_and_S_frontomargin	L
2	G_and_S_occipital_inf	L
3	G_and_S_paracentral	L
4	G_and_S_subcentral	L
5	G_and_S_transv_frontopol	L
6	G_and_S_cingul-Ant	L
7	G_and_S_cingul-Mid-Ant	L
8	G_and_S_cingul-Mid-Post	L
9	G_cingul-Post-dorsal	L
10	G_cingul-Post-ventral	L
11	G_cuneus	L
12	G_front_inf-Opercular	L
13	G_front_inf-Orbital	L
14	G_front_inf-Triangul	L
15	G_front_middle	L
16	G_front_sup	L
17	G_Ins_lg_and_S_cent_ins	L
18	G_insular_short	L
19	G_occipital_middle	L
20	G_occipital_sup	L
21	G_oc-temp_lat-fusifor	L
22	G_oc-temp_med-Lingual	L
23	G_oc-temp_med-Parahip	L
24	G_orbital	L
25	G_pariet_inf-Angular	L
26	G_pariet_inf-Supramar	L
27	G_parietal_sup	L
28	G_postcentral	L
29	G_precentral	L
30	G_precuneus	L
31	G_rectus	L
32	G_subcallosal	L
33	G_temp_sup-G_T_transv	L
34	G_temp_sup-Lateral	L
35	G_temp_sup-Plan_polar	L
36	G_temp_sup-Plan_tempo	L
37	G_temporal_inf	L
38	G_temporal_middle	L
39	Lat_Fis-ant-Horizont	L
40	Lat_Fis-ant-Vertical	L
41	Lat_Fis-post	L
42	Medial_wall	L
43	Pole_occipital	L
44	Pole_temporal	L
45	S_calcarine	L
46	S_central	L
47	S_cingul-Marginalis	L
48	S_circular_insula_ant	L
49	S_circular_insula_inf	L
50	S_circular_insula_sup	L
51	S_collat_transv_ant	L
52	S_collat_transv_post	L
53	S_front_inf	L
54	S_front_middle	L
55	S_front_sup	L
56	S_interm_prim-Jensen	L
57	S_intrapariet_and_P_trans	L
58	S_oc_middle_and_Lunatus	L
59	S_oc_sup_and_transversal	L
60	S_occipital_ant	L
61	S_oc-temp_lat	L
62	S_oc-temp_med_and_Lingual	L
63	S_orbital_lateral	L
64	S_orbital_med-olfact	L
65	S_orbital-H_Shaped	L
66	S_parieto_occipital	L
67	S_pericallosal	L
68	S_postcentral	L
69	S_precentral-inf-part	L
70	S_precentral-sup-part	L
71	S_suborbital	L
72	S_subparietal	L
73	S_temporal_inf	L
74	S_temporal_sup	L
75	S_temporal_transverse	L
76	G_and_S_frontomargin	R
77	G_and_S_occipital_inf	R
78	G_and_S_paracentral	R
79	G_and_S_subcentral	R
80	G_and_S_transv_frontopol	R
81	G_and_S_cingul-Ant	R
82	G_and_S_cingul-Mid-Ant	R
83	G_and_S_cingul-Mid-Post	R
84	G_cingul-Post-dorsal	R
85	G_cingul-Post-ventral	R
86	G_cuneus	R
87	G_front_inf-Opercular	R
88	G_front_inf-Orbital	R
89	G_front_inf-Triangul	R
90	G_front_middle	R
91	G_front_sup	R
92	G_Ins_lg_and_S_cent_ins	R
93	G_insular_short	R
94	G_occipital_middle	R
95	G_occipital_sup	R
96	G_oc-temp_lat-fusifor	R
97	G_oc-temp_med-Lingual	R
98	G_oc-temp_med-Parahip	R
99	G_orbital	R
100	G_pariet_inf-Angular	R
101	G_pariet_inf-Supramar	R
102	G_parietal_sup	R
103	G_postcentral	R
104	G_precentral	R
105	G_precuneus	R
106	G_rectus	R
107	G_subcallosal	R
108	G_temp_sup-G_T_transv	R
109	G_temp_sup-Lateral	R
110	G_temp_sup-Plan_polar	R
111	G_temp_sup-Plan_tempo	R
112	G_temporal_inf	R
113	G_temporal_middle	R
114	Lat_Fis-ant-Horizont	R
115	Lat_Fis-ant-Vertical	R
116	Lat_Fis-post	R
117	Medial_wall	R
118	Pole_occipital	R
119	Pole_temporal	R
120	S_calcarine	R
121	S_central	R
122	S_cingul-Marginalis	R
123	S_circular_insula_ant	R
124	S_circular_insula_inf	R
125	S_circular_insula_sup	R
126	S_collat_transv_ant	R
127	S_collat_transv_post	R
128	S_front_inf	R
129	S_front_middle	R
130	S_front_sup	R
131	S_interm_prim-Jensen	R
132	S_intrapariet_and_P_trans	R
133	S_oc_middle_and_Lunatus	R
134	S_oc_sup_and_transversal	R
135	S_occipital_ant	R
136	S_oc-temp_lat	R
137	S_oc-temp_med_and_Lingual	R
138	S_orbital_lateral	R
139	S_orbital_med-olfact	R
140	S_orbital-H_Shaped	R
141	S_parieto_occipital	R
142	S_pericallosal	R
143	S_postcentral	R
144	S_precentral-inf-part	R
145	S_precentral-sup-part	R
146	S_suborbital	R
147	S_subparietal	R
148	S_temporal_inf	R
149	S_temporal_sup	R
150	S_temporal_transverse	R
