onset	duration	trial	hand_raised	value	sample	countdown_onset	countdown_offset	response_time	feedback_onset_approx	stim_file	trial_type	stage	bci_prediction	latency	n_repeated
160.8474	0	26	right	2	804237	157.79739999999998	160.79739999999998	50.0	160.91573333333332	right_hand.png	raised-right/match-false	1	left	-7.6	11
165.4176	0	27	right	2	827088	162.3842666666667	165.3842666666667	33.3333333333	165.48593333333332	right_hand.png	raised-right/match-false	1	left	-15.0	11
170.072	0	28	right	2	850360	166.95533333333302	169.95533333333302	116.666666667	170.14033333333333	right_hand.png	raised-right/match-false	1	left	-10.2	11
174.6918	0	29	left	1	873459	171.60846666666671	174.60846666666671	83.3333333333	174.76013333333333	left_hand.png	raised-left/match-false	1	right	-3.0	11
179.2448	0	30	left	1	896224	176.2281333333333	179.2281333333333	16.6666666667	179.31313333333333	left_hand.png	raised-left/match-false	1	right	-15.4	11
183.886	0	31	left	1	919430	180.786	183.786	100.0	183.95433333333332	right_hand.png	raised-left/match-true	1	left	-14.6	11
188.4686	0	32	right	2	942343	185.4186	188.4186	50.0	188.53693333333334	right_hand.png	raised-right/match-false	1	left	-26.0	11
193.1054	0	33	right	2	965527	190.0054	193.0054	100.0	193.17373333333333	right_hand.png	raised-right/match-false	1	left	-3.6	11
197.73	0	34	right	2	988650	194.6466666666667	197.6466666666667	83.3333333333	197.79833333333332	right_hand.png	raised-right/match-false	1	left	-20.2	11
202.3288	0	35	right	2	1011644	199.2621333333333	202.2621333333333	66.6666666667	202.39713333333333	right_hand.png	raised-right/match-false	1	left	-36.6	11
210.5188	0	36	right	2	1052594	207.3688	210.3688	150.0	210.58713333333333	right_hand.png	raised-right/match-false	1	left	-34.6	12
215.0726	0	37	left	1	1075363	212.0559333333333	215.0559333333333	16.6666666667	215.14093333333332	right_hand.png	raised-left/match-true	1	left	-31.6	12
219.7096	0	38	right	2	1098548	216.6096	219.6096	100.0	219.77793333333332	left_hand.png	raised-right/match-true	1	right	-9.4	12
224.33	0	39	left	1	1121650	221.24666666666673	224.24666666666673	83.3333333333	224.39833333333334	right_hand.png	raised-left/match-true	1	left	-34.4	12
228.9372	0	40	left	1	1144686	225.8705333333333	228.8705333333333	66.6666666667	229.00553333333332	right_hand.png	raised-left/match-true	1	left	-16.0	12
233.574	0	41	right	2	1167870	230.47400000000002	233.47400000000002	100.0	233.64233333333334	left_hand.png	raised-right/match-true	1	right	-24.2	12
238.1774	0	42	right	2	1190887	235.11073333333331	238.11073333333331	66.6666666667	238.24573333333333	left_hand.png	raised-right/match-true	1	right	-19.6	12
242.7934	0	43	right	2	1213967	239.7100666666667	242.7100666666667	83.3333333333	242.86173333333332	left_hand.png	raised-right/match-true	1	right	-2.0	12
247.4846	0	44	left	1	1237423	244.3346	247.3346	150.0	247.55293333333333	right_hand.png	raised-left/match-true	1	left	-34.0	12
252.1048	0	45	right	2	1260524	249.02146666666673	252.02146666666673	83.3333333333	252.17313333333334	right_hand.png	raised-right/match-false	1	left	5.0	12
260.1946	0	46	left	1	1300973	257.11126666666667	260.11126666666667	83.3333333333	260.2629333333333	left_hand.png	raised-left/match-false	1	right	-3.0	13
264.8108	0	47	left	1	1324054	261.72746666666666	264.72746666666666	83.3333333333	264.8791333333333	right_hand.png	raised-left/match-true	1	left	-3.4	13
269.3638	0	48	right	2	1346819	266.3471333333333	269.3471333333333	16.6666666667	269.43213333333335	left_hand.png	raised-right/match-true	1	right	0.4	13
273.9502	0	49	right	2	1369751	270.9002	273.9002	50.0	274.0185333333333	left_hand.png	raised-right/match-true	1	right	-6.2	13
278.5374	0	50	left	1	1392687	275.4874	278.4874	50.0	278.6057333333333	left_hand.png	raised-left/match-false	1	right	-31.8	13
283.1782	0	51	left	1	1415891	280.0782	283.0782	100.0	283.24653333333333	right_hand.png	raised-left/match-true	1	left	-15.6	13
287.7988	0	52	left	1	1438994	284.7154666666667	287.7154666666667	83.3333333333	287.86713333333336	right_hand.png	raised-left/match-true	1	left	-2.6	13
292.448	0	53	left	1	1462240	289.33133333333296	292.33133333333296	116.666666667	292.5163333333333	left_hand.png	raised-left/match-false	1	right	-8.6	13
297.10200000000003	0	54	left	1	1485510	293.985333333333	296.985333333333	116.666666667	297.17033333333336	right_hand.png	raised-left/match-true	1	left	12.6	13
301.6928	0	55	left	1	1508464	298.64279999999997	301.64279999999997	50.0	301.7611333333333	left_hand.png	raised-left/match-false	1	right	-2.4	13
306.3416	0	56	left	1	1531708	303.224933333333	306.224933333333	116.666666667	306.40993333333336	left_hand.png	raised-left/match-false	1	right	3.4	13
310.9506	0	57	left	1	1554753	307.8839333333333	310.8839333333333	66.6666666667	311.01893333333334	left_hand.png	raised-left/match-false	1	right	-12.0	13
315.4986	0	58	left	1	1577493	312.4819333333333	315.4819333333333	16.6666666667	315.56693333333334	right_hand.png	raised-left/match-true	1	left	-3.2	13
320.1366	0	59	right	2	1600683	317.03659999999996	320.03659999999996	100.0	320.2049333333333	left_hand.png	raised-right/match-true	1	right	-18.4	13
324.756	0	60	left	1	1623780	321.67266666666666	324.67266666666666	83.3333333333	324.8243333333333	left_hand.png	raised-left/match-false	1	right	6.6	13
329.33	0	61	left	1	1646650	326.2966666666667	329.2966666666667	33.3333333333	329.3983333333333	left_hand.png	raised-left/match-false	1	right	-36.2	13
333.8962	0	62	left	1	1669481	330.8628666666667	333.8628666666667	33.3333333333	333.96453333333335	left_hand.png	raised-left/match-false	1	right	5.6	13
338.5	0	63	right	2	1692500	335.4333333333333	338.4333333333333	66.6666666667	338.5683333333333	left_hand.png	raised-right/match-true	1	right	-11.0	13
343.1368	0	64	right	2	1715684	340.03679999999997	343.03679999999997	100.0	343.2051333333333	left_hand.png	raised-right/match-true	1	right	-34.4	13
347.7404	0	65	left	1	1738702	344.6737333333333	347.6737333333333	66.6666666667	347.80873333333335	right_hand.png	raised-left/match-true	1	left	-15.2	13
352.3104	0	66	right	2	1761552	349.2770666666667	352.2770666666667	33.3333333333	352.37873333333334	left_hand.png	raised-right/match-true	1	right	-2.2	13
356.8806	0	67	left	1	1784403	353.8472666666667	356.8472666666667	33.3333333333	356.94893333333334	left_hand.png	raised-left/match-false	1	right	-41.2	13
361.5008	0	68	right	2	1807504	358.4174666666667	361.4174666666667	83.3333333333	361.56913333333335	right_hand.png	raised-right/match-false	1	left	-2.2	13
366.1216	0	69	right	2	1830608	363.0382666666667	366.0382666666667	83.3333333333	366.18993333333333	left_hand.png	raised-right/match-true	1	right	-15.0	13
370.7432	0	70	left	1	1853716	367.6598666666667	370.6598666666667	83.3333333333	370.81153333333333	right_hand.png	raised-left/match-true	1	left	0.8	13
375.3126	0	71	right	2	1876563	372.2792666666667	375.2792666666667	33.3333333333	375.3809333333333	left_hand.png	raised-right/match-true	1	right	-15.6	13
380.0112	0	72	right	2	1900056	376.89453333333296	379.89453333333296	116.666666667	380.0795333333333	right_hand.png	raised-right/match-false	1	left	-29.4	13
388.1254	0	73	right	2	1940627	385.0920666666667	388.0920666666667	33.3333333333	388.19373333333334	left_hand.png	raised-right/match-true	1	right	-28.4	14
392.8122	0	74	left	1	1964061	389.66220000000004	392.66220000000004	150.0	392.88053333333335	right_hand.png	raised-left/match-true	1	left	-4.8	14
397.3658	0	75	right	2	1986829	394.34913333333327	397.34913333333327	16.6666666667	397.4341333333333	left_hand.png	raised-right/match-true	1	right	-27.2	14
402.086	0	76	right	2	2010430	398.902666666667	401.902666666667	183.333333333	402.15433333333334	left_hand.png	raised-right/match-true	1	right	-19.2	14
406.7562	0	77	left	1	2033781	403.622866666667	406.622866666667	133.33333333299998	406.8245333333333	left_hand.png	raised-left/match-false	1	right	-8.2	14
411.4432	0	78	left	1	2057216	408.2932	411.2932	150.0	411.5115333333333	left_hand.png	raised-left/match-false	1	right	1.0	14
420.2956	0	79	left	1	2101478	417.21226666666666	420.21226666666666	83.3333333333	420.3639333333333	right_hand.png	raised-left/match-true	1	left	-19.4	15
424.9002	0	80	right	2	2124501	421.83353333333326	424.83353333333326	66.6666666667	424.9685333333333	right_hand.png	raised-right/match-false	1	left	-16.0	15
429.4904	0	81	right	2	2147452	426.4404	429.4404	50.0	429.55873333333335	left_hand.png	raised-right/match-true	1	right	-33.4	15
434.0604	0	82	left	1	2170302	431.0270666666667	434.0270666666667	33.3333333333	434.12873333333334	left_hand.png	raised-left/match-false	1	right	-11.4	15
442.7504	0	83	right	2	2213752	439.61706666666703	442.61706666666703	133.33333333299998	442.81873333333334	right_hand.png	raised-right/match-false	1	left	2.6	16
447.3708	0	84	left	1	2236854	444.28746666666666	447.28746666666666	83.3333333333	447.4391333333333	right_hand.png	raised-left/match-true	1	left	-35.4	16
451.9742	0	85	right	2	2259871	448.9075333333333	451.9075333333333	66.6666666667	452.0425333333333	left_hand.png	raised-right/match-true	1	right	-30.8	16
456.6442	0	86	left	1	2283221	453.5442	456.5442	100.0	456.71253333333334	right_hand.png	raised-left/match-true	1	left	5.6	16
461.2480000000001	0	87	left	1	2306240	458.1813333333334	461.1813333333334	66.6666666667	461.31633333333343	left_hand.png	raised-left/match-false	1	right	-1.0	16
465.9148	0	88	left	1	2329574	462.78146666666703	465.78146666666703	133.33333333299998	465.98313333333334	left_hand.png	raised-left/match-false	1	right	-19.4	16
470.535	0	89	right	2	2352675	467.4516666666667	470.4516666666667	83.3333333333	470.60333333333335	left_hand.png	raised-right/match-true	1	right	-24.8	16
475.1392	0	90	right	2	2375696	472.0725333333333	475.0725333333333	66.6666666667	475.20753333333334	left_hand.png	raised-right/match-true	1	right	23.4	16
479.7454	0	91	left	1	2398727	476.6787333333333	479.6787333333333	66.6666666667	479.81373333333335	right_hand.png	raised-left/match-true	1	left	-0.4	16
484.3822	0	92	left	1	2421911	481.2822	484.2822	100.0	484.45053333333334	right_hand.png	raised-left/match-true	1	left	-21.6	16
489.0024	0	93	left	1	2445012	485.9190666666667	488.9190666666667	83.3333333333	489.07073333333335	left_hand.png	raised-left/match-false	1	right	2.6	16
493.5726	0	94	right	2	2467863	490.5392666666667	493.5392666666667	33.3333333333	493.64093333333335	right_hand.png	raised-right/match-false	1	left	-29.2	16
498.193	0	95	right	2	2490965	495.10966666666667	498.10966666666667	83.3333333333	498.2613333333333	right_hand.png	raised-right/match-false	1	left	-4.4	16
502.8464	0	96	right	2	2514232	499.729733333333	502.729733333333	116.666666667	502.91473333333334	right_hand.png	raised-right/match-false	1	left	-10.2	16
507.4332	0	97	left	1	2537166	504.3832	507.3832	50.0	507.5015333333333	left_hand.png	raised-left/match-false	1	right	-14.6	16
515.6528	0	98	left	1	2578264	512.519466666667	515.519466666667	133.33333333299998	515.7211333333332	right_hand.png	raised-left/match-true	1	left	9.0	17
520.29	0	99	right	2	2601450	517.1899999999999	520.1899999999999	100.0	520.3583333333332	right_hand.png	raised-right/match-false	1	left	-31.0	17
524.8936	0	100	left	1	2624468	521.8269333333333	524.8269333333333	66.6666666667	524.9619333333333	left_hand.png	raised-left/match-false	1	right	-11.8	17
740.5402	0	1	right	2	3702701	737.4735333333333	740.4735333333333	66.6666666667	740.6085333333333	left_hand.png	raised-right/match-true	2	right	-33.6	1
745.1272	0	2	right	2	3725636	742.0772000000001	745.0772000000001	50.0	745.1955333333333	right_hand.png	raised-right/match-false	2	left	-38.2	1
749.7138	0	3	right	2	3748569	746.6638	749.6638	50.0	749.7821333333333	right_hand.png	raised-right/match-false	2	left	-16.8	1
754.284	0	4	left	1	3771420	751.2506666666667	754.2506666666667	33.3333333333	754.3523333333333	left_hand.png	raised-left/match-false	2	right	-30.2	1
758.921	0	5	right	2	3794605	755.821	758.821	100.0	758.9893333333333	left_hand.png	raised-right/match-true	2	right	-8.0	1
767.0602	0	6	left	1	3835301	763.9768666666668	766.9768666666668	83.3333333333	767.1285333333333	left_hand.png	raised-left/match-false	2	right	-6.4	2
771.7314	0	7	right	2	3858657	768.6480666666668	771.6480666666668	83.3333333333	771.7997333333333	left_hand.png	raised-right/match-true	2	right	-18.4	2
776.3342	0	8	right	2	3881671	773.2675333333333	776.2675333333333	66.6666666667	776.4025333333333	right_hand.png	raised-right/match-false	2	left	-38.8	2
780.9208	0	9	left	1	3904604	777.8708	780.8708	50.0	780.9891333333333	left_hand.png	raised-left/match-false	2	right	-17.4	2
785.5412	0	10	left	1	3927706	782.4578666666667	785.4578666666667	83.3333333333	785.6095333333333	right_hand.png	raised-left/match-true	2	left	-28.8	2
790.1448	0	11	right	2	3950724	787.0781333333333	790.0781333333333	66.6666666667	790.2131333333333	left_hand.png	raised-right/match-true	2	right	-29.8	2
794.8028	0	12	left	1	3974014	791.686133333333	794.686133333333	116.666666667	794.8711333333333	right_hand.png	raised-left/match-true	2	left	-10.4	2
799.4062	0	13	left	1	3997031	796.3395333333333	799.3395333333333	66.6666666667	799.4745333333333	left_hand.png	raised-left/match-false	2	right	6.0	2
803.9888	0	14	left	1	4019944	800.9388	803.9388	50.0	804.0571333333332	right_hand.png	raised-left/match-true	2	left	-19.8	2
808.6088	0	15	left	1	4043044	805.5254666666667	808.5254666666667	83.3333333333	808.6771333333332	right_hand.png	raised-left/match-true	2	left	-6.2	2
813.2002	0	16	left	1	4066001	810.1502	813.1502	50.0	813.2685333333333	right_hand.png	raised-left/match-true	2	left	-16.0	2
817.8326	0	17	right	2	4089163	814.7325999999999	817.7325999999999	100.0	817.9009333333332	left_hand.png	raised-right/match-true	2	right	-14.0	2
822.4028	0	18	left	1	4112014	819.3694666666667	822.3694666666667	33.3333333333	822.4711333333332	right_hand.png	raised-left/match-true	2	left	-1.8	2
827.0062	0	19	right	2	4135031	823.9395333333333	826.9395333333333	66.6666666667	827.0745333333333	right_hand.png	raised-right/match-false	2	left	0.0	2
831.5596	0	20	left	1	4157798	828.5429333333334	831.5429333333334	16.6666666667	831.6279333333333	right_hand.png	raised-left/match-true	2	left	-2.8	2
836.1464	0	21	right	2	4180732	833.0964	836.0964	50.0	836.2147333333332	left_hand.png	raised-right/match-true	2	right	-17.8	2
840.7376	0	22	left	1	4203688	837.6876000000001	840.6876000000001	50.0	840.8059333333333	right_hand.png	raised-left/match-true	2	left	-32.6	2
845.4036	0	23	right	2	4227018	842.270266666667	845.270266666667	133.33333333299998	845.4719333333333	left_hand.png	raised-right/match-true	2	right	-1.6	2
849.9738	0	24	left	1	4249869	846.9404666666667	849.9404666666667	33.3333333333	850.0421333333333	right_hand.png	raised-left/match-true	2	left	-27.2	2
854.6106	0	25	left	1	4273053	851.5106	854.5106	100.0	854.6789333333332	right_hand.png	raised-left/match-true	2	left	-4.8	2
859.1974	0	26	right	2	4295987	856.1474000000001	859.1474000000001	50.0	859.2657333333333	left_hand.png	raised-right/match-true	2	right	-23.4	2
863.8392	0	27	left	1	4319196	860.7392	863.7392	100.0	863.9075333333333	left_hand.png	raised-left/match-false	2	right	-17.4	2
868.4044	0	28	left	1	4342022	865.3710666666667	868.3710666666667	33.3333333333	868.4727333333333	right_hand.png	raised-left/match-true	2	left	-21.8	2
873.0754	0	29	right	2	4365377	869.942066666667	872.942066666667	133.33333333299998	873.1437333333332	left_hand.png	raised-right/match-true	2	right	-12.0	2
877.645	0	30	left	1	4388225	874.6116666666667	877.6116666666667	33.3333333333	877.7133333333333	left_hand.png	raised-left/match-false	2	right	-22.6	2
882.215	0	31	left	1	4411075	879.1816666666667	882.1816666666667	33.3333333333	882.2833333333333	left_hand.png	raised-left/match-false	2	right	-12.4	2
886.7726	0	32	left	1	4433863	883.7559333333334	886.7559333333334	16.6666666667	886.8409333333333	right_hand.png	raised-left/match-true	2	left	-13.2	2
891.4222	0	33	left	1	4457111	888.305533333333	891.305533333333	116.666666667	891.4905333333332	right_hand.png	raised-left/match-true	2	left	-3.6	2
896.0634	0	34	right	2	4480317	892.9634	895.9634	100.0	896.1317333333333	left_hand.png	raised-right/match-true	2	right	-11.2	2
900.6624	0	35	left	1	4503312	897.5957333333333	900.5957333333333	66.6666666667	900.7307333333333	left_hand.png	raised-left/match-false	2	right	-2.2	2
905.287	0	36	left	1	4526435	902.2036666666668	905.2036666666668	83.3333333333	905.3553333333333	right_hand.png	raised-left/match-true	2	left	-18.8	2
909.9196	0	37	left	1	4549598	906.8195999999999	909.8195999999999	100.0	909.9879333333332	right_hand.png	raised-left/match-true	2	left	-17.8	2
914.5062	0	38	left	1	4572531	911.4562000000001	914.4562000000001	50.0	914.5745333333333	left_hand.png	raised-left/match-false	2	right	3.6	2
919.1266	0	39	left	1	4595633	916.0432666666668	919.0432666666668	83.3333333333	919.1949333333333	right_hand.png	raised-left/match-true	2	left	-34.4	2
923.7466	0	40	right	2	4618733	920.6632666666667	923.6632666666667	83.3333333333	923.8149333333332	left_hand.png	raised-right/match-true	2	right	-9.8	2
928.301	0	41	left	1	4641505	925.2843333333334	928.2843333333334	16.6666666667	928.3693333333333	right_hand.png	raised-left/match-true	2	left	7.2	2
932.9038	0	42	right	2	4664519	929.8371333333333	932.8371333333333	66.6666666667	932.9721333333333	left_hand.png	raised-right/match-true	2	right	8.8	2
937.524	0	43	left	1	4687620	934.4406666666667	937.4406666666667	83.3333333333	937.5923333333333	left_hand.png	raised-left/match-false	2	right	-25.4	2
942.1442	0	44	left	1	4710721	939.0608666666667	942.0608666666667	83.3333333333	942.2125333333332	left_hand.png	raised-left/match-false	2	right	-12.0	2
946.7532	0	45	left	1	4733766	943.6865333333333	946.6865333333333	66.6666666667	946.8215333333333	right_hand.png	raised-left/match-true	2	left	-5.6	2
951.3346	0	46	left	1	4756673	948.2846000000001	951.2846000000001	50.0	951.4029333333333	right_hand.png	raised-left/match-true	2	left	-37.6	2
955.9048	0	47	right	2	4779524	952.8714666666667	955.8714666666667	33.3333333333	955.9731333333333	right_hand.png	raised-right/match-false	2	left	-2.8	2
960.529	0	48	right	2	4802645	957.4456666666667	960.4456666666667	83.3333333333	960.5973333333333	right_hand.png	raised-right/match-false	2	left	-16.0	2
965.2118	0	49	left	1	4826059	962.0618000000001	965.0618000000001	150.0	965.2801333333333	right_hand.png	raised-left/match-true	2	left	-8.4	2
975.603	0	50	left	1	4878015	972.5363333333332	975.5363333333332	66.6666666667	975.6713333333332	left_hand.png	raised-left/match-false	2	right	-11.4	2
980.1564	0	51	right	2	4900782	977.1397333333333	980.1397333333333	16.6666666667	980.2247333333332	left_hand.png	raised-right/match-true	2	right	-8.2	2
984.7268	0	52	left	1	4923634	981.6934666666667	984.6934666666667	33.3333333333	984.7951333333333	right_hand.png	raised-left/match-true	2	left	-21.8	2
989.2802	0	53	right	2	4946401	986.2635333333334	989.2635333333334	16.6666666667	989.3485333333333	left_hand.png	raised-right/match-true	2	right	-18.4	2
993.867	0	54	left	1	4969335	990.817	993.817	50.0	993.9353333333332	right_hand.png	raised-left/match-true	2	left	0.8	2
998.4746	0	55	right	2	4992373	995.4079333333333	998.4079333333333	66.6666666667	998.5429333333333	right_hand.png	raised-right/match-false	2	left	-22.4	2
1003.1412	0	56	left	1	5015706	1000.024533333333	1003.024533333333	116.666666667	1003.2095333333333	right_hand.png	raised-left/match-true	2	left	-18.0	2
1007.7108	0	57	left	1	5038554	1004.6774666666666	1007.6774666666666	33.3333333333	1007.7791333333332	right_hand.png	raised-left/match-true	2	left	8.6	2
1012.302	0	58	left	1	5061510	1009.2520000000001	1012.2520000000001	50.0	1012.3703333333333	left_hand.png	raised-left/match-false	2	right	0.8	2
1016.8512	0	59	left	1	5084256	1013.8345333333333	1016.8345333333333	16.6666666667	1016.9195333333332	left_hand.png	raised-left/match-false	2	right	-21.2	2
1025.0746	0	60	left	1	5125373	1021.907933333333	1024.907933333333	166.66666666700002	1025.1429333333333	left_hand.png	raised-left/match-false	2	right	1.6	3
1029.6444	0	61	left	1	5148222	1026.6110666666666	1029.6110666666666	33.3333333333	1029.7127333333333	left_hand.png	raised-left/match-false	2	right	-32.8	3
1034.2646	0	62	right	2	5171323	1031.1812666666667	1034.1812666666667	83.3333333333	1034.3329333333334	left_hand.png	raised-right/match-true	2	right	2.0	3
1038.8892	0	63	left	1	5194446	1035.8058666666668	1038.8058666666668	83.3333333333	1038.9575333333335	right_hand.png	raised-left/match-true	2	left	-14.6	3
1043.476	0	64	left	1	5217380	1040.4260000000002	1043.4260000000002	50.0	1043.5443333333335	right_hand.png	raised-left/match-true	2	left	-19.0	3
1048.1128	0	65	left	1	5240564	1045.0128000000002	1048.0128000000002	100.0	1048.1811333333335	right_hand.png	raised-left/match-true	2	left	3.4	3
1052.712	0	66	right	2	5263560	1049.6453333333334	1052.6453333333334	66.6666666667	1052.7803333333334	left_hand.png	raised-right/match-true	2	right	-13.4	3
1057.3156	0	67	left	1	5286578	1054.2489333333333	1057.2489333333333	66.6666666667	1057.3839333333333	right_hand.png	raised-left/match-true	2	left	-9.0	3
1061.8734	0	68	left	1	5309367	1058.8567333333333	1061.8567333333333	16.6666666667	1061.9417333333333	left_hand.png	raised-left/match-false	2	right	-10.0	3
1066.506	0	69	left	1	5332530	1063.4060000000002	1066.4060000000002	100.0	1066.5743333333335	right_hand.png	raised-left/match-true	2	left	-5.4	3
1071.0762	0	70	right	2	5355381	1068.0428666666667	1071.0428666666667	33.3333333333	1071.1445333333334	left_hand.png	raised-right/match-true	2	right	-22.4	3
1075.6972	0	71	left	1	5378486	1072.6138666666668	1075.6138666666668	83.3333333333	1075.7655333333335	left_hand.png	raised-left/match-false	2	right	-8.2	3
1080.3002	0	72	left	1	5401501	1077.2335333333333	1080.2335333333333	66.6666666667	1080.3685333333333	left_hand.png	raised-left/match-false	2	right	-19.0	3
1084.92	0	73	right	2	5424600	1081.8366666666668	1084.8366666666668	83.3333333333	1084.9883333333335	left_hand.png	raised-right/match-true	2	right	-16.6	3
1089.507	0	74	left	1	5447535	1086.457	1089.457	50.0	1089.5753333333334	right_hand.png	raised-left/match-true	2	left	-17.4	3
1094.1438	0	75	left	1	5470719	1091.0438000000001	1094.0438000000001	100.0	1094.2121333333334	left_hand.png	raised-left/match-false	2	right	1.2	3
1098.7306	0	76	left	1	5493653	1095.6806000000001	1098.6806000000001	50.0	1098.7989333333335	right_hand.png	raised-left/match-true	2	left	-28.8	3
1103.3842	0	77	left	1	5516921	1100.267533333333	1103.267533333333	116.666666667	1103.4525333333333	left_hand.png	raised-left/match-false	2	right	-23.2	3
1107.9542	0	78	left	1	5539771	1104.9208666666666	1107.9208666666666	33.3333333333	1108.0225333333333	left_hand.png	raised-left/match-false	2	right	-11.0	3
1112.5578	0	79	left	1	5562789	1109.4911333333334	1112.4911333333334	66.6666666667	1112.6261333333334	left_hand.png	raised-left/match-false	2	right	-6.4	3
1126.736	0	80	right	2	5633680	1123.6860000000001	1126.6860000000001	50.0	1126.8043333333335	left_hand.png	raised-right/match-true	2	right	-27.8	4
1131.3558	0	81	left	1	5656779	1128.2724666666668	1131.2724666666668	83.3333333333	1131.4241333333334	left_hand.png	raised-left/match-false	2	right	11.6	4
1135.9758	0	82	left	1	5679879	1132.8924666666667	1135.8924666666667	83.3333333333	1136.0441333333333	left_hand.png	raised-left/match-false	2	right	-26.0	4
1140.5458	0	83	left	1	5702729	1137.5124666666668	1140.5124666666668	33.3333333333	1140.6141333333335	right_hand.png	raised-left/match-true	2	left	-39.2	4
1145.1828	0	84	right	2	5725914	1142.0828000000001	1145.0828000000001	100.0	1145.2511333333334	right_hand.png	raised-right/match-false	2	left	-17.0	4
1159.4482	0	85	left	1	5797241	1156.3648666666668	1159.3648666666668	83.3333333333	1159.5165333333334	left_hand.png	raised-left/match-false	2	right	-48.8	5
1164.0138	0	86	left	1	5820069	1160.9804666666666	1163.9804666666666	33.3333333333	1164.0821333333333	left_hand.png	raised-left/match-false	2	right	-6.4	5
1168.6174	0	87	left	1	5843087	1165.5507333333335	1168.5507333333335	66.6666666667	1168.6857333333335	right_hand.png	raised-left/match-true	2	left	-2.0	5
1173.2042	0	88	left	1	5866021	1170.1542	1173.1542	50.0	1173.2725333333333	right_hand.png	raised-left/match-true	2	left	-6.4	5
1177.875	0	89	right	2	5889375	1174.741666666667	1177.741666666667	133.33333333299998	1177.9433333333334	right_hand.png	raised-right/match-false	2	left	-18.0	5
