onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.964	.500	SCRAMBLED	17	7	.890	func/s022.bmp
3.141	.983	.410	SCRAMBLED	18	7	.681	func/s022.bmp
6.548	.932	.558	UNFAMILIAR	13	7	.802	func/u024.bmp
9.705	.850	.453	SCRAMBLED	17	4	.924	func/s021.bmp
12.813	.929	.501	FAMOUS	5	4	1.193	func/f018.bmp
16.069	.803	.560	FAMOUS	5	7	.856	func/f029.bmp
19.109	.952	.466	FAMOUS	5	7	1.153	func/f023.bmp
22.233	.958	.404	FAMOUS	6	7	.801	func/f023.bmp
25.44	.929	.478	UNFAMILIAR	13	4	1.312	func/u021.bmp
28.681	.852	.551	UNFAMILIAR	15	7	.710	func/u024.bmp
31.27	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.832	.932	.526	FAMOUS	5	7	2.422	func/f031.bmp
55.072	.811	.538	SCRAMBLED	19	4	1.387	func/s021.bmp
58.129	.851	.477	UNFAMILIAR	13	4	1.428	func/u018.bmp
61.169	.936	.419	UNFAMILIAR	14	4	.652	func/u018.bmp
64.443	.977	.579	FAMOUS	7	4	.945	func/f018.bmp
67.717	.839	.520	SCRAMBLED	17	7	1.627	func/s032.bmp
70.807	.852	.473	SCRAMBLED	18	7	1.087	func/s032.bmp
73.948	.811	.522	FAMOUS	7	7	1.611	func/f029.bmp
76.989	.821	.468	FAMOUS	5	4	1.058	func/f030.bmp
80.028	.824	.448	FAMOUS	6	4	.690	func/f030.bmp
83.085	.922	.466	FAMOUS	5	4	1.182	func/f021.bmp
86.225	.832	.443	FAMOUS	6	4	.876	func/f021.bmp
89.415	.929	.586	UNFAMILIAR	15	7	1.212	func/u021.bmp
92.673	.835	.552	SCRAMBLED	17	7	.974	func/s027.bmp
95.763	.955	.495	FAMOUS	7	4	1.120	func/f031.bmp
99.02	.877	.533	SCRAMBLED	17	7	1.467	func/s018.bmp
