onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.914	.566	SCRAMBLED	17	7	1.141	func/s049.bmp
3.14	.801	.459	SCRAMBLED	17	7	.925	func/s050.bmp
6.397	.886	.594	SCRAMBLED	17	7	.649	func/s059.bmp
9.604	.877	.565	SCRAMBLED	18	7	.849	func/s059.bmp
12.694	.913	.447	SCRAMBLED	17	7	.713	func/s064.bmp
15.851	.895	.472	SCRAMBLED	18	7	.725	func/s064.bmp
18.992	.804	.483	SCRAMBLED	17	7	.683	func/s061.bmp
22.015	.980	.445	FAMOUS	5	4	1.142	func/f049.bmp
25.189	.944	.423	FAMOUS	6	4	.921	func/f049.bmp
28.329	.819	.431	SCRAMBLED	19	7	1.494	func/s049.bmp
30.885	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.514	.932	.586	SCRAMBLED	17	7	.847	func/s062.bmp
54.637	.941	.433	SCRAMBLED	18	7	.826	func/s062.bmp
57.828	.987	.469	SCRAMBLED	19	7	.897	func/s050.bmp
61.085	.918	.496	UNFAMILIAR	13	7	.959	func/u056.bmp
64.242	.996	.471	SCRAMBLED	17	4	1.113	func/s060.bmp
67.533	.897	.520	SCRAMBLED	18	7	1.554	func/s060.bmp
70.773	.898	.571	UNFAMILIAR	13	7	1.869	func/u052.bmp
73.847	.947	.412	UNFAMILIAR	14	7	1.934	func/u052.bmp
77.071	.837	.517	SCRAMBLED	19	7	1.014	func/s061.bmp
80.228	.921	.540	FAMOUS	5	7	.883	func/f058.bmp
83.485	.976	.565	FAMOUS	6	7	1.525	func/f058.bmp
86.775	.991	.542	UNFAMILIAR	13	4	1.722	func/u055.bmp
89.966	.935	.428	UNFAMILIAR	13	7	1.370	func/u060.bmp
93.257	.883	.586	UNFAMILIAR	15	7	.924	func/u056.bmp
96.397	.815	.500	FAMOUS	5	4	1.149	func/f055.bmp
99.504	.899	.526	UNFAMILIAR	13	7	1.757	func/u054.bmp
102.694	.986	.523	FAMOUS	5	4	1.060	func/f062.bmp
106.002	.859	.567	FAMOUS	6	4	.733	func/f062.bmp
108.607	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
129.069	.866	.420	FAMOUS	5	7	.993	func/f056.bmp
132.127	.828	.434	UNFAMILIAR	15	4	.939	func/u055.bmp
135.183	.922	.453	UNFAMILIAR	13	7	1.204	func/u063.bmp
138.357	.875	.472	UNFAMILIAR	15	7	1.889	func/u060.bmp
141.514	.903	.507	FAMOUS	5	4	1.003	func/f051.bmp
144.721	.911	.545	FAMOUS	7	4	1.206	func/f055.bmp
147.812	.802	.418	UNFAMILIAR	13	7	.774	func/u049.bmp
150.851	.805	.481	UNFAMILIAR	15	7	.835	func/u054.bmp
153.958	.956	.531	FAMOUS	5	4	.985	func/f064.bmp
157.198	.978	.502	FAMOUS	5	4	1.454	func/f057.bmp
160.355	.935	.409	FAMOUS	7	7	.792	func/f056.bmp
163.462	.974	.412	SCRAMBLED	17	7	.896	func/s056.bmp
166.636	.924	.422	SCRAMBLED	18	7	.719	func/s056.bmp
169.81	.801	.469	UNFAMILIAR	15	7	.988	func/u063.bmp
172.866	.804	.496	SCRAMBLED	17	7	1.016	func/s054.bmp
175.89	.971	.436	SCRAMBLED	18	7	1.019	func/s054.bmp
179.08	.946	.448	FAMOUS	7	4	.921	func/f051.bmp
182.237	.899	.445	FAMOUS	5	4	1.271	func/f052.bmp
185.444	.903	.536	FAMOUS	6	4	1.025	func/f052.bmp
188.601	.896	.493	UNFAMILIAR	15	4	1.169	func/u049.bmp
191.241	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
211.703	.882	.429	SCRAMBLED	17	7	1.052	func/s057.bmp
214.793	.839	.445	SCRAMBLED	18	7	.788	func/s057.bmp
217.85	.928	.444	FAMOUS	7	4	1.004	func/f064.bmp
220.94	.937	.400	FAMOUS	5	4	.673	func/f063.bmp
224.047	.933	.406	FAMOUS	6	4	.640	func/f063.bmp
227.17	.912	.426	FAMOUS	7	4	.952	func/f057.bmp
230.461	.860	.562	UNFAMILIAR	13	7	.974	func/u062.bmp
233.618	.977	.526	SCRAMBLED	17	4	1.071	func/s053.bmp
236.925	.925	.567	SCRAMBLED	18	4	.898	func/s053.bmp
240.082	.926	.458	UNFAMILIAR	13	7	1.595	func/u061.bmp
243.289	.845	.503	UNFAMILIAR	13	4	.886	func/u053.bmp
246.463	.852	.566	UNFAMILIAR	14	4	1.150	func/u053.bmp
249.67	.871	.585	UNFAMILIAR	13	7	1.016	func/u051.bmp
252.794	.964	.482	UNFAMILIAR	14	7	2.182	func/u051.bmp
256.034	.917	.505	FAMOUS	5	7	1.435	func/f060.bmp
259.125	.964	.406	UNFAMILIAR	15	7	.943	func/u062.bmp
262.365	.966	.505	FAMOUS	5	4	.884	func/f053.bmp
265.622	1.000	.525	FAMOUS	6	4	1.173	func/f053.bmp
268.362	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
288.891	.831	.492	FAMOUS	5	7	.790	func/f054.bmp
292.081	.808	.598	UNFAMILIAR	15	4	1.177	func/u061.bmp
295.171	.978	.504	UNFAMILIAR	13	7	.946	func/u059.bmp
298.345	.816	.427	UNFAMILIAR	13	4	.874	func/u064.bmp
301.385	.877	.453	SCRAMBLED	17	7	.870	func/s051.bmp
304.475	.887	.441	SCRAMBLED	18	7	1.046	func/s051.bmp
307.549	.917	.404	FAMOUS	7	7	.874	func/f060.bmp
310.639	.863	.410	SCRAMBLED	17	7	1.888	func/s063.bmp
313.796	.829	.524	SCRAMBLED	18	7	.674	func/s063.bmp
316.836	.831	.450	FAMOUS	5	7	.935	func/f061.bmp
319.976	.922	.548	FAMOUS	6	7	.607	func/f061.bmp
323.25	.985	.578	FAMOUS	7	7	1.120	func/f054.bmp
326.541	.898	.544	SCRAMBLED	17	7	.562	func/s052.bmp
329.648	.850	.445	SCRAMBLED	18	7	.752	func/s052.bmp
332.855	.847	.591	UNFAMILIAR	15	7	.062	func/u059.bmp
336.012	.852	.538	SCRAMBLED	17	7	1.704	func/s055.bmp
339.169	.840	.547	UNFAMILIAR	15	4	.901	func/u064.bmp
342.276	.852	.488	UNFAMILIAR	13	7	.809	func/u058.bmp
345.383	.961	.495	UNFAMILIAR	14	7	1.071	func/u058.bmp
348.089	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
368.551	.810	.427	FAMOUS	5	4	.979	func/f059.bmp
371.641	.907	.506	FAMOUS	6	4	.694	func/f059.bmp
374.865	.936	.547	SCRAMBLED	17	7	.732	func/s058.bmp
378.005	.965	.443	SCRAMBLED	18	7	.655	func/s058.bmp
381.329	.899	.586	UNFAMILIAR	13	7	1.971	func/u050.bmp
384.519	.933	.525	UNFAMILIAR	13	7	1.288	func/u057.bmp
387.66	.891	.439	SCRAMBLED	19	7	.577	func/s055.bmp
390.733	.859	.407	FAMOUS	5	7	1.373	func/f050.bmp
393.389	.012	0	n/a	999	0	0	func/Circle.bmp
