onset	duration	trial_type	value	channels
1.93	2.2	New Segment	n/a	['EEG_Cz']
4.216292	0.0	IMPEDANCE-START	n/a	['EKG_', 'EMG.Tibialis_Leg.Right', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EEG_REF', 'EOG_E1', 'EOG_E2', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz', 'EEG_Oz']
64.296739	0.0	IMPEDANCE-PASSED	n/a	['EKG_', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EOG_E1', 'EOG_E2', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz', 'EEG_Oz']
64.296739	0.0	IMPEDANCE-REFERENCE	n/a	['EEG_REF']
64.35	24689.15	New Segment	n/a	['EEG_Cz']
181.723672	0.0	LIGHTS-OFF	n/a	['EEG_C3']
24720.167594	0.0	LIGHTS-ON	n/a	['EEG_C3']
