name	x	y	z
EEG001	-0.0456758	-0.0746748	0.0164438
EEG002	0.000136356	0.0968985	0.0488835
EEG003	0.0369871	-0.0761515	0.0120012
EEG004	-0.0512276	0.0730506	0.0425509
EEG005	-0.0310307	0.0809297	0.0683326
EEG006	0.00151768	0.0829305	0.0806203
EEG007	0.032681	0.0767797	0.0704228
EEG008	0.0486186	0.0697788	0.0414805
EEG009	-0.059475	0.0537004	0.0425031
EEG010	-0.051277	0.0564093	0.0650203
EEG011	-0.0406597	0.0589709	0.0823449
EEG012	-0.0197578	0.0605229	0.0962116
EEG013	0.00298645	0.0594909	0.100814
EEG014	0.0288963	0.055511	0.094925
EEG015	0.0438446	0.0525123	0.0840534
EEG016	0.0541242	0.0508496	0.064133
EEG017	0.0595777	0.0448502	0.038684
EEG018	-0.0693573	0.0269681	0.0126943
EEG019	-0.069039	0.027642	0.0412274
EEG020	-0.0623769	0.0308884	0.0684957
EEG021	-0.050728	0.0308099	0.0910587
EEG022	-0.0278716	0.0309989	0.107457
EEG023	0.00199248	0.0279313	0.11356
EEG024	0.0298428	0.0199307	0.107652
EEG025	0.0507167	0.0189019	0.0917804
EEG026	0.065773	0.0207239	0.0639427
EEG027	0.06847	0.0179482	0.0371124
EEG028	0.0669149	0.0226024	0.00775257
EEG029	-0.0690535	0.00902653	0.0107957
EEG030	-0.0732849	0.00117233	0.0397617
EEG031	-0.0697037	0.00079307	0.0728244
EEG032	-0.0536444	2.721e-05	0.0991735
EEG033	-0.0282402	-0.00206965	0.114263
EEG034	-0.000503702	-0.0100497	0.11943
EEG035	0.0287424	-0.00959021	0.113872
EEG036	0.0533337	-0.010447	0.0964341
EEG037	0.0691118	-0.00932333	0.0688212
EEG038	0.0727333	-0.00999111	0.0344007
EEG039	0.0666687	0.00230733	0.0049607
EEG040	-0.0705734	-0.030948	0.0119682
EEG041	-0.0707389	-0.0281092	0.0410871
EEG042	-0.066563	-0.0278092	0.0722438
EEG043	-0.0530196	-0.0282149	0.0974943
EEG044	-0.0319867	-0.0336077	0.112534
EEG045	-0.000457294	-0.0376471	0.113002
EEG046	0.0283273	-0.0392934	0.109721
EEG047	0.0515173	-0.0381099	0.0918837
EEG048	0.0630492	-0.0367344	0.0683978
EEG049	0.0657834	-0.0383439	0.0347942
EEG050	0.0629726	-0.0368033	0.00609355
EEG051	-0.060353	-0.0530454	0.0164401
EEG052	-0.062823	-0.0524084	0.046368
EEG053	-0.0572487	-0.055195	0.0686336
EEG054	-0.044403	-0.0594586	0.0880043
EEG055	-0.0244335	-0.0579191	0.100072
EEG056	-0.000934818	-0.0662609	0.0945749
EEG057	0.0251613	-0.0634375	0.093825
EEG058	0.041027	-0.0641082	0.0822859
EEG059	0.0518174	-0.0625221	0.0593342
EEG060	0.0548873	-0.0607121	0.0373946
EEG065	0.0508602	-0.0577576	0.00913363
EEG066	-0.0502196	-0.0739726	0.0477451
EEG067	-0.032714	-0.0784111	0.0735303
EEG068	0.000350871	-0.0826016	0.0746758
EEG069	0.0283371	-0.0812682	0.0663937
EEG070	0.0412424	-0.0789351	0.042384
EEG071	-0.0319065	-0.0893122	0.0488272
EEG072	-0.00294583	-0.0960109	0.046044
EEG073	0.0244895	-0.0910294	0.0435309
EEG074	-0.00788886	-0.0922503	0.016319
