onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-9.010	3	0	1.478
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	-5.210	3	0	1.097
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-19.010	3	0	0.877
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	3.050	3	0	1.199
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	8.330	2	1	1.088
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	0.850	3	0	1.237
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	-0.880	3	0	1.136
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	6.330	2	1	1.061
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	8.460	2	1	1.453
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	20.530	2	1	1.361
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	-3.340	3	0	1.265
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	4.850	2	1	2.040
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-18.880	4	0	1.008
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	-8.750	4	0	0.813
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-24.690	4	0	1.448
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	-4.950	4	0	1.033
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	30.330	1	1	1.165
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	4.790	2	1	1.265
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-10.950	4	0	1.030
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	16.330	2	1	1.213
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	-6.690	4	0	0.989
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-14.880	4	0	0.904
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	8.390	2	1	1.249
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-14.820	4	0	0.631
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	26.460	2	1	1.193
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	24.390	2	1	1.134
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-22.690	4	0	0.760
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	10.990	3	0	1.346
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	-1.610	3	0	1.113
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-17.010	3	0	0.977
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	1.120	3	0	1.664
164.000	3.000	parametric gain	-0.189	n/a	n/a	18	14	-9.080	3	0	0.807
170.000	3.000	parametric gain	0.361	n/a	n/a	40	13	14.850	4	0	0.970
174.000	3.000	parametric gain	0.161	n/a	n/a	32	19	-4.750	4	0	1.095
178.000	3.000	parametric gain	-0.289	n/a	n/a	14	12	-9.210	4	0	1.310
182.000	3.000	parametric gain	0.161	n/a	n/a	32	10	12.660	2	1	1.294
192.000	3.000	parametric gain	0.261	n/a	n/a	36	17	3.120	3	0	1.266
202.000	3.000	parametric gain	0.061	n/a	n/a	28	13	2.850	3	0	1.185
208.000	3.000	parametric gain	0.211	n/a	n/a	34	13	8.850	2	1	1.129
212.000	3.000	parametric gain	0.311	n/a	n/a	38	14	10.920	2	1	2.023
220.000	3.000	parametric gain	0.161	n/a	n/a	32	11	10.720	2	1	1.201
224.000	3.000	parametric gain	0.161	n/a	n/a	32	9	14.590	3	0	0.888
234.000	3.000	parametric gain	0.111	n/a	n/a	30	16	-0.950	3	0	1.179
238.000	3.000	parametric gain	0.211	n/a	n/a	34	10	14.660	2	1	1.447
246.000	3.000	parametric gain	-0.189	n/a	n/a	18	8	2.530	3	0	1.649
250.000	3.000	parametric gain	0.211	n/a	n/a	34	20	-4.690	3	0	1.007
256.000	3.000	parametric gain	0.161	n/a	n/a	32	16	1.050	3	0	1.170
260.000	3.000	parametric gain	-0.039	n/a	n/a	24	12	0.790	3	0	1.151
266.000	3.000	parametric gain	0.311	n/a	n/a	38	12	14.790	2	1	1.219
272.000	3.000	parametric gain	0.311	n/a	n/a	38	10	18.660	2	1	0.962
280.000	3.000	parametric gain	-0.039	n/a	n/a	24	7	10.460	2	1	1.179
284.000	3.000	parametric gain	-0.239	n/a	n/a	16	13	-9.150	4	0	1.144
296.000	3.000	parametric gain	0.261	n/a	n/a	36	19	-0.750	3	0	1.435
310.000	3.000	parametric gain	0.161	n/a	n/a	32	5	22.330	2	1	1.187
316.000	3.000	parametric gain	0.211	n/a	n/a	34	9	16.590	2	1	1.267
320.000	3.000	parametric gain	0.061	n/a	n/a	28	7	14.460	2	1	1.489
324.000	3.000	parametric gain	-0.039	n/a	n/a	24	13	-1.150	4	0	0.993
330.000	3.000	parametric gain	0.311	n/a	n/a	38	5	28.330	2	1	1.003
336.000	3.000	parametric gain	-0.089	n/a	n/a	22	9	4.590	3	0	2.139
342.000	3.000	parametric gain	-0.389	n/a	n/a	10	11	-11.280	3	0	0.996
346.000	3.000	parametric gain	-0.339	n/a	n/a	12	14	-15.080	4	0	0.912
350.000	3.000	parametric gain	0.211	n/a	n/a	34	19	-2.750	3	0	1.508
360.000	3.000	parametric gain	0.311	n/a	n/a	38	7	24.460	2	1	1.259
364.000	3.000	parametric gain	0.111	n/a	n/a	30	6	18.390	2	1	1.617
368.000	3.000	parametric gain	0.011	n/a	n/a	26	18	-8.820	4	0	1.008
