onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-4.880	4	0	0.854
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	0.460	4	0	0.887
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-6.820	4	0	1.119
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-5.280	3	0	1.154
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	1.310	3	0	1.213
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-12.950	3	0	1.309
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	16.720	2	1	1.218
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	16.660	2	1	1.277
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	5.180	3	0	1.104
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-9.340	4	0	1.021
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	12.390	3	0	1.472
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	4.530	3	0	1.815
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	16.790	1	1	1.873
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	2.660	3	0	1.387
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	6.390	3	0	2.144
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	7.050	2	1	1.574
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-8.690	4	0	1.323
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-5.080	4	0	1.225
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-16.820	4	0	0.750
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-20.750	4	0	0.784
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	4.660	3	0	1.910
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-24.750	4	0	1.150
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	10.590	2	1	1.542
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	10.660	1	1	1.198
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-11.010	4	0	1.006
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	4.920	4	0	1.281
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	12.720	2	1	1.478
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	1.250	3	0	2.329
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-5.340	4	0	1.326
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	18.530	2	1	1.375
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	8.720	2	1	1.758
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	6.850	4	0	1.091
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-3.280	4	0	1.498
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	16.460	2	1	1.446
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-7.150	4	0	1.082
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-22.750	4	0	0.719
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-9.280	4	0	0.882
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-15.150	4	0	0.727
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-8.950	4	0	0.700
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-18.950	4	0	0.809
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	5.120	4	0	1.498
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	12.920	2	1	1.653
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	12.330	2	1	1.287
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-14.950	4	0	0.722
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	24.330	2	1	1.115
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-26.750	4	0	1.410
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-16.950	4	0	0.751
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	14.530	2	1	1.800
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	6.920	3	0	2.375
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	2.920	3	0	1.703
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	-3.010	4	0	1.242
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-28.690	4	0	1.154
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	20.460	2	1	1.697
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	0.330	3	0	1.319
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-18.690	4	0	0.880
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-10.690	3	0	1.264
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	26.330	2	1	1.291
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	12.460	3	0	2.248
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-6.880	3	0	1.334
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-13.010	4	0	0.971
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	6.660	3	0	1.560
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	8.990	4	0	1.156
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	4.720	3	0	1.483
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	18.330	2	1	1.227
362.000	3.000	parametric gain	-0.267	n/a	n/a	14	18	-20.820	4	0	0.946
368.000	3.000	parametric gain	-0.067	n/a	n/a	22	12	-1.210	3	0	1.236
372.000	3.000	parametric gain	0.234	n/a	n/a	34	15	4.990	3	0	2.010
376.000	3.000	parametric gain	0.334	n/a	n/a	38	13	12.850	2	1	2.145
380.000	3.000	parametric gain	-0.366	n/a	n/a	10	8	-5.470	4	0	0.980
394.000	3.000	parametric gain	-0.317	n/a	n/a	12	9	-5.410	4	0	1.076
398.000	3.000	parametric gain	0.283	n/a	n/a	36	11	14.720	3	0	1.761
404.000	3.000	parametric gain	-0.267	n/a	n/a	14	5	4.330	2	1	1.888
408.000	3.000	parametric gain	-0.067	n/a	n/a	22	11	0.720	3	0	1.260
412.000	3.000	parametric gain	-0.167	n/a	n/a	18	19	-18.750	4	0	0.933
418.000	3.000	parametric gain	-0.067	n/a	n/a	22	8	6.530	3	0	1.708
428.000	3.000	parametric gain	0.334	n/a	n/a	38	6	26.390	2	1	1.327
434.000	3.000	parametric gain	-0.317	n/a	n/a	12	8	-3.470	4	0	1.076
438.000	3.000	parametric gain	-0.267	n/a	n/a	14	11	-7.280	4	0	0.971
442.000	3.000	parametric gain	0.183	n/a	n/a	32	12	8.790	3	0	1.850
446.000	3.000	parametric gain	-0.117	n/a	n/a	20	11	-1.280	3	0	1.568
450.000	3.000	parametric gain	0.034	n/a	n/a	26	14	-1.080	3	0	1.594
454.000	3.000	parametric gain	0.183	n/a	n/a	32	8	16.530	2	1	1.329
466.000	3.000	parametric gain	0.384	n/a	n/a	40	17	7.120	4	0	1.453
472.000	3.000	parametric gain	-0.117	n/a	n/a	20	17	-12.880	4	0	1.183
476.000	3.000	parametric gain	-0.017	n/a	n/a	24	19	-12.750	4	0	1.292
