onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	10.330	1	1	2.343
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-10.880	4	0	1.273
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-20.950	4	0	1.058
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	3.180	2	1	1.714
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	-7.080	4	0	1.192
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-11.150	4	0	0.851
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	24.530	1	1	1.169
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	-2.820	4	0	1.016
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	8.530	4	0	0.760
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	8.920	4	0	1.003
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	16.390	1	1	1.000
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-11.080	4	0	2.339
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	-3.410	4	0	1.155
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	-5.150	4	0	0.906
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	-4.820	1	1	1.113
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-15.010	4	0	0.900
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-11.210	4	0	1.040
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	2.720	1	1	1.331
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-7.340	3	0	1.649
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	4.390	3	0	1.337
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	-0.690	3	0	1.816
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	8.660	3	0	1.096
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	6.460	3	0	1.667
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	20.590	1	1	1.457
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	2.790	3	0	1.604
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-17.080	3	0	1.452
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-13.150	4	0	1.241
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	-5.010	3	0	1.781
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	2.990	1	1	2.010
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	6.990	1	1	1.657
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	1.180	2	1	2.876
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-22.820	3	0	1.074
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	2.590	3	0	1.412
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	0.530	3	0	1.787
184.000	3.000	parametric gain	-0.319	n/a	n/a	12	20	-26.690	3	0	1.370
194.000	3.000	parametric gain	-0.069	n/a	n/a	22	19	-14.750	3	0	1.581
200.000	3.000	parametric gain	0.281	n/a	n/a	36	9	18.590	3	0	1.845
204.000	3.000	parametric gain	0.031	n/a	n/a	26	6	14.390	1	1	1.460
208.000	3.000	parametric gain	0.131	n/a	n/a	30	5	20.330	1	1	1.740
212.000	3.000	parametric gain	0.281	n/a	n/a	36	7	22.460	1	1	1.285
216.000	3.000	parametric gain	-0.169	n/a	n/a	18	10	-1.340	3	0	1.227
220.000	3.000	parametric gain	0.131	n/a	n/a	30	9	12.590	3	0	2.114
226.000	3.000	parametric gain	0.131	n/a	n/a	30	12	6.790	3	0	1.643
236.000	3.000	parametric gain	-0.269	n/a	n/a	14	8	-1.470	3	0	1.718
240.000	3.000	parametric gain	-0.119	n/a	n/a	20	19	-16.750	4	0	1.642
244.000	3.000	parametric gain	0.081	n/a	n/a	28	14	0.920	3	0	1.650
250.000	3.000	parametric gain	-0.219	n/a	n/a	16	17	-16.880	4	0	1.237
258.000	3.000	parametric gain	0.031	n/a	n/a	26	8	10.530	2	1	2.134
262.000	3.000	parametric gain	-0.369	n/a	n/a	10	17	-22.880	4	0	1.258
274.000	3.000	parametric gain	-0.319	n/a	n/a	12	5	2.330	0	-1	0.000
282.000	3.000	parametric gain	0.381	n/a	n/a	40	6	28.390	2	1	1.358
286.000	3.000	parametric gain	0.281	n/a	n/a	36	13	10.850	2	1	1.795
294.000	3.000	parametric gain	-0.369	n/a	n/a	10	9	-7.410	4	0	1.046
298.000	3.000	parametric gain	0.231	n/a	n/a	34	18	-0.820	3	0	1.571
304.000	3.000	parametric gain	0.131	n/a	n/a	30	15	0.990	3	0	1.923
316.000	3.000	parametric gain	-0.169	n/a	n/a	18	9	0.590	3	0	1.336
322.000	3.000	parametric gain	0.031	n/a	n/a	26	20	-12.690	3	0	1.064
326.000	3.000	parametric gain	0.281	n/a	n/a	36	20	-2.690	3	0	1.581
330.000	3.000	parametric gain	-0.069	n/a	n/a	22	15	-7.010	3	0	1.100
334.000	3.000	parametric gain	0.331	n/a	n/a	38	8	22.530	1	1	1.295
342.000	3.000	parametric gain	0.081	n/a	n/a	28	16	-2.950	3	0	1.512
348.000	3.000	parametric gain	0.231	n/a	n/a	34	12	10.790	3	0	2.557
358.000	3.000	parametric gain	0.081	n/a	n/a	28	15	-1.010	3	0	0.993
364.000	3.000	parametric gain	-0.019	n/a	n/a	24	17	-8.880	3	0	0.915
368.000	3.000	parametric gain	0.081	n/a	n/a	28	11	6.720	2	1	2.023
372.000	3.000	parametric gain	-0.219	n/a	n/a	16	9	-1.410	3	0	1.561
378.000	3.000	parametric gain	-0.069	n/a	n/a	22	13	-3.150	3	0	1.241
384.000	3.000	parametric gain	0.381	n/a	n/a	40	11	18.720	1	1	1.111
390.000	3.000	parametric gain	0.081	n/a	n/a	28	8	12.530	2	1	1.608
396.000	3.000	parametric gain	0.281	n/a	n/a	36	16	5.050	3	0	1.297
400.000	3.000	parametric gain	-0.119	n/a	n/a	20	10	0.660	3	0	1.294
404.000	3.000	parametric gain	-0.369	n/a	n/a	10	18	-24.820	4	0	1.589
408.000	3.000	parametric gain	0.381	n/a	n/a	40	9	22.590	1	1	1.158
412.000	3.000	parametric gain	0.181	n/a	n/a	32	7	18.460	1	1	1.054
422.000	3.000	parametric gain	0.381	n/a	n/a	40	16	9.050	1	1	2.321
426.000	3.000	parametric gain	0.131	n/a	n/a	30	17	-2.880	3	0	1.078
432.000	3.000	parametric gain	-0.019	n/a	n/a	24	5	14.330	1	1	1.308
436.000	3.000	parametric gain	-0.219	n/a	n/a	16	7	2.460	3	0	1.542
440.000	3.000	parametric gain	-0.069	n/a	n/a	22	18	-12.820	3	0	1.318
444.000	3.000	parametric gain	0.031	n/a	n/a	26	19	-10.750	3	0	1.193
448.000	3.000	parametric gain	-0.019	n/a	n/a	24	20	-14.690	3	0	1.534
