onset	duration	trial_type	easy_par	hard_par
16.009	2.771	easy_par	-74.833	n/a
21.252	1.054	easy_par	-93.833	n/a
31.757	2.619	easy_par	24.167	n/a
37.002	1.245	easy_par	269.167	n/a
42.263	1.758	hard_par	n/a	269.167
47.507	1.218	easy_par	-88.833	n/a
52.751	1.895	easy_par	269.167	n/a
58.012	0.826	easy_par	-35.833	n/a
63.256	3.429	hard_par	n/a	-35.833
68.517	2.127	hard_par	n/a	-88.833
73.761	2.379	hard_par	n/a	-88.833
79.006	1.430	easy_par	-93.833	n/a
84.266	2.045	easy_par	-74.833	n/a
89.511	1.904	easy_par	-74.833	n/a
94.755	1.020	easy_par	269.167	n/a
105.260	2.889	hard_par	n/a	269.167
110.504	1.565	hard_par	n/a	-93.833
115.765	1.121	hard_par	n/a	-93.833
121.010	0.901	easy_par	-93.833	n/a
126.254	0.849	hard_par	n/a	-93.833
131.515	1.260	hard_par	n/a	-88.833
136.759	1.189	easy_par	24.167	n/a
142.003	1.242	easy_par	-93.833	n/a
147.264	3.516	hard_par	n/a	24.167
152.508	1.089	easy_par	-88.833	n/a
157.753	1.285	hard_par	n/a	-74.833
163.014	3.867	hard_par	n/a	-35.833
168.258	0.979	hard_par	n/a	-93.833
178.763	1.066	easy_par	-35.833	n/a
184.007	1.415	hard_par	n/a	-88.833
189.251	1.090	hard_par	n/a	-88.833
194.512	1.110	easy_par	269.167	n/a
199.757	1.056	easy_par	-88.833	n/a
205.001	1.662	hard_par	n/a	-93.833
210.262	1.593	hard_par	n/a	269.167
215.506	1.506	hard_par	n/a	269.167
220.767	1.479	hard_par	n/a	-74.833
226.011	1.133	easy_par	24.167	n/a
231.256	1.639	easy_par	24.167	n/a
236.516	1.322	hard_par	n/a	269.167
241.761	0.797	easy_par	-88.833	n/a
252.266	2.334	easy_par	-35.833	n/a
257.510	1.103	easy_par	24.167	n/a
262.754	3.036	hard_par	n/a	24.167
268.015	1.919	easy_par	-88.833	n/a
273.259	1.356	easy_par	24.167	n/a
278.504	2.236	hard_par	n/a	269.167
283.764	2.276	easy_par	-35.833	n/a
289.009	1.155	easy_par	-93.833	n/a
294.253	3.178	hard_par	n/a	-74.833
299.514	1.477	hard_par	n/a	-74.833
304.758	1.432	easy_par	269.167	n/a
310.003	2.578	easy_par	-35.833	n/a
315.263	3.173	hard_par	n/a	24.167
325.752	0.853	easy_par	-88.833	n/a
331.013	0.840	easy_par	-74.833	n/a
336.257	2.477	hard_par	n/a	-35.833
341.501	1.291	hard_par	n/a	-88.833
346.762	1.660	hard_par	n/a	-74.833
352.006	1.486	easy_par	-93.833	n/a
357.251	1.157	hard_par	n/a	-35.833
362.512	1.375	easy_par	-88.833	n/a
367.758	1.959	hard_par	n/a	24.167
373.017	0.807	easy_par	-74.833	n/a
378.261	2.673	easy_par	-35.833	n/a
383.505	0.926	easy_par	-35.833	n/a
388.766	2.320	hard_par	n/a	-74.833
399.255	1.662	hard_par	n/a	-93.833
404.516	1.378	easy_par	-74.833	n/a
409.760	3.037	hard_par	n/a	-74.833
415.004	1.921	hard_par	n/a	-35.833
420.265	3.099	hard_par	n/a	-74.833
425.509	1.567	easy_par	-93.833	n/a
430.754	2.469	hard_par	n/a	-88.833
436.014	2.681	hard_par	n/a	24.167
441.259	1.363	easy_par	269.167	n/a
446.503	2.255	hard_par	n/a	24.167
451.764	1.667	hard_par	n/a	-35.833
457.008	2.703	easy_par	-88.833	n/a
462.252	1.180	easy_par	-74.833	n/a
472.758	1.632	easy_par	269.167	n/a
478.002	1.923	hard_par	n/a	-35.833
483.263	2.422	hard_par	n/a	24.167
488.507	1.097	easy_par	-74.833	n/a
493.751	2.541	hard_par	n/a	24.167
499.012	1.852	easy_par	24.167	n/a
504.256	0.685	easy_par	-93.833	n/a
509.517	3.151	easy_par	-35.833	n/a
514.761	1.308	hard_par	n/a	-35.833
520.006	0.928	easy_par	269.167	n/a
525.267	2.042	hard_par	n/a	-88.833
530.511	1.198	hard_par	n/a	-93.833
535.755	2.067	easy_par	24.167	n/a
546.260	1.082	hard_par	n/a	-93.833
551.505	2.911	hard_par	n/a	269.167
556.765	0.848	hard_par	n/a	269.167
