onset	duration	response_time	button_press	stim_file
n/a	n/a	2.112	1	meg/u044.bmp
n/a	n/a	1.578	1	meg/f098.bmp
n/a	n/a	9.114	3	meg/f147.bmp
n/a	n/a	3.421	3	meg/f075.bmp
n/a	n/a	1.856	1	meg/f043.bmp
n/a	n/a	3.604	3	meg/f029.bmp
n/a	n/a	1.981	1	meg/u037.bmp
n/a	n/a	3.237	3	meg/f083.bmp
n/a	n/a	1.247	1	meg/u016.bmp
n/a	n/a	2.333	1	meg/u132.bmp
n/a	n/a	3.158	1	meg/u076.bmp
n/a	n/a	2.195	3	meg/f010.bmp
n/a	n/a	1.705	3	meg/f001.bmp
n/a	n/a	0.828	3	meg/f044.bmp
n/a	n/a	1.284	1	meg/u063.bmp
n/a	n/a	1.464	3	meg/f070.bmp
n/a	n/a	0.957	1	meg/u012.bmp
n/a	n/a	1.104	3	meg/f014.bmp
n/a	n/a	1.46	1	meg/u073.bmp
n/a	n/a	0.906	1	meg/u097.bmp
n/a	n/a	1.03	1	meg/u071.bmp
n/a	n/a	1.446	3	meg/f047.bmp
n/a	n/a	1.404	1	meg/u026.bmp
n/a	n/a	2.275	1	meg/f089.bmp
n/a	n/a	1.582	3	meg/f113.bmp
n/a	n/a	0.935	1	meg/u017.bmp
n/a	n/a	1.514	1	meg/u072.bmp
n/a	n/a	1.173	3	meg/f027.bmp
n/a	n/a	0.91	1	meg/u032.bmp
n/a	n/a	1.115	1	meg/u029.bmp
n/a	n/a	1.319	1	meg/f045.bmp
n/a	n/a	3.755	3	meg/f118.bmp
n/a	n/a	2.784	3	meg/f101.bmp
n/a	n/a	2.694	3	meg/f121.bmp
n/a	n/a	2.295	1	meg/u104.bmp
n/a	n/a	1.698	1	meg/u103.bmp
n/a	n/a	1.781	1	meg/f085.bmp
n/a	n/a	1.156	3	meg/f078.bmp
n/a	n/a	1.31	1	meg/u002.bmp
n/a	n/a	1.025	1	meg/u062.bmp
n/a	n/a	1.328	1	meg/u031.bmp
n/a	n/a	4.291	2	meg/u138.bmp
n/a	n/a	1.945	3	meg/f093.bmp
n/a	n/a	1.275	1	meg/u039.bmp
n/a	n/a	1.912	3	meg/f119.bmp
n/a	n/a	2.217	1	meg/u065.bmp
n/a	n/a	1.295	3	meg/f080.bmp
n/a	n/a	0.931	3	meg/f139.bmp
n/a	n/a	1.119	3	meg/u005.bmp
n/a	n/a	0.778	3	meg/u057.bmp
n/a	n/a	1.42	3	meg/f019.bmp
n/a	n/a	2.594	1	meg/u081.bmp
n/a	n/a	4.111	3	meg/f065.bmp
n/a	n/a	1.348	3	meg/f061.bmp
n/a	n/a	2.926	1	meg/u084.bmp
n/a	n/a	1.077	3	meg/f100.bmp
n/a	n/a	1.282	1	meg/u123.bmp
n/a	n/a	0.736	1	meg/u004.bmp
n/a	n/a	0.867	1	meg/u095.bmp
n/a	n/a	0.994	1	meg/u080.bmp
n/a	n/a	2.066	1	meg/u043.bmp
n/a	n/a	1.415	3	meg/f058.bmp
n/a	n/a	1.421	3	meg/f038.bmp
n/a	n/a	0.932	3	meg/u042.bmp
n/a	n/a	1.24	1	meg/u136.bmp
n/a	n/a	0.862	1	meg/u120.bmp
n/a	n/a	0.692	1	meg/u069.bmp
n/a	n/a	0.969	1	meg/u127.bmp
n/a	n/a	1.875	3	meg/f081.bmp
n/a	n/a	1.31	3	meg/f036.bmp
n/a	n/a	1.337	3	meg/f136.bmp
n/a	n/a	3.811	1	meg/u027.bmp
n/a	n/a	1.236	1	meg/u022.bmp
n/a	n/a	1.739	1	meg/u045.bmp
n/a	n/a	1.02	3	meg/f040.bmp
n/a	n/a	1.228	1	meg/f092.bmp
n/a	n/a	1.915	1	meg/u098.bmp
n/a	n/a	4.413	3	meg/f090.bmp
n/a	n/a	4.198	3	meg/f145.bmp
n/a	n/a	1.784	1	meg/u006.bmp
n/a	n/a	0.944	3	meg/f137.bmp
n/a	n/a	1.803	3	meg/f007.bmp
n/a	n/a	0.799	3	meg/f030.bmp
n/a	n/a	2.864	1	meg/u109.bmp
n/a	n/a	0.979	1	meg/u007.bmp
n/a	n/a	0.907	1	meg/f112.bmp
n/a	n/a	1.128	1	meg/f039.bmp
n/a	n/a	0.907	1	meg/u066.bmp
n/a	n/a	0.88	3	meg/f114.bmp
n/a	n/a	3.493	3	meg/f021.bmp
n/a	n/a	0.917	3	meg/f094.bmp
n/a	n/a	0.962	3	meg/f009.bmp
n/a	n/a	2.469	3	meg/f013.bmp
n/a	n/a	1.223	3	meg/f104.bmp
n/a	n/a	2.079	1	meg/u067.bmp
n/a	n/a	1.202	3	meg/f120.bmp
n/a	n/a	5.795	1	meg/u115.bmp
n/a	n/a	1.282	3	meg/f002.bmp
n/a	n/a	1.727	3	meg/f134.bmp
n/a	n/a	1.105	3	meg/f050.bmp
n/a	n/a	4.245	2	meg/u079.bmp
n/a	n/a	1.38	1	meg/u061.bmp
n/a	n/a	2.861	3	meg/u119.bmp
n/a	n/a	2.92	1	meg/u068.bmp
n/a	n/a	1.663	1	meg/u106.bmp
n/a	n/a	1.204	3	meg/f110.bmp
n/a	n/a	2.54	2	meg/u105.bmp
n/a	n/a	1.659	1	meg/f103.bmp
n/a	n/a	1.391	1	meg/u149.bmp
n/a	n/a	0.918	3	meg/f144.bmp
n/a	n/a	1.243	1	meg/f031.bmp
n/a	n/a	0.937	1	meg/u040.bmp
n/a	n/a	1.076	3	meg/f066.bmp
n/a	n/a	1.554	1	meg/u147.bmp
n/a	n/a	0.724	1	meg/u059.bmp
n/a	n/a	2.223	3	meg/u051.bmp
n/a	n/a	1.444	3	meg/f060.bmp
n/a	n/a	2.298	2	meg/u107.bmp
n/a	n/a	1.483	1	meg/u035.bmp
n/a	n/a	1.615	3	meg/f096.bmp
n/a	n/a	0.959	1	meg/u038.bmp
n/a	n/a	1.073	1	meg/u121.bmp
n/a	n/a	1.383	1	meg/u112.bmp
n/a	n/a	0.96	3	meg/f055.bmp
n/a	n/a	0.889	3	meg/f116.bmp
n/a	n/a	1.725	3	meg/u001.bmp
n/a	n/a	1.088	1	meg/u126.bmp
n/a	n/a	5.388	1	meg/f034.bmp
n/a	n/a	1.98	1	meg/u033.bmp
n/a	n/a	1.22	3	meg/f097.bmp
n/a	n/a	2.588	3	meg/f111.bmp
n/a	n/a	1.345	3	meg/f048.bmp
n/a	n/a	2.179	3	meg/u083.bmp
n/a	n/a	1.842	3	meg/f016.bmp
n/a	n/a	1.216	3	meg/f130.bmp
n/a	n/a	1.048	1	meg/u034.bmp
n/a	n/a	1.207	3	meg/f064.bmp
n/a	n/a	1.175	1	meg/u087.bmp
n/a	n/a	3.072	2	meg/f063.bmp
n/a	n/a	3.801	2	meg/f032.bmp
n/a	n/a	2.508	3	meg/f142.bmp
n/a	n/a	3.389	2	meg/f079.bmp
n/a	n/a	1.497	1	meg/u011.bmp
n/a	n/a	1.652	1	meg/u008.bmp
n/a	n/a	1.506	1	meg/u088.bmp
n/a	n/a	1.477	3	meg/f102.bmp
n/a	n/a	0.858	3	meg/f073.bmp
n/a	n/a	1.577	1	meg/u019.bmp
n/a	n/a	2.21	1	meg/f115.bmp
n/a	n/a	1.176	3	meg/f129.bmp
n/a	n/a	0.969	1	meg/f023.bmp
n/a	n/a	1.091	3	meg/f127.bmp
n/a	n/a	0.969	1	meg/u015.bmp
n/a	n/a	1.363	3	meg/f071.bmp
n/a	n/a	1.149	3	meg/f054.bmp
