filename	acq_time
eeg/sub-24_ses-walk_task-dualWalking_run-1_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-1_motion.tsv	1800-12-31T05:05:05.003
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-1_motion.tsv	1800-12-31T05:05:05.007
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-1_motion.tsv	1800-12-31T05:05:05.009
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-1_motion.tsv	1800-12-31T05:05:05.005
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-1_motion.tsv	1800-12-31T05:05:05.011
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-1_motion.tsv	1800-12-31T05:05:04.996
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-1_motion.tsv	1800-12-31T05:05:05.003
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-1_motion.tsv	1800-12-31T05:05:05.005
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-1_motion.tsv	1800-12-31T05:05:05.005
eeg/sub-24_ses-walk_task-dualWalking_run-2_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-2_motion.tsv	1800-12-31T05:05:05.022
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-2_motion.tsv	1800-12-31T05:05:05.016
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-2_motion.tsv	1800-12-31T05:05:05.022
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-2_motion.tsv	1800-12-31T05:05:05.016
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-2_motion.tsv	1800-12-31T05:05:05.014
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-2_motion.tsv	1800-12-31T05:05:05.018
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-2_motion.tsv	1800-12-31T05:05:05.016
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-2_motion.tsv	1800-12-31T05:05:05.016
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-2_motion.tsv	1800-12-31T05:05:05.022
eeg/sub-24_ses-walk_task-dualWalking_run-3_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-3_motion.tsv	1800-12-31T05:05:05.007
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-3_motion.tsv	1800-12-31T05:05:05.007
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-3_motion.tsv	1800-12-31T05:05:05.020
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-3_motion.tsv	1800-12-31T05:05:05.020
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-3_motion.tsv	1800-12-31T05:05:05.016
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-3_motion.tsv	1800-12-31T05:05:05.024
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-3_motion.tsv	1800-12-31T05:05:05.026
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-3_motion.tsv	1800-12-31T05:05:05.020
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-3_motion.tsv	1800-12-31T05:05:05.016
eeg/sub-24_ses-walk_task-dualWalking_run-4_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace1_run-4_motion.tsv	1800-12-31T05:05:05.030
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace2_run-4_motion.tsv	1800-12-31T05:05:05.028
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace3_run-4_motion.tsv	1800-12-31T05:05:05.028
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace4_run-4_motion.tsv	1800-12-31T05:05:05.030
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace5_run-4_motion.tsv	1800-12-31T05:05:05.028
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace6_run-4_motion.tsv	1800-12-31T05:05:05.030
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace7_run-4_motion.tsv	1800-12-31T05:05:05.040
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace8_run-4_motion.tsv	1800-12-31T05:05:05.040
motion/sub-24_ses-walk_task-dualWalking_tracksys-PhaseSpace9_run-4_motion.tsv	1800-12-31T05:05:05.038
