onset	duration	trial_type	response_time	sample	value
0.7656250000	n/a	STATUS	n/a	196.0000000000	254
154.0429687500	n/a	stimulus	n/a	39435.0000000000	128
156.9335937500	n/a	response	n/a	40175.0000000000	4
160.5156250000	n/a	response	n/a	41092.0000000000	4
163.4843750000	n/a	response	n/a	41852.0000000000	2
273.4921875000	n/a	stimulus	n/a	70014.0000000000	128
276.7617187500	n/a	response	n/a	70851.0000000000	2
279.5937500000	n/a	response	n/a	71576.0000000000	4
281.9375000000	n/a	response	n/a	72176.0000000000	2
440.9453125000	n/a	stimulus	n/a	112882.0000000000	128
444.0742187500	n/a	response	n/a	113683.0000000000	4
448.4687500000	n/a	response	n/a	114808.0000000000	2
450.6640625000	n/a	response	n/a	115370.0000000000	2
609.6718750000	n/a	stimulus	n/a	156076.0000000000	128
614.4101562500	n/a	response	n/a	157289.0000000000	4
617.4843750000	n/a	response	n/a	158076.0000000000	4
619.7773437500	n/a	response	n/a	158663.0000000000	2
697.7656250000	n/a	stimulus	n/a	178628.0000000000	128
705.5859375000	n/a	response	n/a	180630.0000000000	8
708.9140625000	n/a	response	n/a	181482.0000000000	2
712.7695312500	n/a	response	n/a	182469.0000000000	2
825.7773437500	n/a	stimulus	n/a	211399.0000000000	128
831.0390625000	n/a	response	n/a	212746.0000000000	4
834.9140625000	n/a	response	n/a	213738.0000000000	2
837.1210937500	n/a	response	n/a	214303.0000000000	2
954.1289062500	n/a	stimulus	n/a	244257.0000000000	128
959.4687500000	n/a	response	n/a	245624.0000000000	2
961.5820312500	n/a	response	n/a	246165.0000000000	4
963.7656250000	n/a	response	n/a	246724.0000000000	2
1076.7734375000	n/a	stimulus	n/a	275654.0000000000	128
1081.5195312500	n/a	response	n/a	276869.0000000000	4
1084.6953125000	n/a	response	n/a	277682.0000000000	2
1086.9296875000	n/a	response	n/a	278254.0000000000	2
1143.9335937500	n/a	stimulus	n/a	292847.0000000000	128
1146.5898437500	n/a	response	n/a	293527.0000000000	8
1148.8945312500	n/a	response	n/a	294117.0000000000	2
1151.9843750000	n/a	response	n/a	294908.0000000000	2
1270.9804687500	n/a	stimulus	n/a	325371.0000000000	128
1273.6132812500	n/a	response	n/a	326045.0000000000	8
1275.8203125000	n/a	response	n/a	326610.0000000000	2
1278.0156250000	n/a	response	n/a	327172.0000000000	2
1359.0195312500	n/a	stimulus	n/a	347909.0000000000	128
1361.7929687500	n/a	response	n/a	348619.0000000000	8
1363.9453125000	n/a	response	n/a	349170.0000000000	2
1366.1289062500	n/a	response	n/a	349729.0000000000	2
1409.1328125000	n/a	stimulus	n/a	360738.0000000000	128
1413.3710937500	n/a	response	n/a	361823.0000000000	8
1415.6992187500	n/a	response	n/a	362419.0000000000	2
1417.9062500000	n/a	response	n/a	362984.0000000000	2
1538.9179687500	n/a	stimulus	n/a	393963.0000000000	128
1542.2148437500	n/a	response	n/a	394807.0000000000	8
1544.6835937500	n/a	response	n/a	395439.0000000000	2
1546.8789062500	n/a	response	n/a	396001.0000000000	2
1659.8867187500	n/a	stimulus	n/a	424931.0000000000	128
1663.2226562500	n/a	response	n/a	425785.0000000000	4
1665.7929687500	n/a	response	n/a	426443.0000000000	2
1669.7968750000	n/a	response	n/a	427468.0000000000	2
1828.7968750000	n/a	stimulus	n/a	468172.0000000000	128
1833.1484375000	n/a	response	n/a	469286.0000000000	4
1838.0859375000	n/a	response	n/a	470550.0000000000	4
1840.4023437500	n/a	response	n/a	471143.0000000000	2
1968.4101562500	n/a	stimulus	n/a	503913.0000000000	128
1971.3632812500	n/a	response	n/a	504669.0000000000	8
1973.5000000000	n/a	response	n/a	505216.0000000000	2
1975.6835937500	n/a	response	n/a	505775.0000000000	2
2124.6914062500	n/a	stimulus	n/a	543921.0000000000	128
2127.3398437500	n/a	response	n/a	544599.0000000000	8
2129.4648437500	n/a	response	n/a	545143.0000000000	2
2131.6367187500	n/a	response	n/a	545699.0000000000	2
2168.6367187500	n/a	stimulus	n/a	555171.0000000000	128
2172.4140625000	n/a	response	n/a	556138.0000000000	8
2174.6914062500	n/a	response	n/a	556721.0000000000	2
2177.4023437500	n/a	response	n/a	557415.0000000000	2
2314.4101562500	n/a	stimulus	n/a	592489.0000000000	128
2317.0585937500	n/a	response	n/a	593167.0000000000	8
2319.6171875000	n/a	response	n/a	593822.0000000000	2
2321.8164062500	n/a	response	n/a	594385.0000000000	2
2479.7890625000	n/a	stimulus	n/a	634826.0000000000	128
2482.7734375000	n/a	response	n/a	635590.0000000000	2
2485.2851562500	n/a	response	n/a	636233.0000000000	4
2545.5703125000	n/a	stimulus	n/a	651666.0000000000	128
2548.2031250000	n/a	response	n/a	652340.0000000000	4
2551.5625000000	n/a	response	n/a	653200.0000000000	4
2553.8828125000	n/a	response	n/a	653794.0000000000	2
2653.8906250000	n/a	stimulus	n/a	679396.0000000000	128
2657.2031250000	n/a	response	n/a	680244.0000000000	8
2659.7304687500	n/a	response	n/a	680891.0000000000	2
2663.3828125000	n/a	response	n/a	681826.0000000000	2
