onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.124	2.000	classification-probabilistic	1.000	1.000	10.000	L	0.814	0.000
5.013	2.000	classification-probabilistic	3.000	1.000	6.000	R	1.248	1.000
9.309	2.000	classification-probabilistic	5.000	1.000	1.000	-	0.000	-1.000
14.890	2.000	classification-probabilistic	7.000	1.000	8.000	L	0.857	1.000
22.014	2.000	classification-deterministic	9.000	2.000	5.000	-	0.000	-1.000
26.583	2.000	classification-deterministic	11.000	2.000	13.000	-	0.000	-1.000
30.917	2.000	classification-probabilistic	13.000	1.000	14.000	L	1.099	1.000
37.316	2.000	classification-probabilistic	15.000	1.000	1.000	R	1.088	0.000
41.112	2.000	classification-probabilistic	17.000	1.000	8.000	L	0.974	1.000
44.388	2.000	classification-probabilistic	19.000	1.000	5.000	L	0.908	1.000
50.612	2.000	classification-deterministic	21.000	2.000	10.000	R	1.010	1.000
56.112	2.000	classification-probabilistic	23.000	1.000	10.000	R	1.078	1.000
60.884	2.000	classification-probabilistic	25.000	1.000	10.000	-	0.000	-1.000
64.077	2.000	classification-probabilistic	27.000	1.000	14.000	-	0.000	-1.000
66.996	2.000	classification-probabilistic	29.000	1.000	6.000	R	1.004	1.000
71.200	2.000	classification-probabilistic	31.000	1.000	2.000	L	0.724	1.000
74.588	2.000	classification-deterministic	33.000	2.000	3.000	R	0.981	0.000
77.797	2.000	classification-deterministic	35.000	2.000	12.000	L	1.395	1.000
82.701	2.000	classification-probabilistic	37.000	1.000	4.000	R	0.935	1.000
88.096	2.000	classification-probabilistic	39.000	1.000	13.000	R	0.954	1.000
93.703	2.000	classification-probabilistic	41.000	1.000	1.000	R	0.899	0.000
100.701	2.000	classification-probabilistic	43.000	1.000	4.000	R	1.288	1.000
106.204	2.000	classification-deterministic	45.000	2.000	12.000	-	0.000	-1.000
109.698	2.000	classification-deterministic	47.000	2.000	2.000	R	1.374	0.000
112.885	2.000	classification-deterministic	49.000	2.000	5.000	L	1.697	1.000
115.809	2.000	classification-deterministic	51.000	2.000	4.000	-	0.000	-1.000
118.900	2.000	classification-deterministic	n/a	n/a	n/a	n/a	n/a	n/a
118.950	n/a	n/a	53.000	2.000	4.000	R	0.840	1.000
123.714	2.000	classification-probabilistic	55.000	1.000	11.000	L	1.007	1.000
128.310	2.000	classification-probabilistic	57.000	1.000	1.000	-	0.000	-1.000
135.511	2.000	classification-probabilistic	59.000	1.000	10.000	R	0.942	1.000
142.094	2.000	classification-deterministic	61.000	2.000	12.000	L	1.350	1.000
148.481	2.000	classification-deterministic	63.000	2.000	4.000	R	0.945	1.000
152.588	2.000	classification-deterministic	65.000	2.000	1.000	R	1.038	1.000
157.690	2.000	classification-probabilistic	67.000	1.000	11.000	L	0.733	1.000
161.000	2.000	classification-probabilistic	69.000	1.000	5.000	L	0.888	1.000
165.108	2.000	classification-probabilistic	71.000	1.000	6.000	R	1.019	1.000
168.397	2.000	classification-probabilistic	73.000	1.000	6.000	R	0.942	1.000
174.710	2.000	classification-deterministic	75.000	2.000	11.000	R	1.279	0.000
181.481	2.000	classification-deterministic	77.000	2.000	4.000	R	1.138	1.000
184.613	2.000	classification-deterministic	79.000	2.000	7.000	R	1.086	1.000
188.113	2.000	classification-deterministic	81.000	2.000	7.000	R	0.898	1.000
191.819	2.000	classification-probabilistic	83.000	1.000	11.000	L	0.700	1.000
197.398	2.000	classification-deterministic	85.000	2.000	9.000	R	0.933	0.000
200.478	2.000	classification-probabilistic	87.000	1.000	2.000	L	0.696	1.000
204.800	2.000	classification-probabilistic	89.000	1.000	13.000	L	1.113	0.000
209.085	2.000	classification-deterministic	91.000	2.000	4.000	R	0.723	1.000
212.696	2.000	classification-deterministic	93.000	2.000	3.000	-	0.000	-1.000
218.596	2.000	classification-deterministic	95.000	2.000	13.000	R	1.370	1.000
223.815	2.000	classification-deterministic	97.000	2.000	12.000	L	1.379	1.000
230.784	2.000	classification-probabilistic	99.000	1.000	6.000	R	1.586	1.000
236.285	2.000	classification-deterministic	101.000	2.000	5.000	R	1.309	0.000
240.809	2.000	classification-deterministic	103.000	2.000	11.000	L	1.210	1.000
244.385	2.000	classification-deterministic	105.000	2.000	8.000	R	1.226	0.000
251.702	2.000	classification-probabilistic	107.000	1.000	3.000	-	0.000	-1.000
257.701	2.000	classification-probabilistic	109.000	1.000	4.000	R	2.310	1.000
261.221	2.000	classification-probabilistic	111.000	1.000	6.000	R	0.938	1.000
266.222	2.000	classification-deterministic	113.000	2.000	8.000	L	1.464	1.000
269.610	2.000	classification-deterministic	115.000	2.000	5.000	R	0.952	0.000
272.812	2.000	classification-probabilistic	117.000	1.000	2.000	L	0.803	1.000
278.512	2.000	classification-probabilistic	119.000	1.000	6.000	R	0.824	1.000
281.497	2.000	classification-deterministic	121.000	2.000	5.000	R	1.014	0.000
286.109	2.000	classification-deterministic	123.000	2.000	7.000	R	0.751	1.000
289.522	2.000	classification-deterministic	125.000	2.000	12.000	R	1.358	0.000
296.309	2.000	classification-deterministic	127.000	2.000	1.000	R	1.255	1.000
302.481	2.000	classification-probabilistic	129.000	1.000	14.000	L	0.959	1.000
309.394	2.000	classification-probabilistic	131.000	1.000	10.000	R	1.401	1.000
314.095	2.000	classification-deterministic	133.000	2.000	1.000	R	0.917	1.000
317.808	2.000	classification-probabilistic	135.000	1.000	4.000	-	0.000	-1.000
323.188	2.000	classification-deterministic	137.000	2.000	14.000	R	1.583	0.000
326.810	2.000	classification-deterministic	139.000	2.000	4.000	R	1.746	1.000
331.497	2.000	classification-deterministic	141.000	2.000	10.000	R	1.266	1.000
335.610	2.000	classification-deterministic	143.000	2.000	8.000	R	1.524	0.000
339.313	2.000	classification-probabilistic	145.000	1.000	12.000	R	1.898	-1.000
346.397	2.000	classification-deterministic	147.000	2.000	5.000	R	1.796	0.000
351.712	2.000	classification-probabilistic	149.000	1.000	2.000	L	1.315	1.000
355.110	2.000	classification-probabilistic	151.000	1.000	10.000	R	1.313	1.000
358.997	2.000	classification-deterministic	153.000	2.000	7.000	R	0.982	1.000
362.885	2.000	classification-deterministic	155.000	2.000	5.000	R	0.827	0.000
366.512	2.000	classification-deterministic	157.000	2.000	8.000	R	1.195	0.000
370.503	2.000	classification-probabilistic	159.000	1.000	5.000	L	0.751	1.000
377.816	2.000	classification-probabilistic	161.000	1.000	1.000	-	0.000	-1.000
382.980	2.000	classification-probabilistic	163.000	1.000	3.000	R	1.992	1.000
388.175	2.000	classification-deterministic	165.000	2.000	6.000	R	2.186	1.000
391.110	2.000	classification-deterministic	167.000	2.000	10.000	-	0.000	-1.000
394.613	2.000	classification-probabilistic	169.000	1.000	8.000	L	0.816	1.000
398.395	2.000	classification-probabilistic	171.000	1.000	10.000	-	0.000	-1.000
401.883	2.000	classification-probabilistic	173.000	1.000	6.000	-	0.000	-1.000
405.700	2.000	classification-deterministic	175.000	2.000	2.000	R	1.798	0.000
409.012	2.000	classification-deterministic	177.000	2.000	9.000	R	1.402	0.000
412.607	2.000	classification-probabilistic	179.000	1.000	10.000	R	1.132	1.000
418.711	2.000	classification-probabilistic	181.000	1.000	11.000	L	0.794	1.000
421.698	2.000	classification-deterministic	183.000	2.000	4.000	R	0.915	1.000
426.888	2.000	classification-deterministic	185.000	2.000	7.000	R	0.943	1.000
430.222	2.000	classification-deterministic	187.000	2.000	10.000	-	0.000	-1.000
434.014	2.000	classification-probabilistic	189.000	1.000	8.000	L	0.654	1.000
436.994	2.000	classification-probabilistic	191.000	1.000	10.000	R	1.111	1.000
442.313	2.000	classification-probabilistic	193.000	1.000	2.000	L	0.677	1.000
445.997	2.000	classification-deterministic	195.000	2.000	10.000	R	0.961	1.000
