onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.114	2.000	feedback	-1.080	1.000	2.000	2.000	R	0.800	0	L
4.694	2.000	feedback	-1.080	2.000	2.000	14.000	R	0.370	0	L
9.088	2.000	feedback	0.920	3.000	2.000	2.000	L	0.845	1	L
13.613	2.000	feedback	0.920	4.000	2.000	6.000	R	0.537	1	R
18.186	2.000	feedback	-1.080	5.000	2.000	12.000	R	0.524	0	L
22.672	n/a	n/a	n/a	6.000	2.000	0.000	R	0.594	-	-
27.171	n/a	n/a	n/a	7.000	2.000	0.000	R	1.683	-	-
31.671	n/a	n/a	n/a	8.000	2.000	0.000	R	0.467	-	-
36.112	2.000	feedback	0.920	9.000	2.000	5.000	L	0.701	1	L
40.588	2.000	feedback	-1.080	10.000	2.000	3.000	R	0.762	0	L
45.113	2.000	feedback	-1.080	11.000	2.000	8.000	R	0.605	0	L
49.588	2.000	feedback	-1.080	12.000	2.000	1.000	-	0.000	-1	R
54.112	2.000	feedback	-1.080	13.000	2.000	10.000	-	0.000	-1	R
58.672	n/a	n/a	n/a	14.000	2.000	0.000	-	0.000	-	-
63.172	n/a	n/a	n/a	15.000	2.000	0.000	-	0.000	-	-
67.704	n/a	n/a	n/a	16.000	2.000	0.000	R	0.692	-	-
72.191	2.000	feedback	0.920	17.000	2.000	11.000	L	0.918	1	L
76.690	2.000	feedback	0.920	18.000	2.000	13.000	R	0.989	1	R
81.087	2.000	feedback	-1.080	19.000	2.000	2.000	R	0.897	0	L
85.687	2.000	feedback	-1.080	20.000	2.000	12.000	-	0.000	-1	L
90.088	2.000	feedback	-1.080	21.000	2.000	3.000	-	0.000	-1	L
94.672	n/a	n/a	n/a	22.000	2.000	0.000	R	0.645	-	-
99.176	n/a	n/a	n/a	23.000	2.000	0.000	R	0.404	-	-
103.672	n/a	n/a	n/a	24.000	2.000	0.000	R	1.989	-	-
108.112	2.000	feedback	0.920	25.000	2.000	7.000	R	1.001	1	R
112.588	2.000	feedback	0.920	26.000	2.000	2.000	L	0.861	1	L
117.111	2.000	feedback	0.920	27.000	2.000	7.000	R	0.803	1	R
121.686	2.000	feedback	-1.080	28.000	2.000	13.000	L	0.788	0	R
126.188	2.000	feedback	0.920	29.000	2.000	12.000	L	0.839	1	L
130.671	n/a	n/a	n/a	30.000	2.000	0.000	R	0.455	-	-
135.172	n/a	n/a	n/a	31.000	2.000	0.000	R	0.410	-	-
139.672	n/a	n/a	n/a	32.000	2.000	0.000	R	0.518	-	-
144.186	2.000	feedback	0.920	33.000	2.000	13.000	R	0.642	1	R
148.612	2.000	feedback	-1.080	34.000	2.000	5.000	R	0.958	0	L
153.111	2.000	feedback	0.920	35.000	2.000	10.000	R	0.859	1	R
157.585	2.000	feedback	0.920	36.000	2.000	3.000	L	1.101	1	L
162.200	2.000	feedback	-1.080	37.000	2.000	13.000	L	1.095	0	R
166.678	n/a	n/a	n/a	38.000	2.000	0.000	R	0.543	-	-
171.172	n/a	n/a	n/a	39.000	2.000	0.000	R	0.428	-	-
175.671	n/a	n/a	n/a	40.000	2.000	0.000	R	0.577	-	-
180.113	2.000	feedback	-1.080	41.000	2.000	9.000	R	0.820	0	L
184.587	2.000	feedback	0.920	42.000	2.000	4.000	R	1.138	1	R
189.113	2.000	feedback	0.920	43.000	2.000	8.000	L	0.611	1	L
193.650	n/a	n/a	n/a	44.000	2.000	5.000	L	0.806	1	L
193.700	2.000	feedback	0.920	n/a	n/a	n/a	n/a	n/a	n/a	n/a
198.088	2.000	feedback	0.920	45.000	2.000	1.000	R	0.933	1	R
202.673	n/a	n/a	n/a	46.000	2.000	0.000	R	0.800	-	-
207.171	n/a	n/a	n/a	47.000	2.000	0.000	-	0.000	-	-
211.671	n/a	n/a	n/a	48.000	2.000	0.000	R	0.690	-	-
216.087	2.000	feedback	0.920	49.000	2.000	4.000	R	0.711	1	R
220.687	2.000	feedback	-1.080	50.000	2.000	12.000	R	0.791	0	L
225.175	2.000	feedback	-1.080	51.000	2.000	9.000	R	0.835	0	L
229.613	2.000	feedback	-1.080	52.000	2.000	7.000	-	0.000	-1	R
234.113	2.000	feedback	-1.080	53.000	2.000	8.000	R	1.557	0	L
238.671	n/a	n/a	n/a	54.000	2.000	0.000	R	0.412	-	-
243.171	n/a	n/a	n/a	55.000	2.000	0.000	R	0.456	-	-
247.672	n/a	n/a	n/a	56.000	2.000	0.000	R	0.395	-	-
252.111	2.000	feedback	0.920	57.000	2.000	10.000	R	0.840	1	R
256.612	2.000	feedback	0.920	58.000	2.000	10.000	R	0.883	1	R
261.187	2.000	feedback	-1.080	59.000	2.000	12.000	R	1.470	0	L
265.587	2.000	feedback	0.920	60.000	2.000	1.000	R	0.884	1	R
270.113	2.000	feedback	-1.080	61.000	2.000	10.000	-	0.000	-1	R
274.671	n/a	n/a	n/a	62.000	2.000	0.000	R	0.685	-	-
279.172	n/a	n/a	n/a	63.000	2.000	0.000	R	0.544	-	-
283.671	n/a	n/a	n/a	64.000	2.000	0.000	R	1.789	-	-
288.187	2.000	feedback	0.920	65.000	2.000	13.000	R	0.919	1	R
292.588	2.000	feedback	0.920	66.000	2.000	4.000	R	1.005	1	R
297.113	2.000	feedback	-1.080	67.000	2.000	7.000	L	0.936	0	R
301.587	2.000	feedback	0.920	68.000	2.000	1.000	R	1.207	1	R
306.087	2.000	feedback	0.920	69.000	2.000	3.000	L	0.738	1	L
310.672	n/a	n/a	n/a	70.000	2.000	0.000	R	0.631	-	-
315.172	n/a	n/a	n/a	71.000	2.000	0.000	R	0.482	-	-
319.671	n/a	n/a	n/a	72.000	2.000	0.000	R	0.487	-	-
324.113	2.000	feedback	0.920	73.000	2.000	5.000	L	0.697	1	L
328.587	2.000	feedback	0.920	74.000	2.000	3.000	L	0.695	1	L
333.187	2.000	feedback	-1.080	75.000	2.000	11.000	R	0.889	0	L
337.612	2.000	feedback	-1.080	76.000	2.000	5.000	R	0.838	0	L
342.087	2.000	feedback	0.920	77.000	2.000	3.000	L	0.844	1	L
346.671	n/a	n/a	n/a	78.000	2.000	0.000	R	0.592	-	-
351.172	n/a	n/a	n/a	79.000	2.000	0.000	R	0.459	-	-
355.671	n/a	n/a	n/a	80.000	2.000	0.000	R	0.561	-	-
