onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.03	6.0	rocknroll	8	7	1071	0	rocknroll_000.wav	rocknroll	4	0	0.025099999999838474	3188.1961
10.0	6.0	metal	8	7	1076	5	metal_004.wav	metal	4	0	0.002800000000206637	3198.1969
20.0	6.0	symphonic	8	7	1081	10	symphonic_002.wav	symphonic	6	0	0.0020999999997002305	3208.1961
32.0	6.0	country	8	7	1087	16	country_004.wav	country	6	0	0.004500000000007276	3220.1963
44.0	6.0	country	8	7	1093	22	country_003.wav	country	4	0	0.0029999999997016857	3232.197
54.02	6.0	ambient	8	7	1098	27	ambient_001.wav	ambient	8	1	0.016299999999773718	3242.1966
68.0	6.0	rocknroll	8	7	1105	34	rocknroll_001.wav	rocknroll	6	0	0.002400000000307045	3256.1969
80.01	6.0	country	8	7	1111	40	country_001.wav	country	8	1	0.009799999999813735	3268.1965
94.01	6.0	symphonic	8	7	1118	47	symphonic_004.wav	symphonic	8	1	0.011299999999664578	3282.197
108.0	6.0	metal	8	7	1125	54	metal_002.wav	metal	6	0	0.003999999999905413	3296.1963
120.0	6.0	metal	8	7	1131	60	metal_003.wav	metal	6	0	0.0027000000000043656	3308.1962
132.0	6.0	rocknroll	8	7	1137	66	rocknroll_003.wav	rocknroll	6	0	0.003999999999905413	3320.1961
144.0	6.0	symphonic	8	7	1143	72	symphonic_001.wav	symphonic	6	0	0.0035000000002582965	3332.1962
156.0	6.0	rocknroll	8	7	1149	78	rocknroll_004.wav	rocknroll	6	0	0.003200000000106229	3344.1962
168.0	6.0	ambient	8	7	1155	84	ambient_000.wav	ambient	6	0	0.0024999999995998228	3356.1966
180.0	6.0	country	8	7	1161	90	country_000.wav	country	6	0	0.0025000000000545697	3368.197
192.01	6.0	metal	8	7	1167	96	metal_000.wav	metal	8	1	0.011400000000321596	3380.1964
206.0	6.0	ambient	8	7	1174	103	ambient_004.wav	ambient	6	0	0.002599999999802094	3394.1975
218.0	6.0	ambient	8	7	1180	109	ambient_003.wav	ambient	4	0	0.002899999999954161	3406.197
228.0	6.0	symphonic	8	7	1185	114	symphonic_000.wav	symphonic	4	0	0.0025000000000545697	3416.1971
238.0	6.0	symphonic	8	7	1190	119	symphonic_003.wav	symphonic	6	0	0.0025000000000545697	3426.1965
250.0	6.0	ambient	8	7	1196	125	ambient_002.wav	ambient	6	0	0.0025000000000545697	3438.1969
262.0	6.0	metal	8	7	1202	131	metal_001.wav	metal	6	0	0.002599999999802094	3450.1961
274.0	6.0	country	8	7	1208	137	country_002.wav	country	6	0	0.004100000000107684	3462.1963
286.01	6.0	rocknroll	8	7	1214	143	rocknroll_002.wav	rocknroll	8	1	0.009000000000014552	3474.1971
