name	x	y	z
g1	6.634	81.005	-10.663
g2	4.616	82.026	15.171
g3	-1.287	80.566	40.989
g4	9.038	78.052	66.825
g5	34.45	74.852	-16.917
g6	27.737	80.369	7.825
g7	26.151	77.106	33.797
g8	38.649	72.209	56.909
g9	51.888	70.476	3.312
g10	58.113	59.45	22.39
g11	68.046	60.295	51.563
g12	80.392	44.054	21.823
g13	90.113	43.392	46.157
g14	93.326	21.256	17.244
g15	106.575	11.89	34.611
g16	58.659	38.094	-34.843
g17	106.253	-17.828	23.388
g18	92.924	-17.972	6.386
g19	92.341	-49.777	24.918
g20	79.873	-43.512	8.846
g21	71.042	-67.408	21.517
g22	53.569	-60.709	8.724
g23	48.571	-66.785	-23.934
g24	40.944	-82.05	26.978
g25	21.501	-81.426	1.089
g26	26.811	-73.735	-20.92
g27	27.572	-67.969	-48.788
g28	14.565	-92.605	33.279
g29	1.613	-87.739	9.633
g30	0.679	-81.771	-19.698
g31	-5.393	-75.141	-39.428
g32	61.092	-21.273	-46.802
y1	2.527	72.186	90.688
y2	24.047	56.126	106.98
y3	15.649	36.018	130.498
y4	6.915	1.304	147.669
y5	28.509	70.948	80.99
y6	50.123	47.415	98.656
y7	39.981	31.258	119.46
y8	34.207	6.412	135.474
y9	52.291	61.795	74.009
y10	76.992	46.571	68.876
y11	69.869	37.044	90.883
y12	60.935	13.06	115.054
y13	96.686	25.892	63.492
y14	89.25	8.709	89.906
y15	105.336	-3.075	54.858
y16	72.866	-10.966	109.538
y17	91.084	-24.37	83.766
y18	99.939	-33.206	50.729
y19	50.452	-16.385	126.195
y20	63.922	-40.357	107.145
y21	77.818	-51.995	77.506
y22	82.786	-56.541	48.192
y23	60.004	-73.956	49.072
y24	38.835	-42.555	125.551
y25	46.163	-61.046	104.841
y26	54.114	-70.918	79.399
y27	35.454	-87.115	54.164
y28	-4.911	-21.231	146.738
y29	10.09	-48.259	136.539
y30	21.8	-72.281	112.821
y31	28.713	-85.499	84.217
y32	8.592	-93.791	60.348
r1	-46.193	75.585	56.043
r2	-21.873	77.673	75.07
r3	-46.96	67.283	85.389
r4	-70.57	48.422	94.898
r5	-87.326	27.154	98.479
r6	-24.793	65.634	104.436
r7	-50.476	50.243	114.288
r8	-68.683	28.133	119.18
r9	-79.794	-2.662	119.05
r10	-3.28	52.748	122.063
r11	-30.319	39.704	132.798
r12	-50.182	18.613	136.676
r13	-60.137	-14.887	135.713
r14	-8.321	25.223	143.792
r15	-28.39	-0.368	148.217
r16	-31.811	-27.186	146.149
r17	-23.851	-54.592	137.274
r18	-5.924	-71.94	125.073
r19	-59.06	-42.305	128.063
r20	-41.64	-71.078	117.957
r21	-24.102	-84.145	104.881
r22	-0.24	-89.776	91.536
r23	-81.758	-25.788	115.63
r24	-74.587	-52.237	109.413
r25	-60.317	-74.945	95.949
r26	-40.301	-86.91	83.028
r27	-17.37	-92.981	69.675
r28	-78.203	-68.87	77.389
r29	-59.377	-81.928	64.813
r30	-42.013	-87.294	54.621
r31	-16.394	-91.064	41.743
r32	-33.113	-88.177	20.902
w1	-62.112	72.968	9.795
w2	-85.366	59.03	22.589
w3	-103.844	39.823	31.139
w4	-115.909	13.813	34.746
w5	-60.262	75.291	30.262
w6	-75.311	65.569	38.197
w7	-91.321	46.42	48.556
w8	-101.796	30.889	54.179
w9	-111.433	6.812	52.862
w10	-63.332	65.078	64.271
w11	-83.156	47.529	71.254
w12	-97.694	26.689	76.599
w13	-106.923	3.478	75.74
w14	-96.541	0.847	98.968
w15	-97.401	-22.339	93.401
w16	-91.962	-49.832	86.699
w17	-109.2	-18.729	71.579
w18	-103.293	-44.054	64.193
w19	-88.399	-65.673	54.287
w20	-70.678	-76.669	43.275
w21	-50.375	-84.214	31.865
w22	-114.259	-11.405	47.968
w23	-109.291	-37.504	42.039
w24	-93.167	-60.519	30.455
w25	-80.366	-70.135	21.804
w26	-63.768	-77.666	8.3
w27	-48.901	-81.588	-1.869
w28	-117.57	-14.208	26.91
w29	-107.082	-41.424	21.125
w30	-90.555	-61.386	4.419
w31	-73.114	-70.661	-8.814
w32	-54.207	-73.761	-24.446
n1	-34.968	63.471	-69.236
n2	-55.036	68.636	-23.933
n3	-90.495	47.812	0.115
n4	-104.839	11.296	7.483
n5	-99.148	-24.065	1.869
n6	-76.346	-49.496	-20.794
n7	-46.156	-64.507	-46.227
n8	-27.337	-43.934	-84.791
n9	-49.251	76.996	-46.331
n10	-77.124	62.783	-16.697
n11	-103.062	34.202	-7.338
n12	-109.096	-8.733	-6.566
n13	-95.488	-36.909	-19.63
n14	-72.743	-56.884	-37.433
n15	-53.48	-60.984	-76.051
n16	-76.349	72.577	-43.834
n17	-103.712	48.424	-22.827
n18	-116.945	13.548	-15.283
n19	-112.33	-22.591	-20.65
n20	-91.245	-53.411	-37.176
n21	-62.578	-66.791	-64.362
n22	-70.872	77.277	-71.637
n23	-102.375	68.344	-38.785
n24	-126.216	31.914	-28.035
n25	-131.374	-11.808	-23.465
n26	-121.026	-47.346	-35.6
n27	-93.389	-72.158	-57.22
n28	-59.752	-67.968	-91.015
n32	26.615	-20.634	142.379
