onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	1	1	0.395	50	0.455	1	0
3.25	1.5	go	0	0	0.0	49	0.461	1	0
7.25	1.5	go	0	0	0.0	49	0.468	1	0
9.625	1.5	go	0	1	0.0	50	0.517	1	0
12.125	1.5	go	0	0	0.0	49	0.473	1	0
14.5	1.5	go	0	1	0.0	50	0.449	1	0
19.0	1.5	failed stop	1	1	0.355	50	0.525	1	0
24.5	1.5	go	0	0	0.0	49	0.616	1	0
26.625	1.5	go	0	0	0.0	49	0.531	1	0
28.75	1.5	go	0	1	0.0	50	0.565	1	0
31.75	1.5	go	0	0	0.0	49	0.804	1	0
34.5	1.5	successful stop	1	1	0.395	0	0.0	0	1
37.375	1.5	go	0	1	0.0	50	0.546	1	0
40.875	1.5	failed stop	1	1	0.395	50	0.51	1	0
46.0	1.5	go	0	0	0.0	49	0.616	1	0
48.875	1.5	go	0	0	0.0	49	0.589	1	0
51.25	1.5	go	0	1	0.0	50	0.574	1	0
53.375	1.5	go	0	1	0.0	50	0.632	1	0
55.5	1.5	successful stop	1	0	0.275	0	0.0	0	1
57.75	1.5	go	0	0	0.0	49	0.48	1	0
60.5	1.5	go	0	1	0.0	50	0.386	1	0
64.0	1.5	successful stop	1	0	0.355	0	0.0	0	1
66.75	1.5	go	0	0	0.0	49	0.695	1	0
69.125	1.5	go	0	1	0.0	50	0.463	1	0
71.125	1.5	go	0	0	0.0	49	0.575	1	0
73.375	1.5	failed stop	1	0	0.395	49	0.549	1	0
75.375	1.5	go	0	1	0.0	50	0.524	1	0
78.125	1.5	go	0	1	0.0	50	0.534	1	0
80.625	1.5	successful stop	1	0	0.275	0	0.0	0	1
82.875	1.5	go	0	1	0.0	50	0.559	1	0
87.375	1.5	go	0	1	0.0	50	0.522	1	0
90.0	1.5	go	0	0	0.0	49	0.569	1	0
92.5	1.5	go	0	0	0.0	49	0.572	1	0
95.0	1.5	go	0	1	0.0	50	0.544	1	0
97.0	1.5	go	0	0	0.0	49	0.64	1	0
99.625	1.5	successful stop	1	1	0.315	0	0.0	0	1
104.375	1.5	go	0	0	0.0	49	0.495	1	0
107.0	1.5	go	0	1	0.0	50	0.51	1	0
109.625	1.5	successful stop	1	1	0.355	0	0.0	0	1
112.375	1.5	go	0	0	0.0	49	0.454	1	0
115.25	1.5	go	0	0	0.0	49	0.475	1	0
118.0	1.5	failed stop	1	1	0.315	50	0.468	1	0
121.625	1.5	go	0	1	0.0	50	0.578	1	0
123.625	1.5	go	0	0	0.0	49	0.594	1	0
125.75	1.5	go	0	0	0.0	49	0.485	1	0
128.5	1.5	go	0	0	0.0	49	0.606	1	0
130.625	1.5	go	0	1	0.0	50	0.617	1	0
133.375	1.5	successful stop	1	1	0.275	0	0.0	0	1
135.875	1.5	go	0	1	0.0	50	0.55	1	0
138.5	1.5	go	0	0	0.0	49	0.605	1	0
142.375	1.5	go	0	0	0.0	49	0.361	1	0
144.375	1.5	successful stop	1	1	0.315	0	0.0	0	1
147.625	1.5	successful stop	1	1	0.315	0	0.0	0	1
149.875	1.5	go	0	0	0.0	49	0.436	1	0
152.0	1.5	go	0	0	0.0	49	0.55	1	0
155.5	1.5	go	0	1	0.0	50	0.57	1	0
