name	x	y	z	size	hemisphere	group	type	manufacturer
G_A1	-54.506169	47.954582	31.854735	4	L	G	ecog	AdTech
G_A2	-55.893546	39.324557	33.533131	4	L	G	ecog	AdTech
G_A3	-57.315427	30.242907	35.308837	4	L	G	ecog	AdTech
G_A4	-58.311863	20.601269	37.141461	4	L	G	ecog	AdTech
G_A5	-58.583874	10.608671	38.954827	4	L	G	ecog	AdTech
G_A6	-58.269544	0.632917	40.695440	4	L	G	ecog	AdTech
G_A7	-56.865318	-8.888298	42.222698	4	L	G	ecog	AdTech
G_A8	-54.527696	-17.458953	43.460329	4	L	G	ecog	AdTech
G_B1	-51.586114	52.944930	38.577581	4	L	G	ecog	AdTech
G_B2	-53.470363	43.957142	40.661587	4	L	G	ecog	AdTech
G_B3	-55.276544	34.226120	42.864442	4	L	G	ecog	AdTech
G_B4	-56.283736	23.592014	45.018479	4	L	G	ecog	AdTech
G_B5	-56.678509	12.555198	47.081937	4	L	G	ecog	AdTech
G_B6	-56.332307	1.490467	48.951516	4	L	G	ecog	AdTech
G_B7	-54.792893	-9.045129	50.405051	4	L	G	ecog	AdTech
G_B8	-52.200196	-18.424344	51.365067	4	L	G	ecog	AdTech
G_C1	-46.928057	57.458490	46.180618	4	L	G	ecog	AdTech
G_C2	-49.272053	48.421459	48.853502	4	L	G	ecog	AdTech
G_C3	-51.512098	38.304542	51.671735	4	L	G	ecog	AdTech
G_C4	-52.939257	26.918158	54.335801	4	L	G	ecog	AdTech
G_C5	-53.265953	14.781768	56.618786	4	L	G	ecog	AdTech
G_C6	-52.654132	2.638668	58.464299	4	L	G	ecog	AdTech
G_C7	-50.898384	-8.817754	59.653201	4	L	G	ecog	AdTech
G_C8	-48.144692	-18.896976	60.130503	4	L	G	ecog	AdTech
G_D1	-40.741171	61.322725	54.325072	4	L	G	ecog	AdTech
G_D2	-42.994617	52.115102	57.586896	4	L	G	ecog	AdTech
G_D3	-45.217282	41.726857	61.030779	4	L	G	ecog	AdTech
G_D4	-47.116051	30.051532	64.456341	4	L	G	ecog	AdTech
G_D5	-47.147091	17.010978	66.727887	4	L	G	ecog	AdTech
G_D6	-46.429165	4.086470	68.421920	4	L	G	ecog	AdTech
G_D7	-44.806453	-8.072377	69.309976	4	L	G	ecog	AdTech
G_D8	-42.136706	-18.667396	69.147999	4	L	G	ecog	AdTech
G_E1	-32.739851	63.370457	62.107835	4	L	G	ecog	AdTech
G_E2	-34.944122	54.605871	66.122071	4	L	G	ecog	AdTech
G_E3	-37.183245	44.471402	70.404338	4	L	G	ecog	AdTech
G_E4	-38.809116	32.515475	74.282431	4	L	G	ecog	AdTech
G_E5	-38.615893	18.982430	76.323534	4	L	G	ecog	AdTech
G_E6	-37.860346	5.713525	77.671354	4	L	G	ecog	AdTech
G_E7	-36.606869	-6.756929	78.311394	4	L	G	ecog	AdTech
G_E8	-34.375839	-17.627598	77.556346	4	L	G	ecog	AdTech
G_F1	-23.856708	63.657903	68.878785	4	L	G	ecog	AdTech
G_F2	-25.424593	54.962531	73.126159	4	L	G	ecog	AdTech
G_F3	-27.130423	45.175474	77.793743	4	L	G	ecog	AdTech
G_F4	-27.958793	33.166510	81.209493	4	L	G	ecog	AdTech
G_F5	-27.994166	20.186904	83.330917	4	L	G	ecog	AdTech
G_F6	-27.501158	7.315202	84.471675	4	L	G	ecog	AdTech
G_F7	-26.792198	-4.881516	85.113858	4	L	G	ecog	AdTech
G_F8	-25.294780	-15.668381	84.098109	4	L	G	ecog	AdTech
G_G1	-15.132791	63.077051	74.689194	4	L	G	ecog	AdTech
G_G2	-16.074515	54.371891	78.863369	4	L	G	ecog	AdTech
G_G3	-16.834943	44.209814	82.668967	4	L	G	ecog	AdTech
G_G4	-17.221459	32.696564	85.495268	4	L	G	ecog	AdTech
G_G5	-17.298572	20.649790	87.431334	4	L	G	ecog	AdTech
G_G6	-17.279944	8.712130	89.055279	4	L	G	ecog	AdTech
G_G7	-16.796734	-2.763339	89.171580	4	L	G	ecog	AdTech
G_G8	-16.063800	-13.154373	88.366038	4	L	G	ecog	AdTech
G_H1	-6.748685	60.492176	78.318125	4	L	G	ecog	AdTech
G_H2	-7.182608	51.897777	82.003576	4	L	G	ecog	AdTech
G_H3	-7.569568	42.345190	85.448768	4	L	G	ecog	AdTech
G_H4	-7.847818	31.862698	88.250608	4	L	G	ecog	AdTech
G_H5	-8.039049	20.927785	90.514937	4	L	G	ecog	AdTech
G_H6	-8.018413	9.814362	91.395368	4	L	G	ecog	AdTech
G_H7	-7.779868	-0.717996	90.788133	4	L	G	ecog	AdTech
G_H8	-7.652502	-10.585695	90.873037	4	L	G	ecog	AdTech
IHA1	0.836364	59.709396	52.571981	4	L	IHA	ecog	AdTech
IHA2	0.836364	62.709396	61.299253	4	L	IHA	ecog	AdTech
IHA3	-1.490909	62.709396	70.608344	4	L	IHA	ecog	AdTech
IHA4	-4.500000	65.709396	76.835617	4	L	IHA	ecog	AdTech
IHB1	4.500000	16.709396	68.835617	4	L	IHB	ecog	AdTech
IHB2	3.500000	26.244750	73.912385	4	L	IHB	ecog	AdTech
IHB3	3.500000	35.036669	78.825516	4	L	IHB	ecog	AdTech
IHB4	3.500000	37.881114	83.997233	4	L	IHB	ecog	AdTech
IHC1	4.500000	15.709396	64.835617	4	L	IHC	ecog	AdTech
IHC2	3.166667	17.376063	73.168950	4	L	IHC	ecog	AdTech
IHC3	1.833333	19.042730	81.502284	4	L	IHC	ecog	AdTech
IHC4	0.500000	20.709396	89.835617	4	L	IHC	ecog	AdTech
TA_1	-28.500000	56.709396	22.835617	5	L	TA	depth	AdTech
TA_2	-27.116203	47.945350	27.448273	5	L	TA	depth	AdTech
TA_3	-25.732406	39.181303	32.060929	5	L	TA	depth	AdTech
TA_4	-23.500000	29.873033	35.762890	5	L	TA	depth	AdTech
TA_5	-22.500000	20.951821	40.417435	5	L	TA	depth	AdTech
TA_6	-21.500000	12.418487	44.296223	5	L	TA	depth	AdTech
TA_7	-20.500000	4.660912	49.338647	5	L	TA	depth	AdTech
TA_8	-18.500000	-5.036058	54.768950	5	L	TA	depth	AdTech
TA_9	-17.429626	-13.402975	59.736865	5	L	TA	depth	AdTech
TA10	-16.045829	-22.167022	64.349521	5	L	TA	depth	AdTech
TB_1	-35.500000	43.709396	19.835617	5	L	TB	depth	AdTech
TB_2	-33.626964	35.536149	25.284449	5	L	TB	depth	AdTech
TB_3	-31.753928	27.362902	30.733280	5	L	TB	depth	AdTech
TB_4	-29.427273	19.594245	35.835617	5	L	TB	depth	AdTech
TB_5	-28.007857	11.016407	41.630943	5	L	TB	depth	AdTech
TB_6	-26.324242	3.709396	46.235617	5	L	TB	depth	AdTech
TB_7	-24.500000	-4.260301	51.278041	5	L	TB	depth	AdTech
TB_8	-22.500000	-11.446159	57.429556	5	L	TB	depth	AdTech
TB_9	-22.172727	-19.074442	62.835617	5	L	TB	depth	AdTech
TB10	-21.396970	-26.573432	69.835617	5	L	TB	depth	AdTech
