onset	duration	trial_type	easy_par	hard_par
16.002	4.500	easy_par	0.542	n/a
21.263	4.500	easy_par	-0.458	n/a
31.751	4.500	easy_par	0.542	n/a
37.012	4.500	easy_par	-0.458	n/a
42.256	4.500	hard_par	n/a	-1.979
47.517	4.500	easy_par	-0.458	n/a
52.761	4.500	easy_par	-0.458	n/a
58.006	4.500	easy_par	-0.458	n/a
63.267	4.500	hard_par	n/a	-1.979
68.511	4.500	hard_par	n/a	-2.979
73.755	4.500	hard_par	n/a	-1.979
79.016	4.500	easy_par	-0.458	n/a
84.260	4.500	easy_par	0.542	n/a
89.504	4.500	easy_par	0.542	n/a
94.765	4.500	easy_par	0.542	n/a
105.254	4.500	hard_par	n/a	-1.979
110.515	4.500	hard_par	n/a	-1.979
115.759	4.500	hard_par	n/a	-1.979
121.003	4.500	easy_par	0.542	n/a
126.264	4.500	hard_par	n/a	-1.979
131.509	4.500	hard_par	n/a	-1.979
136.753	4.500	easy_par	-0.458	n/a
142.014	4.500	easy_par	0.542	n/a
147.258	4.500	hard_par	n/a	-1.979
152.502	4.500	easy_par	0.542	n/a
157.763	4.500	hard_par	n/a	-1.979
163.007	4.500	hard_par	n/a	-1.979
168.252	4.500	hard_par	n/a	-1.979
178.757	4.500	easy_par	-0.458	n/a
184.001	4.500	hard_par	n/a	-1.979
189.262	4.500	hard_par	n/a	-1.979
194.506	4.500	easy_par	0.542	n/a
199.767	4.500	easy_par	-0.458	n/a
205.011	4.500	hard_par	n/a	-2.979
210.256	4.500	hard_par	n/a	-1.979
215.516	4.500	hard_par	n/a	-1.979
220.761	4.500	hard_par	n/a	-1.979
226.005	4.500	easy_par	-0.458	n/a
231.266	4.500	easy_par	0.542	n/a
236.510	4.500	hard_par	n/a	-1.979
241.755	4.500	easy_par	-0.458	n/a
252.260	4.500	easy_par	-0.458	n/a
257.504	4.500	easy_par	-0.458	n/a
262.765	4.500	hard_par	n/a	-1.979
268.009	4.500	easy_par	0.542	n/a
273.253	4.500	easy_par	-0.458	n/a
278.514	4.500	hard_par	n/a	-1.979
283.758	4.500	easy_par	0.542	n/a
289.003	4.500	easy_par	-0.458	n/a
294.264	4.500	hard_par	n/a	-1.979
299.508	4.500	hard_par	n/a	-1.979
304.752	4.500	easy_par	-0.458	n/a
310.013	4.500	easy_par	0.542	n/a
315.257	4.500	hard_par	n/a	-1.979
325.762	4.500	easy_par	-0.458	n/a
331.007	4.500	easy_par	-0.458	n/a
336.251	4.500	hard_par	n/a	-1.979
341.512	4.500	hard_par	n/a	-1.979
346.756	4.500	hard_par	n/a	-1.979
352.017	4.500	easy_par	-0.458	n/a
357.261	4.500	hard_par	n/a	-1.979
362.505	4.500	easy_par	-0.458	n/a
367.766	4.500	hard_par	n/a	-1.979
373.010	4.500	easy_par	-0.458	n/a
378.255	4.500	easy_par	0.542	n/a
383.516	4.500	easy_par	-0.458	n/a
388.760	4.500	hard_par	n/a	-2.979
399.265	4.500	hard_par	n/a	-1.979
404.510	4.500	easy_par	0.542	n/a
409.754	4.500	hard_par	n/a	-1.979
415.015	4.500	hard_par	n/a	-1.979
420.259	4.500	hard_par	n/a	-1.979
425.503	4.500	easy_par	0.542	n/a
430.764	4.500	hard_par	n/a	-1.979
436.008	4.500	hard_par	n/a	-1.979
441.252	4.500	easy_par	0.542	n/a
446.513	4.500	hard_par	n/a	-1.979
451.758	4.500	hard_par	n/a	-1.979
457.002	4.500	easy_par	0.542	n/a
462.263	4.500	easy_par	-0.458	n/a
472.751	4.500	easy_par	-0.458	n/a
478.012	4.500	hard_par	n/a	-1.979
483.257	4.500	hard_par	n/a	-1.979
488.517	4.500	easy_par	-0.458	n/a
493.762	4.500	hard_par	n/a	96.021
499.006	4.500	easy_par	0.542	n/a
504.267	4.500	easy_par	-0.458	n/a
509.511	4.500	easy_par	0.542	n/a
514.755	4.500	hard_par	n/a	-1.979
520.016	4.500	easy_par	0.542	n/a
525.260	4.500	hard_par	n/a	-1.979
530.505	4.500	hard_par	n/a	-1.979
535.766	4.500	easy_par	0.542	n/a
546.254	4.500	hard_par	n/a	-1.979
551.515	4.500	hard_par	n/a	-1.979
556.759	4.500	hard_par	n/a	-1.979
