onset	duration	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
24.59890909	n/a	show_face_initial	unfamiliar_face	first_show	1	n/a	13	u097.bmp
25.31981818	n/a	right_press	n/a	n/a	1	n/a	4096	n/a
25.43254545	n/a	show_circle	n/a	n/a	1	n/a	0	circle.bmp
27.13254545	n/a	show_cross	n/a	n/a	2	n/a	1	cross.bmp
27.62254545	n/a	show_face	unfamiliar_face	immediate_repeat	2	1	14	u097.bmp
28.11981818	n/a	right_press	n/a	n/a	2	n/a	4096	n/a
28.59527273	n/a	show_circle	n/a	n/a	2	n/a	0	circle.bmp
30.29527273	n/a	show_cross	n/a	n/a	3	n/a	1	cross.bmp
30.87981818	n/a	show_face	famous_face	first_show	3	n/a	5	f103.bmp
31.56254545	n/a	right_press	n/a	n/a	3	n/a	4096	n/a
31.81618182	n/a	show_circle	n/a	n/a	3	n/a	0	circle.bmp
33.51618182	n/a	show_cross	n/a	n/a	4	n/a	1	cross.bmp
34.05436364	n/a	show_face	famous_face	immediate_repeat	4	1	6	f103.bmp
34.66890909	n/a	right_press	n/a	n/a	4	n/a	4096	n/a
34.98709091	n/a	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.68709091	n/a	show_cross	n/a	n/a	5	n/a	1	cross.bmp
37.31163636	n/a	show_face	unfamiliar_face	first_show	5	n/a	13	u112.bmp
38.20527273	n/a	show_circle	n/a	n/a	5	n/a	0	circle.bmp
39.90527273	n/a	show_cross	n/a	n/a	6	n/a	1	cross.bmp
40.36890909	n/a	show_face	famous_face	first_show	6	n/a	5	f130.bmp
40.98254545	n/a	right_press	n/a	n/a	6	n/a	4096	n/a
41.38072727	n/a	show_circle	n/a	n/a	6	n/a	0	circle.bmp
43.08072727	n/a	show_cross	n/a	n/a	7	n/a	1	cross.bmp
43.55890909	n/a	show_face	famous_face	first_show	7	n/a	5	f004.bmp
44.558	n/a	show_circle	n/a	n/a	7	n/a	0	circle.bmp
46.258	n/a	show_cross	n/a	n/a	8	n/a	1	cross.bmp
46.86709091	n/a	show_face	famous_face	immediate_repeat	8	1	6	f004.bmp
47.780727272700005	n/a	show_circle	n/a	n/a	8	n/a	0	circle.bmp
49.48072727	n/a	show_cross	n/a	n/a	9	n/a	1	cross.bmp
49.95709091	n/a	show_face	unfamiliar_face	first_show	9	n/a	13	u111.bmp
50.55345455	n/a	right_press	n/a	n/a	9	n/a	4096	n/a
50.96436364	n/a	show_circle	n/a	n/a	9	n/a	0	circle.bmp
52.664363636400005	n/a	show_cross	n/a	n/a	10	n/a	1	cross.bmp
53.26527273	n/a	show_face	unfamiliar_face	immediate_repeat	10	1	14	u111.bmp
53.85618182	n/a	right_press	n/a	n/a	10	n/a	4096	n/a
54.21618182	n/a	show_circle	n/a	n/a	10	n/a	0	circle.bmp
55.91618182	n/a	show_cross	n/a	n/a	11	n/a	1	cross.bmp
56.52254545	n/a	show_face	famous_face	first_show	11	n/a	5	f025.bmp
57.48527272729999	n/a	show_circle	n/a	n/a	11	n/a	0	circle.bmp
