onset	duration	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
24.20981818	n/a	show_face_initial	unfamiliar_face	first_show	1	n/a	13	u032.bmp
25.03527273	n/a	show_circle	n/a	n/a	1	n/a	0	circle.bmp
25.158	n/a	left_press	n/a	n/a	1	n/a	256	n/a
26.73527273	n/a	show_cross	n/a	n/a	2	n/a	1	cross.bmp
27.24981818	n/a	show_face	unfamiliar_face	immediate_repeat	2	1	14	u032.bmp
27.89709091	n/a	left_press	n/a	n/a	2	n/a	256	n/a
28.09981818	n/a	show_circle	n/a	n/a	2	n/a	0	circle.bmp
29.79981818	n/a	show_cross	n/a	n/a	3	n/a	1	cross.bmp
30.35709091	n/a	show_face	unfamiliar_face	first_show	3	n/a	13	u088.bmp
31.188	n/a	show_circle	n/a	n/a	3	n/a	0	circle.bmp
32.888	n/a	show_cross	n/a	n/a	4	n/a	1	cross.bmp
33.36436364	n/a	show_face	unfamiliar_face	first_show	4	n/a	13	u084.bmp
34.368	n/a	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.068	n/a	show_cross	n/a	n/a	5	n/a	1	cross.bmp
36.55618182	n/a	show_face	famous_face	first_show	5	n/a	5	f123.bmp
37.31618182	n/a	right_press	n/a	n/a	5	n/a	4096	n/a
37.38254545	n/a	show_circle	n/a	n/a	5	n/a	0	circle.bmp
39.08254545	n/a	show_cross	n/a	n/a	6	n/a	1	cross.bmp
39.57890909	n/a	show_face	unfamiliar_face	first_show	6	n/a	13	u022.bmp
40.581636363600005	n/a	show_circle	n/a	n/a	6	n/a	0	circle.bmp
42.28163636	n/a	show_cross	n/a	n/a	7	n/a	1	cross.bmp
42.80254545	n/a	show_face	famous_face	first_show	7	n/a	5	f094.bmp
43.54890909	n/a	right_press	n/a	n/a	7	n/a	4096	n/a
43.71981818	n/a	show_circle	n/a	n/a	7	n/a	0	circle.bmp
45.41981818	n/a	show_cross	n/a	n/a	8	n/a	1	cross.bmp
46.043454545500005	n/a	show_face	scrambled_face	first_show	8	n/a	17	s150.bmp
46.95072727270001	n/a	show_circle	n/a	n/a	8	n/a	0	circle.bmp
48.65072727	n/a	show_cross	n/a	n/a	9	n/a	1	cross.bmp
49.13436364	n/a	show_face	unfamiliar_face	delayed_repeat	9	6	15	u088.bmp
50.13527273	n/a	show_circle	n/a	n/a	9	n/a	0	circle.bmp
51.83527273	n/a	show_cross	n/a	n/a	10	n/a	1	cross.bmp
52.39163636	n/a	show_face	famous_face	first_show	10	n/a	5	f063.bmp
53.100727272700006	n/a	right_press	n/a	n/a	10	n/a	4096	n/a
53.26163636	n/a	show_circle	n/a	n/a	10	n/a	0	circle.bmp
54.96163636359999	n/a	show_cross	n/a	n/a	11	n/a	1	cross.bmp
55.54890909	n/a	show_face	unfamiliar_face	delayed_repeat	11	7	15	u084.bmp
56.55890909	n/a	show_circle	n/a	n/a	11	n/a	0	circle.bmp
58.258909090900005	n/a	show_cross	n/a	n/a	12	n/a	1	cross.bmp
58.80618182	n/a	show_face	unfamiliar_face	first_show	12	n/a	13	u004.bmp
59.54072727	n/a	left_press	n/a	n/a	12	n/a	256	n/a
59.72709091	n/a	show_circle	n/a	n/a	12	n/a	0	circle.bmp
61.42709091	n/a	show_cross	n/a	n/a	13	n/a	1	cross.bmp
61.91345455	n/a	show_face	unfamiliar_face	immediate_repeat	13	1	14	u004.bmp
62.850727272700006	n/a	left_press	n/a	n/a	13	n/a	256	n/a
62.89345455	n/a	show_circle	n/a	n/a	13	n/a	0	circle.bmp
64.59345455	n/a	show_cross	n/a	n/a	14	n/a	1	cross.bmp
65.10436363640001	n/a	show_face	famous_face	delayed_repeat	14	9	7	f123.bmp
65.79890909	n/a	right_press	n/a	n/a	14	n/a	4096	n/a
66.10436363640001	n/a	show_circle	n/a	n/a	14	n/a	0	circle.bmp
67.80436364	n/a	show_cross	n/a	n/a	15	n/a	1	cross.bmp
68.42890909	n/a	show_face	famous_face	first_show	15	n/a	5	f006.bmp
69.34709091	n/a	right_press	n/a	n/a	15	n/a	4096	n/a
69.36254545	n/a	show_circle	n/a	n/a	15	n/a	0	circle.bmp
71.06254545	n/a	show_cross	n/a	n/a	16	n/a	1	cross.bmp
71.60254545	n/a	show_face	unfamiliar_face	delayed_repeat	16	10	15	u022.bmp
72.32981818180001	n/a	right_press	n/a	n/a	16	n/a	4096	n/a
72.56163636	n/a	show_circle	n/a	n/a	16	n/a	0	circle.bmp
74.26163636359999	n/a	show_cross	n/a	n/a	17	n/a	1	cross.bmp
74.75981818	n/a	show_face	scrambled_face	first_show	17	n/a	17	s043.bmp
75.69890909	n/a	left_press	n/a	n/a	17	n/a	256	n/a
75.73345455	n/a	show_circle	n/a	n/a	17	n/a	0	circle.bmp
77.43345455	n/a	show_cross	n/a	n/a	18	n/a	1	cross.bmp
78.06709091	n/a	show_face	scrambled_face	immediate_repeat	18	1	18	s043.bmp
78.81072727	n/a	left_press	n/a	n/a	18	n/a	256	n/a
78.94345455	n/a	show_circle	n/a	n/a	18	n/a	0	circle.bmp
80.64345455	n/a	show_cross	n/a	n/a	19	n/a	1	cross.bmp
81.19163636	n/a	show_face	famous_face	delayed_repeat	19	12	7	f094.bmp
81.84163636	n/a	right_press	n/a	n/a	19	n/a	4096	n/a
82.13709091	n/a	show_circle	n/a	n/a	19	n/a	0	circle.bmp
83.83709091	n/a	show_cross	n/a	n/a	20	n/a	1	cross.bmp
84.49890909	n/a	show_face	scrambled_face	first_show	20	n/a	17	s083.bmp
85.43072727270001	n/a	show_circle	n/a	n/a	20	n/a	0	circle.bmp
85.61890909	n/a	left_press	n/a	n/a	20	n/a	256	n/a
87.13072727	n/a	show_cross	n/a	n/a	21	n/a	1	cross.bmp
87.75618181819999	n/a	show_face	scrambled_face	immediate_repeat	21	1	18	s083.bmp
88.62527273	n/a	show_circle	n/a	n/a	21	n/a	0	circle.bmp
90.32527273	n/a	show_cross	n/a	n/a	22	n/a	1	cross.bmp
90.89709091	n/a	show_face	scrambled_face	delayed_repeat	22	14	19	s150.bmp
91.72436364	n/a	show_circle	n/a	n/a	22	n/a	0	circle.bmp
93.42436364	n/a	show_cross	n/a	n/a	23	n/a	1	cross.bmp
93.88709091	n/a	show_face	famous_face	first_show	23	n/a	5	f093.bmp
94.77709091	n/a	show_circle	n/a	n/a	23	n/a	0	circle.bmp
94.81072727	n/a	left_press	n/a	n/a	23	n/a	256	n/a
96.47709091	n/a	show_cross	n/a	n/a	24	n/a	1	cross.bmp
97.078	n/a	show_face	famous_face	delayed_repeat	24	14	7	f063.bmp
97.668	n/a	right_press	n/a	n/a	24	n/a	4096	n/a
97.93890909	n/a	show_circle	n/a	n/a	24	n/a	0	circle.bmp
99.63890909	n/a	show_cross	n/a	n/a	25	n/a	1	cross.bmp
100.218	n/a	show_face	famous_face	first_show	25	n/a	5	f143.bmp
100.9407273	n/a	right_press	n/a	n/a	25	n/a	4096	n/a
101.2198182	n/a	show_circle	n/a	n/a	25	n/a	0	circle.bmp
102.9198182	n/a	show_cross	n/a	n/a	26	n/a	1	cross.bmp
103.4589091	n/a	show_face	famous_face	immediate_repeat	26	1	6	f143.bmp
104.0743636	n/a	right_press	n/a	n/a	26	n/a	4096	n/a
104.3925455	n/a	show_circle	n/a	n/a	26	n/a	0	circle.bmp
106.0925455	n/a	show_cross	n/a	n/a	27	n/a	1	cross.bmp
106.5661818	n/a	show_face	scrambled_face	first_show	27	n/a	17	s142.bmp
107.408	n/a	show_circle	n/a	n/a	27	n/a	0	circle.bmp
107.4134545	n/a	left_press	n/a	n/a	27	n/a	256	n/a
109.108	n/a	show_cross	n/a	n/a	28	n/a	1	cross.bmp
109.7407273	n/a	show_face	famous_face	delayed_repeat	28	13	7	f006.bmp
110.5252727	n/a	left_press	n/a	n/a	28	n/a	256	n/a
110.7089091	n/a	show_circle	n/a	n/a	28	n/a	0	circle.bmp
112.4089091	n/a	show_cross	n/a	n/a	29	n/a	1	cross.bmp
112.998	n/a	show_face	unfamiliar_face	first_show	29	n/a	13	u131.bmp
113.7443636	n/a	left_press	n/a	n/a	29	n/a	256	n/a
113.9298182	n/a	show_circle	n/a	n/a	29	n/a	0	circle.bmp
115.6298182	n/a	show_cross	n/a	n/a	30	n/a	1	cross.bmp
116.138	n/a	show_face	unfamiliar_face	first_show	30	n/a	13	u020.bmp
117.1143636	n/a	show_circle	n/a	n/a	30	n/a	0	circle.bmp
118.8143636	n/a	show_cross	n/a	n/a	31	n/a	1	cross.bmp
119.2789091	n/a	show_face	unfamiliar_face	immediate_repeat	31	1	14	u020.bmp
119.8943636	n/a	left_press	n/a	n/a	31	n/a	256	n/a
120.1043636	n/a	show_circle	n/a	n/a	31	n/a	0	circle.bmp
121.8043636	n/a	show_cross	n/a	n/a	32	n/a	1	cross.bmp
122.3025455	n/a	show_face	scrambled_face	first_show	32	n/a	17	s088.bmp
123.1370909	n/a	left_press	n/a	n/a	32	n/a	256	n/a
123.2089091	n/a	show_circle	n/a	n/a	32	n/a	0	circle.bmp
124.9089091	n/a	show_cross	n/a	n/a	33	n/a	1	cross.bmp
125.4098182	n/a	show_face	famous_face	delayed_repeat	33	10	7	f093.bmp
126.0852727	n/a	right_press	n/a	n/a	33	n/a	4096	n/a
126.3307273	n/a	show_circle	n/a	n/a	33	n/a	0	circle.bmp
128.0307273	n/a	show_cross	n/a	n/a	34	n/a	1	cross.bmp
128.5834545	n/a	show_face	scrambled_face	first_show	34	n/a	17	s081.bmp
129.5343636	n/a	show_circle	n/a	n/a	34	n/a	0	circle.bmp
129.778	n/a	right_press	n/a	n/a	34	n/a	4096	n/a
131.2343636	n/a	show_cross	n/a	n/a	35	n/a	1	cross.bmp
131.758	n/a	show_face	scrambled_face	immediate_repeat	35	1	18	s081.bmp
