onset	duration	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
25.696181818200003	n/a	show_face_initial	scrambled_face	first_show	1	n/a	17	s096.bmp
26.56163636	n/a	show_circle	n/a	n/a	1	n/a	0	circle.bmp
28.26163636	n/a	show_cross	n/a	n/a	2	n/a	1	cross.bmp
28.88709091	n/a	show_face	famous_face	first_show	2	n/a	5	f148.bmp
29.771636363600003	n/a	right_press	n/a	n/a	2	n/a	4096	n/a
29.90527273	n/a	show_circle	n/a	n/a	2	n/a	0	circle.bmp
31.60527273	n/a	show_cross	n/a	n/a	3	n/a	1	cross.bmp
32.19436364	n/a	show_face	famous_face	immediate_repeat	3	1	6	f148.bmp
32.78981818	n/a	right_press	n/a	n/a	3	n/a	4096	n/a
33.03163636	n/a	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.73163636	n/a	show_cross	n/a	n/a	4	n/a	1	cross.bmp
35.18436364	n/a	show_face	scrambled_face	first_show	4	n/a	17	s071.bmp
36.02890909	n/a	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.10890909	n/a	right_press	n/a	n/a	4	n/a	4096	n/a
37.72890909	n/a	show_cross	n/a	n/a	5	n/a	1	cross.bmp
38.35890909	n/a	show_face	scrambled_face	immediate_repeat	5	1	18	s071.bmp
38.82709091	n/a	right_press	n/a	n/a	5	n/a	4096	n/a
39.37072727	n/a	show_circle	n/a	n/a	5	n/a	0	circle.bmp
41.07072727	n/a	show_cross	n/a	n/a	6	n/a	1	cross.bmp
41.64981818	n/a	show_face	unfamiliar_face	first_show	6	n/a	13	u005.bmp
42.53072727	n/a	show_circle	n/a	n/a	6	n/a	0	circle.bmp
44.23072727	n/a	show_cross	n/a	n/a	7	n/a	1	cross.bmp
44.723454545500005	n/a	show_face	famous_face	first_show	7	n/a	5	f119.bmp
45.47709091	n/a	right_press	n/a	n/a	7	n/a	4096	n/a
45.608	n/a	show_circle	n/a	n/a	7	n/a	0	circle.bmp
47.308	n/a	show_cross	n/a	n/a	8	n/a	1	cross.bmp
47.79709091	n/a	show_face	famous_face	first_show	8	n/a	5	f145.bmp
48.390727272700005	n/a	right_press	n/a	n/a	8	n/a	4096	n/a
