name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	34.66720943	47.40792251	123.0790321	n/a	n/a	n/a
Rx1	detector	25.45599966	64.92474966	103.8310473	n/a	n/a	n/a
Rx4	detector	18.01930197	21.22847094	151.5219263	n/a	n/a	n/a
Rx3	detector	-17.72634482	43.6795447	132.6319076	n/a	n/a	n/a
Rx6	detector	-50.4788699	68.47857886	78.50079647	n/a	n/a	n/a
Rx5	detector	62.90410063	65.80573465	60.63812877	n/a	n/a	n/a
Rx8	detector	-68.55155563	46.41872094	110.8565736	n/a	n/a	n/a
Rx7	detector	31.35526173	76.24297935	77.86236006	n/a	n/a	n/a
Rx9	detector	69.59201333	-60.87607874	63.93061916	n/a	n/a	n/a
Rx11	detector	37.33669322	-72.59911245	81.61912346	n/a	n/a	n/a
Rx10	detector	-50.13746687	-76.7420412	84.9491149	n/a	n/a	n/a
Rx12	detector	-66.76394599	-47.91268545	113.1416561	n/a	n/a	n/a
Tx1a	source	44.28460276	46.84111582	118.9118014	n/a	n/a	n/a
Tx4	source	43.84066359	23.13222018	138.2207209	n/a	n/a	n/a
Tx1b	source	34.10740158	64.06949046	100.0258632	n/a	n/a	n/a
Tx3	source	13.49736453	51.32217941	131.9783758	n/a	n/a	n/a
Tx1c	source	19.6088315	11.8108229	152.0723338	n/a	n/a	n/a
Tx2	source	0.267568275	67.35001407	113.6225681	n/a	n/a	n/a
Tx5	source	-13.03957187	16.04178002	152.2960593	n/a	n/a	n/a
Tx1d	source	-26.28532411	44.09839683	134.5564796	n/a	n/a	n/a
Tx6a	source	-46.60248953	73.06120226	71.19392652	n/a	n/a	n/a
Tx9	source	-78.44792212	52.57527623	82.3552384	n/a	n/a	n/a
Tx6b	source	71.11065812	61.01054584	60.14688967	n/a	n/a	n/a
Tx8	source	36.2917309	79.19141647	48.47801855	n/a	n/a	n/a
Tx6c	source	-72.95732761	38.2659441	115.7925282	n/a	n/a	n/a
Tx7	source	57.57222013	60.73471089	90.83581339	n/a	n/a	n/a
Tx10	source	-42.84967328	61.7144894	107.4724996	n/a	n/a	n/a
Tx6d	source	23.53031773	76.49694663	79.35615115	n/a	n/a	n/a
Tx12	source	40.33673256	-77.46506639	53.51956368	n/a	n/a	n/a
Tx13	source	60.20998755	-56.51333032	96.75296773	n/a	n/a	n/a
Tx14	source	-76.24289378	-59.1100524	86.53737851	n/a	n/a	n/a
Tx15	source	-43.0528038	-66.88417867	110.8549733	n/a	n/a	n/a
Tx11a	source	76.22202346	-56.54084249	58.9746777	n/a	n/a	n/a
Tx11b	source	-44.89783656	-79.19665344	74.37983028	n/a	n/a	n/a
Tx11c	source	28.7653049	-73.85169107	85.12287693	n/a	n/a	n/a
Tx11d	source	-70.09179885	-40.77233326	116.9036593	n/a	n/a	n/a
