onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
9.97999999998137	25.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	11.0450099000009	1	stimulus	n/a	n/a	QQCQOCGO	1	1	0	test trial
35.9859302000841	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
36.6500223000767	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
37.2019213000312	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
37.8582339000423	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
38.3460324000334	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
38.8580437001074	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
39.530192800099	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
40.1218011000892	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
40.7938467001077	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
41.3862838000059	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
42.074024300091	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
42.6819500999991	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
46.0999999999767	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
70.5	24.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
94.4684984000633	8.68821930000558	2	stimulus	n/a	n/a	QQQOCQQO	0	0	1	n/a
94.8260944000212	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
95.4338062000461	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
96.0020625001052	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
96.6579202000285	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
97.2580257999944	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
97.9061174000381	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
98.5700959000969	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
99.1218922000844	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
99.754063700093	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
100.41792180005	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
101.10601280001	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
101.714116000105	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
103.199999999953	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
