name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	41.85378044	42.58328114	118.3570994	n/a	n/a	n/a
Rx1	detector	34.66240398	63.43177366	96.95226921	n/a	n/a	n/a
Rx4	detector	20.39498635	21.60402485	143.961064	n/a	n/a	n/a
Rx3	detector	-7.32425072	39.24188835	136.9333624	n/a	n/a	n/a
Rx6	detector	-50.45138399	72.53899995	83.21956357	n/a	n/a	n/a
Rx5	detector	64.63828819	66.56147241	54.67235221	n/a	n/a	n/a
Rx8	detector	-66.75114159	42.63519737	111.5013913	n/a	n/a	n/a
Rx7	detector	38.42619894	74.8289725	72.6202441	n/a	n/a	n/a
Rx9	detector	67.91843223	-62.96252691	49.48552306	n/a	n/a	n/a
Rx11	detector	34.90976377	-77.08431405	68.77029635	n/a	n/a	n/a
Rx10	detector	-40.47755756	-74.12118183	79.8656103	n/a	n/a	n/a
Rx12	detector	-60.75512845	-52.67131631	105.5418027	n/a	n/a	n/a
Tx1a	source	49.74635356	40.55314556	113.0741803	n/a	n/a	n/a
Tx4	source	48.95903218	20.77213309	130.7504267	n/a	n/a	n/a
Tx1b	source	41.69012883	62.90159786	93.59808803	n/a	n/a	n/a
Tx3	source	21.0683698	39.05387897	129.9179251	n/a	n/a	n/a
Tx1c	source	21.56195492	12.02089038	144.4985372	n/a	n/a	n/a
Tx2	source	-7.027965225	69.50583342	110.7353249	n/a	n/a	n/a
Tx5	source	-10.03985622	17.60865751	145.2659028	n/a	n/a	n/a
Tx1d	source	-18.08843058	36.21561217	137.4175071	n/a	n/a	n/a
Tx6a	source	-44.11789575	75.36076688	76.42463008	n/a	n/a	n/a
Tx9	source	-77.60178899	56.35777901	83.39977136	n/a	n/a	n/a
Tx6b	source	70.9400873	61.956693	48.68437819	n/a	n/a	n/a
Tx8	source	41.81107615	79.47267731	44.78092665	n/a	n/a	n/a
Tx6c	source	-69.39832517	34.65422133	118.9132286	n/a	n/a	n/a
Tx7	source	63.96089761	58.61228652	83.07162679	n/a	n/a	n/a
Tx10	source	-40.63072854	61.85565415	111.0633896	n/a	n/a	n/a
Tx6d	source	30.6676598	74.81676824	77.18027876	n/a	n/a	n/a
Tx12	source	40.85299377	-79.10180522	42.93928974	n/a	n/a	n/a
Tx13	source	60.31379007	-62.35785917	80.04065982	n/a	n/a	n/a
Tx14	source	-69.90082476	-61.82982321	76.89401533	n/a	n/a	n/a
Tx15	source	-29.28248037	-65.58299588	107.9956661	n/a	n/a	n/a
Tx11a	source	73.36338981	-58.47776347	43.64758721	n/a	n/a	n/a
Tx11b	source	-34.87932956	-75.97364386	74.00455534	n/a	n/a	n/a
Tx11c	source	29.26350412	-77.09866317	75.42762691	n/a	n/a	n/a
Tx11d	source	-62.90023503	-44.20221573	109.9804387	n/a	n/a	n/a
