onset	duration	onset_sample	stim_type	trigger	stim_file
24.0609	0	26467	Scrambled	17	meg/s085.bmp
27.3009	0	30031	Scrambled	18	meg/s085.bmp
30.4582	0	33504	Famous	5	meg/f072.bmp
33.5145	0	36866	Famous	6	meg/f072.bmp
36.6391	0	40303	Scrambled	17	meg/s031.bmp
39.8291	0	43812	Scrambled	18	meg/s031.bmp
42.97	0	47267	Famous	5	meg/f009.bmp
46.2273	0	50850	Scrambled	17	meg/s086.bmp
49.4345	0	54378	Scrambled	18	meg/s086.bmp
52.5591	0	57815	Unfamiliar	13	meg/u054.bmp
55.7164	0	61288	Unfamiliar	14	meg/u054.bmp
58.7727	0	64650	Famous	5	meg/f103.bmp
61.8973	0	68087	Famous	5	meg/f030.bmp
65.1045	0	71615	Famous	6	meg/f030.bmp
68.3455	0	75180	Scrambled	17	meg/s009.bmp
71.5527	0	78708	Famous	7	meg/f009.bmp
74.7436	0	82218	Famous	5	meg/f006.bmp
77.9673	0	85764	Scrambled	17	meg/s002.bmp
81.0073	0	89108	Famous	5	meg/f002.bmp
84.1327	0	92546	Famous	7	meg/f103.bmp
87.1891	0	95908	Scrambled	17	meg/s071.bmp
90.3964	0	99436	Scrambled	18	meg/s071.bmp
93.52	0	102872	Scrambled	17	meg/s088.bmp
96.7109	0	106382	Scrambled	18	meg/s088.bmp
99.9682	0	109965	Scrambled	19	meg/s009.bmp
103.108	0	113419	Famous	5	meg/f101.bmp
106.149	0	116764	Famous	7	meg/f006.bmp
109.256	0	120182	Famous	5	meg/f083.bmp
112.464	0	123710	Scrambled	19	meg/s002.bmp
115.637	0	127201	Scrambled	17	meg/s089.bmp
118.761	0	130637	Scrambled	18	meg/s089.bmp
121.935	0	134129	Famous	7	meg/f002.bmp
125.109	0	137620	Unfamiliar	13	meg/u083.bmp
128.216	0	141038	Unfamiliar	13	meg/u116.bmp
131.324	0	144456	Famous	5	meg/f041.bmp
134.498	0	147948	Famous	6	meg/f041.bmp
137.655	0	151420	Famous	7	meg/f101.bmp
140.879	0	154967	Unfamiliar	13	meg/u032.bmp
144.086	0	158495	Famous	7	meg/f083.bmp
147.344	0	162078	Unfamiliar	13	meg/u139.bmp
150.485	0	165533	Unfamiliar	14	meg/u139.bmp
153.492	0	168841	Scrambled	17	meg/s049.bmp
156.615	0	172277	Scrambled	18	meg/s049.bmp
159.923	0	175915	Unfamiliar	15	meg/u083.bmp
163.08	0	179388	Scrambled	17	meg/s113.bmp
166.287	0	182916	Unfamiliar	15	meg/u116.bmp
169.428	0	186371	Unfamiliar	13	meg/u123.bmp
172.485	0	189734	Unfamiliar	13	meg/u078.bmp
175.659	0	193225	Unfamiliar	14	meg/u078.bmp
178.8	0	196680	Unfamiliar	15	meg/u032.bmp
182.141	0	200355	Unfamiliar	13	meg/u020.bmp
185.432	0	203975	Famous	5	meg/f014.bmp
188.689	0	207558	Famous	6	meg/f014.bmp
191.78	0	210958	Scrambled	17	meg/s148.bmp
194.904	0	214394	Scrambled	19	meg/s113.bmp
198.195	0	218014	Famous	5	meg/f077.bmp
