onset	duration	trial_type	trial_phase	trial_num	filt_type	noise_stim	stim_file
44.047303089799996	2.6720981852000065	trial	bef	1	temp	mid	ir07_audio.wav
48.8240014793	2.7765072314999983	trial	mid	1	norm	mid	ir07_audio.wav
53.6509415963	2.6720981851999923	trial	aft	1	temp	mid	ir07_audio.wav
58.5470981084	1.925766854199999	trial	bef	2	freq	none	ir07_audio.wav
64.0362074139	1.9006339696000083	trial	mid	2	norm	none	ir07_audio.wav
69.3633027905	1.9335006147000087	trial	aft	2	freq	none	ir07_audio.wav
74.432460854	2.617959832300002	trial	bef	3	temp	mid	ir07_audio.wav
78.8962598788	2.776506882700005	trial	mid	3	norm	mid	ir07_audio.wav
83.6444615515	2.6836988531999992	trial	aft	3	temp	mid	ir07_audio.wav
88.8771365668	2.768772880200004	trial	bef	4	freq	mid	ir07_audio.wav
93.58312938200001	2.7765068826999766	trial	mid	4	norm	mid	ir07_audio.wav
98.2258797508	2.745570873199995	trial	aft	4	freq	mid	ir07_audio.wav
103.618827416	2.049510651999995	trial	bef	5	temp	mid	ir07_audio.wav
108.779427794	2.7842408850000027	trial	mid	5	norm	mid	ir07_audio.wav
113.599345633	2.010840639999998	trial	aft	5	temp	mid	ir07_audio.wav
123.921233015	2.668230847999993	trial	bef	6	temp	none	ir07_audio.wav
128.882476188	2.668229843000006	trial	mid	6	norm	none	ir07_audio.wav
133.577222564	2.703032840999981	trial	aft	6	temp	none	ir07_audio.wav
138.707538766	1.635740903999988	trial	bef	7	freq	mid	ir07_audio.wav
143.68255242200001	2.7842398359999834	trial	mid	7	norm	mid	ir07_audio.wav
148.955980519	1.6048049059999983	trial	aft	7	freq	mid	ir07_audio.wav
154.241007731	1.705346899999995	trial	bef	8	freq	none	ir07_audio.wav
159.668787854	1.666676902000006	trial	mid	8	norm	none	ir07_audio.wav
165.12679071899998	1.689878900000025	trial	aft	8	freq	none	ir07_audio.wav
170.591782835	2.2312588690000155	trial	bef	9	temp	none	ir07_audio.wav
175.649729302	2.324066863000013	trial	mid	9	norm	none	ir07_audio.wav
180.89153633599997	2.23512586800004	trial	aft	9	temp	none	ir07_audio.wav
185.287809531	2.532884849999988	trial	bef	10	temp	none	ir07_audio.wav
190.652320278	2.490347853000003	trial	mid	10	norm	none	ir07_audio.wav
195.158267788	2.5174168510000356	trial	aft	10	temp	none	ir07_audio.wav
202.55512656099998	2.0263078799999903	trial	bef	11	temp	none	ir07_audio.wav
207.445751757	1.983770882999977	trial	mid	11	norm	none	ir07_audio.wav
212.59930239	2.0301748809999935	trial	aft	11	temp	none	ir07_audio.wav
217.93144827	2.0997808759999828	trial	bef	12	freq	mid	ir07_audio.wav
223.090977482	2.780372835999998	trial	mid	12	norm	mid	ir07_audio.wav
228.174892042	2.0804458770000167	trial	aft	12	freq	mid	ir07_audio.wav
232.925233948	2.4516778549999856	trial	bef	13	temp	mid	ir07_audio.wav
238.038002063	2.7803728360000264	trial	mid	13	norm	mid	ir07_audio.wav
243.613442376	2.4632788549999987	trial	aft	13	temp	mid	ir07_audio.wav
249.05175219999998	2.6682298420000166	trial	bef	14	freq	mid	ir07_audio.wav
253.62840704	2.7726377909999655	trial	mid	14	norm	mid	ir07_audio.wav
258.839245834	2.6875628160000247	trial	aft	14	freq	mid	ir07_audio.wav
263.56037284900003	3.1477354419999415	trial	bef	15	freq	none	ir07_audio.wav
