onset	duration	trial_type	response_time	sample	value
131.1718750000	n/a	stimulus	n/a	33580.0000000000	128
140.4296875000	n/a	response	n/a	35950.0000000000	4
142.6015625000	n/a	response	n/a	36506.0000000000	2
262.6093750000	n/a	stimulus	n/a	67228.0000000000	128
269.0742187500	n/a	response	n/a	68883.0000000000	4
271.2734375000	n/a	response	n/a	69446.0000000000	2
361.2812500000	n/a	stimulus	n/a	92488.0000000000	128
366.5742187500	n/a	response	n/a	93843.0000000000	4
369.1796875000	n/a	response	n/a	94510.0000000000	2
477.1757812500	n/a	stimulus	n/a	122157.0000000000	128
480.0117187500	n/a	response	n/a	122883.0000000000	2
482.1992187500	n/a	response	n/a	123443.0000000000	4
484.3750000000	n/a	response	n/a	124000.0000000000	2
526.3789062500	n/a	stimulus	n/a	134753.0000000000	128
529.0703125000	n/a	response	n/a	135442.0000000000	2
531.1757812500	n/a	response	n/a	135981.0000000000	4
534.0351562500	n/a	response	n/a	136713.0000000000	2
622.0312500000	n/a	stimulus	n/a	159240.0000000000	128
626.7812500000	n/a	response	n/a	160456.0000000000	4
629.0312500000	n/a	response	n/a	161032.0000000000	2
719.0351562500	n/a	stimulus	n/a	184073.0000000000	128
721.6562500000	n/a	response	n/a	184744.0000000000	2
723.7773437500	n/a	response	n/a	185287.0000000000	2
725.9804687500	n/a	response	n/a	185851.0000000000	2
746.9804687500	n/a	stimulus	n/a	191227.0000000000	128
751.8007812500	n/a	response	n/a	192461.0000000000	4
754.0742187500	n/a	response	n/a	193043.0000000000	2
892.0820312500	n/a	stimulus	n/a	228373.0000000000	128
894.7539062500	n/a	response	n/a	229057.0000000000	2
897.0625000000	n/a	response	n/a	229648.0000000000	2
899.2851562500	n/a	response	n/a	230217.0000000000	2
1013.2929687500	n/a	stimulus	n/a	259403.0000000000	128
1016.2070312500	n/a	response	n/a	260149.0000000000	2
1018.8203125000	n/a	response	n/a	260818.0000000000	4
1021.0507812500	n/a	response	n/a	261389.0000000000	2
1156.0585937500	n/a	stimulus	n/a	295951.0000000000	128
1158.6718750000	n/a	response	n/a	296620.0000000000	2
1161.0703125000	n/a	response	n/a	297234.0000000000	4
1163.3125000000	n/a	response	n/a	297808.0000000000	2
1191.3125000000	n/a	stimulus	n/a	304976.0000000000	128
1193.9375000000	n/a	response	n/a	305648.0000000000	2
1196.1992187500	n/a	response	n/a	306227.0000000000	4
1198.3945312500	n/a	response	n/a	306789.0000000000	2
1338.4023437500	n/a	stimulus	n/a	342631.0000000000	128
1343.8281250000	n/a	response	n/a	344020.0000000000	2
1346.0898437500	n/a	response	n/a	344599.0000000000	2
1440.0859375000	n/a	stimulus	n/a	368662.0000000000	128
1442.7148437500	n/a	response	n/a	369335.0000000000	2
1445.1132812500	n/a	response	n/a	369949.0000000000	4
1447.4179687500	n/a	response	n/a	370539.0000000000	2
1506.4218750000	n/a	stimulus	n/a	385644.0000000000	128
1509.0546875000	n/a	response	n/a	386318.0000000000	2
1513.1914062500	n/a	response	n/a	387377.0000000000	2
1515.4023437500	n/a	response	n/a	387943.0000000000	2
1555.4062500000	n/a	stimulus	n/a	398184.0000000000	128
1558.2460937500	n/a	response	n/a	398911.0000000000	2
1560.3632812500	n/a	response	n/a	399453.0000000000	4
1562.5625000000	n/a	response	n/a	400016.0000000000	2
1650.5664062500	n/a	stimulus	n/a	422545.0000000000	128
1655.4257812500	n/a	response	n/a	423789.0000000000	2
1657.7773437500	n/a	response	n/a	424391.0000000000	2
1664.2343750000	n/a	response	n/a	426044.0000000000	2
1687.2343750000	n/a	stimulus	n/a	431932.0000000000	128
1692.1250000000	n/a	response	n/a	433184.0000000000	2
1695.1875000000	n/a	response	n/a	433968.0000000000	2
1792.1757812500	n/a	stimulus	n/a	458797.0000000000	128
1794.8125000000	n/a	response	n/a	459472.0000000000	2
1796.9375000000	n/a	response	n/a	460016.0000000000	2
1801.7851562500	n/a	response	n/a	461257.0000000000	2
1861.7890625000	n/a	stimulus	n/a	476618.0000000000	128
1864.9218750000	n/a	response	n/a	477420.0000000000	2
1867.6484375000	n/a	response	n/a	478118.0000000000	4
1869.8710937500	n/a	response	n/a	478687.0000000000	2
1989.8789062500	n/a	stimulus	n/a	509409.0000000000	128
1993.3203125000	n/a	response	n/a	510290.0000000000	2
1995.5273437500	n/a	response	n/a	510855.0000000000	2
1997.8554687500	n/a	response	n/a	511451.0000000000	2
2162.8671875000	n/a	stimulus	n/a	553694.0000000000	128
2170.0898437500	n/a	response	n/a	555543.0000000000	4
2172.4960937500	n/a	response	n/a	556159.0000000000	2
2319.5078125000	n/a	stimulus	n/a	593794.0000000000	128
2322.1757812500	n/a	response	n/a	594477.0000000000	2
2324.2929687500	n/a	response	n/a	595019.0000000000	2
2326.4843750000	n/a	response	n/a	595580.0000000000	2
2410.4921875000	n/a	stimulus	n/a	617086.0000000000	128
2413.1054687500	n/a	response	n/a	617755.0000000000	2
2415.2578125000	n/a	response	n/a	618306.0000000000	2
2418.5898437500	n/a	response	n/a	619159.0000000000	2
2530.5742187500	n/a	stimulus	n/a	647827.0000000000	128
2534.5156250000	n/a	response	n/a	648836.0000000000	2
2536.6718750000	n/a	response	n/a	649388.0000000000	4
2538.9101562500	n/a	response	n/a	649961.0000000000	2
2625.9179687500	n/a	stimulus	n/a	672235.0000000000	128
2631.1796875000	n/a	response	n/a	673582.0000000000	4
2633.6835937500	n/a	response	n/a	674223.0000000000	2
2706.6875000000	n/a	stimulus	n/a	692912.0000000000	128
