onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
9.95999999996275	25.04	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	10.6316680999007	1	stimulus	n/a	n/a	QQCQOCGO	3	1	0	test trial
37.8300000000745	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
38.5200000000186	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
39.1000000000931	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
39.7700000000186	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
40.4299999999348	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
41.1100000001024	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
41.7800000000279	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
42.4299999999348	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
43.1000000000931	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
43.8000000000466	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
44.4399999999441	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
45.1399999998976	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
45.6799999999348	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
87.8600000001024	24.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
111.829675599933	8.73429709998891	2	stimulus	n/a	n/a	QQQOCQQO	0	0	1	n/a
112.779675599886	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
113.449675600044	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
114.069675599923	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
114.71967559983	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
115.339675599942	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
115.97967559984	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
116.599675599951	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
117.249675599858	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
117.899675599998	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
118.599675599951	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
119.199675600044	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
119.899675599998	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
120.620000000112	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
155.479999999981	24	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
179.434078200022	10.0013105999678	3	stimulus	n/a	n/a	CQOGQCGG	3	3	1	n/a
180.424078200012	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
181.084078199929	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
181.70407820004	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
