onset	duration	trial_type	response_time	sample	value
90.0273437500	n/a	stimulus	n/a	23047	128
93.9843750000	n/a	response	n/a	24060	4
96.8593750000	n/a	response	n/a	24796	8
100.6718750000	n/a	response	n/a	25772	4
189.6796875000	n/a	stimulus	n/a	48558	128
194.8007812500	n/a	response	n/a	49869	8
198.5664062500	n/a	response	n/a	50833	4
201.8867187500	n/a	response	n/a	51683	4
271.8906250000	n/a	stimulus	n/a	69604	128
275.4843750000	n/a	response	n/a	70524	4
277.8007812500	n/a	response	n/a	71117	8
281.9960937500	n/a	response	n/a	72191	4
333.0000000000	n/a	stimulus	n/a	85248	128
336.1484375000	n/a	response	n/a	86054	4
339.0117187500	n/a	response	n/a	86787	4
342.6757812500	n/a	response	n/a	87725	4
498.6875000000	n/a	stimulus	n/a	127664	128
502.1328125000	n/a	response	n/a	128546	4
504.3476562500	n/a	response	n/a	129113	4
506.6210937500	n/a	response	n/a	129695	8
556.6132812500	n/a	stimulus	n/a	142493	128
559.9375000000	n/a	response	n/a	143344	4
563.2109375000	n/a	response	n/a	144182	2
565.6484375000	n/a	response	n/a	144806	4
586.6484375000	n/a	stimulus	n/a	150182	128
591.2734375000	n/a	response	n/a	151366	4
594.3828125000	n/a	response	n/a	152162	4
597.3085937500	n/a	response	n/a	152911	2
709.3046875000	n/a	stimulus	n/a	181582	128
712.1914062500	n/a	response	n/a	182321	4
715.7226562500	n/a	response	n/a	183225	8
719.9921875000	n/a	response	n/a	184318	2
846.9921875000	n/a	stimulus	n/a	216830	128
850.7109375000	n/a	response	n/a	217782	4
853.7109375000	n/a	response	n/a	218550	4
857.8554687500	n/a	response	n/a	219611	8
927.8632812500	n/a	stimulus	n/a	237533	128
1096.8398437500	n/a	stimulus	n/a	280791	128
1099.6523437500	n/a	response	n/a	281511	8
1102.0898437500	n/a	response	n/a	282135	2
1105.1914062500	n/a	response	n/a	282929	2
1193.1992187500	n/a	stimulus	n/a	305459	128
1196.8984375000	n/a	response	n/a	306406	8
1199.4843750000	n/a	response	n/a	307068	2
1202.8828125000	n/a	response	n/a	307938	4
1293.8789062500	n/a	stimulus	n/a	331233	128
1298.0390625000	n/a	response	n/a	332298	8
1300.7109375000	n/a	response	n/a	332982	2
1302.9023437500	n/a	response	n/a	333543	4
1414.9101562500	n/a	stimulus	n/a	362217	128
1417.8554687500	n/a	response	n/a	362971	4
1420.2226562500	n/a	response	n/a	363577	2
1504.9335937500	n/a	stimulus	n/a	385263	128
1509.5820312500	n/a	response	n/a	386453	4
1512.9726562500	n/a	response	n/a	387321	2
1517.5507812500	n/a	response	n/a	388493	8
1625.5507812500	n/a	stimulus	n/a	416141	128
1628.1914062500	n/a	response	n/a	416817	8
1630.4960937500	n/a	response	n/a	417407	2
1634.1328125000	n/a	response	n/a	418338	2
1720.1406250000	n/a	stimulus	n/a	440356	128
1723.8476562500	n/a	response	n/a	441305	8
1726.7773437500	n/a	response	n/a	442055	2
1729.8398437500	n/a	response	n/a	442839	2
1778.8320312500	n/a	stimulus	n/a	455381	128
1783.6679687500	n/a	response	n/a	456619	8
1785.8359375000	n/a	response	n/a	457174	2
1789.2617187500	n/a	response	n/a	458051	2
1851.2656250000	n/a	stimulus	n/a	473924	128
1854.6210937500	n/a	response	n/a	474783	8
1858.0859375000	n/a	response	n/a	475670	2
2012.3984375000	n/a	stimulus	n/a	515174	128
2017.7031250000	n/a	response	n/a	516532	8
2020.2851562500	n/a	response	n/a	517193	2
2023.1601562500	n/a	response	n/a	517929	2
2077.1054687500	n/a	stimulus	n/a	531739	128
2081.5742187500	n/a	response	n/a	532883	8
2085.6757812500	n/a	response	n/a	533933	2
2089.1757812500	n/a	response	n/a	534829	2
2194.1835937500	n/a	stimulus	n/a	561711	128
2197.6289062500	n/a	response	n/a	562593	8
2200.8906250000	n/a	response	n/a	563428	2
2203.7578125000	n/a	response	n/a	564162	2
2263.7617187500	n/a	stimulus	n/a	579523	128
2267.5195312500	n/a	response	n/a	580485	4
2270.8750000000	n/a	response	n/a	581344	2
2273.6054687500	n/a	response	n/a	582043	4
2301.6054687500	n/a	stimulus	n/a	589211	128
2305.1210937500	n/a	response	n/a	590111	4
2308.4570312500	n/a	response	n/a	590965	2
2311.6523437500	n/a	response	n/a	591783	2
2495.4609375000	n/a	stimulus	n/a	638838	128
2498.9804687500	n/a	response	n/a	639739	8
2502.3750000000	n/a	response	n/a	640608	2
2504.8125000000	n/a	response	n/a	641232	2
