onset	duration	trial_type	Response	Stimulus	response_time
6.371	0.200	visual standard stimulus presentation	n/a	n/a	n/a
8.589	0.200	visual standard stimulus presentation	n/a	n/a	n/a
10.805	0.200	visual standard stimulus presentation	0.000	standard	n/a
13.404	0.200	visual standard stimulus presentation	0.000	standard	n/a
15.406	0.200	visual standard stimulus presentation	0.000	standard	n/a
17.407	0.400	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
17.407	0.200	visual oddball stimulus presentation	1.000	target	n/a
20.402	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.001	0.200	visual standard stimulus presentation	0.000	standard	n/a
25.797	0.200	visual standard stimulus presentation	0.000	standard	n/a
28.394	0.351	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
28.394	0.200	visual oddball stimulus presentation	1.000	target	n/a
30.993	0.200	visual standard stimulus presentation	0.000	standard	n/a
33.192	0.200	visual standard stimulus presentation	0.000	standard	n/a
35.989	0.200	visual standard stimulus presentation	0.000	standard	n/a
38.586	0.200	visual standard stimulus presentation	0.000	standard	n/a
40.588	0.200	visual standard stimulus presentation	0.000	standard	n/a
43.386	0.369	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
43.386	0.200	visual oddball stimulus presentation	1.000	target	n/a
46.181	0.200	visual standard stimulus presentation	0.000	standard	n/a
48.581	0.406	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
48.581	0.200	visual oddball stimulus presentation	1.000	target	n/a
51.575	0.200	visual standard stimulus presentation	0.000	standard	n/a
54.570	0.200	visual oddball stimulus presentation	1.000	target	n/a
54.570	0.504	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
57.565	0.200	visual standard stimulus presentation	0.000	standard	n/a
60.361	0.200	visual standard stimulus presentation	0.000	standard	n/a
62.562	0.200	visual standard stimulus presentation	0.000	standard	n/a
65.359	0.200	visual standard stimulus presentation	0.000	standard	n/a
67.956	0.200	visual standard stimulus presentation	0.000	standard	n/a
70.356	0.200	visual oddball stimulus presentation	1.000	target	n/a
70.356	0.353	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
72.756	n/a	n/a	0.000	standard	n/a
75.353	0.200	visual standard stimulus presentation	0.000	standard	n/a
77.950	n/a	n/a	0.000	standard	n/a
80.350	0.200	visual standard stimulus presentation	0.000	standard	n/a
82.551	0.200	visual standard stimulus presentation	0.000	standard	n/a
85.148	0.200	visual standard stimulus presentation	0.000	standard	n/a
87.350	0.200	visual standard stimulus presentation	0.000	standard	n/a
90.146	0.397	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
90.146	0.200	visual oddball stimulus presentation	1.000	target	n/a
92.744	0.200	visual standard stimulus presentation	0.000	standard	n/a
