onset	duration	trial_type	Response	Stimulus	response_time
5.492	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
7.907	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
9.942	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
12.970	0.200	auditory standard stimulus presentation	0.000	standard	n/a
15.005	0.200	auditory oddball stimulus presentation	1.000	target	n/a
15.005	0.339	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
18.051	0.200	auditory standard stimulus presentation	0.000	standard	n/a
20.118	0.200	auditory standard stimulus presentation	0.000	standard	n/a
22.370	0.200	auditory standard stimulus presentation	0.000	standard	n/a
24.602	0.332	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
24.602	0.200	auditory oddball stimulus presentation	1.000	target	n/a
27.648	0.200	auditory standard stimulus presentation	0.000	standard	n/a
30.278	0.381	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
30.278	0.200	auditory oddball stimulus presentation	1.000	target	n/a
32.313	0.200	auditory standard stimulus presentation	0.000	standard	n/a
34.563	0.200	auditory standard stimulus presentation	0.000	standard	n/a
36.996	0.303	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
36.996	0.200	auditory oddball stimulus presentation	1.000	target	n/a
39.032	0.200	auditory standard stimulus presentation	0.000	standard	n/a
41.663	0.200	auditory standard stimulus presentation	0.000	standard	n/a
44.691	0.200	auditory standard stimulus presentation	0.000	standard	n/a
46.725	0.200	auditory standard stimulus presentation	0.000	standard	n/a
49.554	0.200	auditory standard stimulus presentation	0.000	standard	n/a
51.987	0.200	auditory standard stimulus presentation	0.000	standard	n/a
54.618	0.308	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
54.618	0.200	auditory oddball stimulus presentation	1.000	target	n/a
57.265	0.200	auditory standard stimulus presentation	0.000	standard	n/a
59.301	0.200	auditory oddball stimulus presentation	1.000	target	n/a
59.301	0.309	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
61.336	0.200	auditory oddball stimulus presentation	1.000	target	n/a
61.336	0.341	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
64.364	0.200	auditory standard stimulus presentation	0.000	standard	n/a
66.813	0.200	auditory standard stimulus presentation	0.000	standard	n/a
69.262	0.290	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
69.262	0.200	auditory oddball stimulus presentation	1.000	target	n/a
71.892	0.351	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
71.892	0.200	auditory oddball stimulus presentation	1.000	target	n/a
74.938	0.200	auditory standard stimulus presentation	0.000	standard	n/a
77.767	0.200	auditory standard stimulus presentation	0.000	standard	n/a
80.198	0.303	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
80.198	0.200	auditory oddball stimulus presentation	1.000	target	n/a
83.243	0.200	auditory standard stimulus presentation	0.000	standard	n/a
86.271	0.200	auditory oddball stimulus presentation	1.000	target	n/a
86.271	0.295	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
88.721	0.200	auditory standard stimulus presentation	0.000	standard	n/a
91.153	0.200	auditory standard stimulus presentation	0.000	standard	n/a
93.369	0.200	auditory standard stimulus presentation	0.000	standard	n/a
95.588	0.200	auditory standard stimulus presentation	0.000	standard	n/a
98.432	0.200	auditory standard stimulus presentation	0.000	standard	n/a
101.477	0.200	auditory standard stimulus presentation	0.000	standard	n/a
