onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.065	0.88	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.065	0.772	pumps_demean	n/a	n/a	n/a	-0.5
3.1430000000000002	0.442	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
3.1430000000000002	0.772	pumps_demean	n/a	n/a	n/a	0.5
5.183	0.772	explode_demean	n/a	n/a	-1.875	n/a
15.447000000000001	0.6659999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
15.447000000000001	0.772	control_pumps_demean	n/a	-5.0	n/a	n/a
18.526	0.39399999999999996	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
18.526	0.772	control_pumps_demean	n/a	-4.0	n/a	n/a
21.779	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
21.779	0.446	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
24.718000000000004	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
24.718000000000004	0.547	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
27.039	0.53	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
27.039	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
30.397	0.484	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
30.397	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
33.031	0.6809999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.031	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
36.465	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
36.465	0.575	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
39.0	0.84	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
39.0	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
42.055	0.5539999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
42.055	0.772	control_pumps_demean	n/a	4.0	n/a	n/a
44.413000000000004	0.7559999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
44.413000000000004	0.772	control_pumps_demean	n/a	5.0	n/a	n/a
62.09	1.071	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
62.09	0.772	pumps_demean	n/a	n/a	n/a	-0.5
66.21600000000001	0.772	pumps_demean	n/a	n/a	n/a	0.5
66.21600000000001	0.489	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
69.04	0.772	explode_demean	n/a	n/a	-1.875	n/a
73.515	0.59	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
73.515	0.772	pumps_demean	n/a	n/a	n/a	-1.0
75.387	0.366	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.387	0.772	pumps_demean	n/a	n/a	n/a	0.0
77.689	0.772	pumps_demean	n/a	n/a	n/a	1.0
77.689	0.368	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
79.732	0.71	cash_fixed_real_RT	n/a	n/a	n/a	n/a
79.732	0.772	cash_demean	-0.267	n/a	n/a	n/a
88.417	0.772	pumps_demean	n/a	n/a	n/a	-2.0
88.417	0.424	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
91.225	0.772	pumps_demean	n/a	n/a	n/a	-1.0
91.225	0.4	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
94.07	0.556	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
94.07	0.772	pumps_demean	n/a	n/a	n/a	0.0
96.604	0.772	pumps_demean	n/a	n/a	n/a	1.0
96.604	0.557	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
98.85	1.935	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
98.85	0.772	pumps_demean	n/a	n/a	n/a	2.0
102.706	0.772	explode_demean	n/a	n/a	1.125	n/a
108.53399999999999	0.691	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
108.53399999999999	0.772	control_pumps_demean	n/a	-4.0	n/a	n/a
110.711	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
110.711	0.467	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
113.17	0.767	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
113.17	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
116.919	0.738	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
116.919	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
120.351	0.787	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
120.351	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
123.514	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
123.514	0.624	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
126.103	0.603	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
126.103	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
129.149	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
129.149	0.66	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
131.519	0.675	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
131.519	0.772	control_pumps_demean	n/a	4.0	n/a	n/a
142.045	0.708	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
142.045	0.772	pumps_demean	n/a	n/a	n/a	-0.5
144.48	0.618	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
144.48	0.772	pumps_demean	n/a	n/a	n/a	0.5
148.011	0.772	cash_demean	-1.2670000000000001	n/a	n/a	n/a
148.011	1.7819999999999998	cash_fixed_real_RT	n/a	n/a	n/a	n/a
158.988	0.772	control_pumps_demean	n/a	-4.0	n/a	n/a
158.988	0.726	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
161.933	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
161.933	0.47	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
164.373	0.405	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
164.373	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
167.34599999999998	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
167.34599999999998	0.384	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
169.405	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
169.405	0.446	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
172.298	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
172.298	0.456	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
175.671	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
175.671	0.508	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
178.34900000000002	0.526	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
178.34900000000002	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
180.236	0.772	control_pumps_demean	n/a	4.0	n/a	n/a
180.236	0.59	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
189.81799999999998	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
189.81799999999998	1.44	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
203.231	1.075	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
203.231	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
207.26	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
207.26	0.526	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
210.095	0.531	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
210.095	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
220.41099999999997	0.772	pumps_demean	n/a	n/a	n/a	-2.0
220.41099999999997	0.655	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
223.34799999999998	0.5670000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
223.34799999999998	0.772	pumps_demean	n/a	n/a	n/a	-1.0
225.215	0.532	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
225.215	0.772	pumps_demean	n/a	n/a	n/a	0.0
227.765	0.772	pumps_demean	n/a	n/a	n/a	1.0
227.765	0.374	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
230.77700000000002	0.785	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
230.77700000000002	0.772	pumps_demean	n/a	n/a	n/a	2.0
233.235	0.5589999999999999	cash_fixed_real_RT	n/a	n/a	n/a	n/a
233.235	0.772	cash_demean	1.733	n/a	n/a	n/a
241.922	0.772	pumps_demean	n/a	n/a	n/a	-1.0
241.922	0.408	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
244.13	0.32899999999999996	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
244.13	0.772	pumps_demean	n/a	n/a	n/a	0.0
247.51	0.772	pumps_demean	n/a	n/a	n/a	1.0
247.51	0.485	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
249.503	0.772	cash_demean	-0.267	n/a	n/a	n/a
249.503	1.611	cash_fixed_real_RT	n/a	n/a	n/a	n/a
254.577	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
254.577	0.657	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
257.975	0.40299999999999997	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
257.975	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
260.573	0.42200000000000004	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
260.573	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
269.10200000000003	0.5329999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
269.10200000000003	0.772	pumps_demean	n/a	n/a	n/a	-2.5
271.062	0.541	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
271.062	0.772	pumps_demean	n/a	n/a	n/a	-1.5
274.01099999999997	0.52	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
274.01099999999997	0.772	pumps_demean	n/a	n/a	n/a	-0.5
275.97900000000004	0.772	pumps_demean	n/a	n/a	n/a	0.5
275.97900000000004	0.856	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
278.043	0.772	pumps_demean	n/a	n/a	n/a	1.5
278.043	0.43200000000000005	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
279.907	0.41600000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
279.907	0.772	pumps_demean	n/a	n/a	n/a	2.5
283.04200000000003	0.772	cash_demean	2.733	n/a	n/a	n/a
283.04200000000003	0.705	cash_fixed_real_RT	n/a	n/a	n/a	n/a
288.66200000000003	0.733	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
288.66200000000003	0.772	pumps_demean	n/a	n/a	n/a	-1.5
291.535	0.324	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
291.535	0.772	pumps_demean	n/a	n/a	n/a	-0.5
293.41	0.772	pumps_demean	n/a	n/a	n/a	0.5
293.41	0.344	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
295.619	0.544	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
295.619	0.772	pumps_demean	n/a	n/a	n/a	1.5
298.62	0.772	explode_demean	n/a	n/a	0.125	n/a
302.83	0.772	pumps_demean	n/a	n/a	n/a	-0.5
302.83	0.5529999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
305.873	0.772	pumps_demean	n/a	n/a	n/a	0.5
305.873	0.314	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
309.265	0.772	cash_demean	-1.2670000000000001	n/a	n/a	n/a
309.265	0.9540000000000001	cash_fixed_real_RT	n/a	n/a	n/a	n/a
317.879	0.58	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
317.879	0.772	pumps_demean	n/a	n/a	n/a	-1.5
319.906	0.456	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
319.906	0.772	pumps_demean	n/a	n/a	n/a	-0.5
322.306	0.772	pumps_demean	n/a	n/a	n/a	0.5
322.306	0.433	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
325.494	0.47	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
325.494	0.772	pumps_demean	n/a	n/a	n/a	1.5
328.69300000000004	0.772	cash_demean	0.733	n/a	n/a	n/a
328.69300000000004	0.561	cash_fixed_real_RT	n/a	n/a	n/a	n/a
333.14099999999996	0.772	pumps_demean	n/a	n/a	n/a	-1.5
333.14099999999996	0.503	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
335.95099999999996	0.508	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
335.95099999999996	0.772	pumps_demean	n/a	n/a	n/a	-0.5
338.88199999999995	2.113	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
338.88199999999995	0.772	pumps_demean	n/a	n/a	n/a	0.5
343.29	0.466	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
343.29	0.772	pumps_demean	n/a	n/a	n/a	1.5
345.273	0.772	explode_demean	n/a	n/a	0.125	n/a
350.065	1.65	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
350.065	0.772	pumps_demean	n/a	n/a	n/a	-1.0
353.017	0.48200000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
353.017	0.772	pumps_demean	n/a	n/a	n/a	0.0
356.209	0.772	pumps_demean	n/a	n/a	n/a	1.0
356.209	0.691	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
359.671	0.46	cash_fixed_real_RT	n/a	n/a	n/a	n/a
359.671	0.772	cash_demean	-0.267	n/a	n/a	n/a
369.93199999999996	0.616	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
369.93199999999996	0.772	pumps_demean	n/a	n/a	n/a	-2.0
373.119	0.364	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
373.119	0.772	pumps_demean	n/a	n/a	n/a	-1.0
376.37300000000005	0.423	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
376.37300000000005	0.772	pumps_demean	n/a	n/a	n/a	0.0
378.44699999999995	0.621	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
378.44699999999995	0.772	pumps_demean	n/a	n/a	n/a	1.0
380.89599999999996	0.396	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
380.89599999999996	0.772	pumps_demean	n/a	n/a	n/a	2.0
383.667	0.772	cash_demean	1.733	n/a	n/a	n/a
383.667	0.505	cash_fixed_real_RT	n/a	n/a	n/a	n/a
388.01300000000003	0.6459999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
388.01300000000003	0.772	pumps_demean	n/a	n/a	n/a	-1.0
390.851	0.772	pumps_demean	n/a	n/a	n/a	0.0
390.851	0.456	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
394.235	0.772	pumps_demean	n/a	n/a	n/a	1.0
394.235	0.561	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
396.81	1.329	cash_fixed_real_RT	n/a	n/a	n/a	n/a
396.81	0.772	cash_demean	-0.267	n/a	n/a	n/a
406.384	0.772	pumps_demean	n/a	n/a	n/a	-2.0
406.384	0.54	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
409.535	0.772	pumps_demean	n/a	n/a	n/a	-1.0
409.535	0.389	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
411.606	0.772	pumps_demean	n/a	n/a	n/a	0.0
411.606	0.998	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
415.476	0.772	pumps_demean	n/a	n/a	n/a	1.0
415.476	0.511	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
418.62800000000004	0.772	pumps_demean	n/a	n/a	n/a	2.0
418.62800000000004	0.7240000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
420.55199999999996	0.772	explode_demean	n/a	n/a	1.125	n/a
425.551	0.772	pumps_demean	n/a	n/a	n/a	-1.0
425.551	0.581	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
429.01	0.772	pumps_demean	n/a	n/a	n/a	0.0
429.01	0.627	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
431.92900000000003	0.8190000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
431.92900000000003	0.772	pumps_demean	n/a	n/a	n/a	1.0
434.046	0.638	cash_fixed_real_RT	n/a	n/a	n/a	n/a
434.046	0.772	cash_demean	-0.267	n/a	n/a	n/a
440.99800000000005	0.758	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
440.99800000000005	0.772	pumps_demean	n/a	n/a	n/a	-1.0
444.532	0.772	pumps_demean	n/a	n/a	n/a	0.0
444.532	0.5920000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
446.32800000000003	0.5	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
446.32800000000003	0.772	pumps_demean	n/a	n/a	n/a	1.0
448.226	1.226	cash_fixed_real_RT	n/a	n/a	n/a	n/a
448.226	0.772	cash_demean	-0.267	n/a	n/a	n/a
456.56800000000004	0.508	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
456.56800000000004	0.772	pumps_demean	n/a	n/a	n/a	-0.5
459.222	0.772	pumps_demean	n/a	n/a	n/a	0.5
459.222	0.43799999999999994	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
462.00199999999995	1.042	cash_fixed_real_RT	n/a	n/a	n/a	n/a
462.00199999999995	0.772	cash_demean	-1.2670000000000001	n/a	n/a	n/a
467.463	0.772	pumps_demean	n/a	n/a	n/a	-2.0
467.463	0.493	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
470.30199999999996	0.772	pumps_demean	n/a	n/a	n/a	-1.0
470.30199999999996	0.358	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
472.204	0.772	pumps_demean	n/a	n/a	n/a	0.0
472.204	0.392	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
474.04400000000004	0.39299999999999996	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
474.04400000000004	0.772	pumps_demean	n/a	n/a	n/a	1.0
476.881	0.515	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
476.881	0.772	pumps_demean	n/a	n/a	n/a	2.0
480.19199999999995	0.772	explode_demean	n/a	n/a	1.125	n/a
488.30199999999996	0.55	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
488.30199999999996	0.772	control_pumps_demean	n/a	-5.5	n/a	n/a
490.397	0.772	control_pumps_demean	n/a	-4.5	n/a	n/a
