onset	duration	trial_type	response_time	sample	value
232.0000000000	n/a	stimulus	n/a	59392	128
236.4648437500	n/a	response	n/a	60535	4
269.8710937500	n/a	stimulus	n/a	69087	128
273.5937500000	n/a	response	n/a	70040	4
408.2890625000	n/a	stimulus	n/a	104522	128
413.1210937500	n/a	response	n/a	105759	4
578.8320312500	n/a	stimulus	n/a	148181	128
581.8007812500	n/a	response	n/a	148941	4
615.8437500000	n/a	stimulus	n/a	157656	128
620.0859375000	n/a	response	n/a	158742	2
716.2695312500	n/a	stimulus	n/a	183365	128
719.0351562500	n/a	response	n/a	184073	2
721.5429687500	n/a	response	n/a	184715	2
825.6601562500	n/a	stimulus	n/a	211369	128
830.0507812500	n/a	response	n/a	212493	4
891.0078125000	n/a	stimulus	n/a	228098	128
896.6484375000	n/a	response	n/a	229542	2
901.0039062500	n/a	response	n/a	230657	4
984.7421875000	n/a	stimulus	n/a	252094	128
989.6914062500	n/a	response	n/a	253361	2
992.0703125000	n/a	response	n/a	253970	2
1072.8710937500	n/a	stimulus	n/a	274655	128
1075.8125000000	n/a	response	n/a	275408	2
1078.2460937500	n/a	response	n/a	276031	2
1098.4453125000	n/a	stimulus	n/a	281202	128
1102.1523437500	n/a	response	n/a	282151	2
1104.8945312500	n/a	response	n/a	282853	2
1152.0859375000	n/a	stimulus	n/a	294934	128
1154.8359375000	n/a	response	n/a	295638	4
1233.4414062500	n/a	stimulus	n/a	315761	128
1236.2773437500	n/a	response	n/a	316487	4
1370.6718750000	n/a	stimulus	n/a	350892	128
1373.4843750000	n/a	response	n/a	351612	4
1536.2226562500	n/a	stimulus	n/a	393273	128
1541.3085937500	n/a	response	n/a	394575	4
1545.0390625000	n/a	response	n/a	395530	2
1687.3398437500	n/a	stimulus	n/a	431959	128
1696.3085937500	n/a	response	n/a	434255	8
1873.2148437500	n/a	stimulus	n/a	479543	128
1876.1679687500	n/a	response	n/a	480299	4
1878.2968750000	n/a	response	n/a	480844	2
1918.6210937500	n/a	stimulus	n/a	491167	128
1922.4531250000	n/a	response	n/a	492148	2
1925.2109375000	n/a	response	n/a	492854	2
2070.4843750000	n/a	stimulus	n/a	530044	128
2074.4375000000	n/a	response	n/a	531056	4
2077.7968750000	n/a	response	n/a	531916	2
2107.9921875000	n/a	stimulus	n/a	539646	128
2112.1210937500	n/a	response	n/a	540703	4
2114.4765625000	n/a	response	n/a	541306	2
2206.4375000000	n/a	stimulus	n/a	564848	128
2210.9218750000	n/a	response	n/a	565996	4
2238.9335937500	n/a	stimulus	n/a	573167	128
2242.5351562500	n/a	response	n/a	574089	2
2246.9492187500	n/a	response	n/a	575219	2
2369.4960937500	n/a	stimulus	n/a	606591	128
2372.3476562500	n/a	response	n/a	607321	2
2377.8125000000	n/a	response	n/a	608720	2
2543.1601562500	n/a	stimulus	n/a	651049	128
2547.0273437500	n/a	response	n/a	652039	2
2549.2773437500	n/a	response	n/a	652615	4
2714.5039062500	n/a	stimulus	n/a	694913	128
2717.6171875000	n/a	response	n/a	695710	2
2721.5039062500	n/a	response	n/a	696705	2
