onset	duration	trial_type	response_time	sample	value
171.8398437500	n/a	stimulus	n/a	43991.0000000000	128
175.1835937500	n/a	response	n/a	44847.0000000000	4
177.6015625000	n/a	response	n/a	45466.0000000000	2
311.3789062500	n/a	stimulus	n/a	79713.0000000000	128
314.0625000000	n/a	response	n/a	80400.0000000000	4
317.2031250000	n/a	response	n/a	81204.0000000000	2
443.8867187500	n/a	stimulus	n/a	113635.0000000000	128
447.0703125000	n/a	response	n/a	114450.0000000000	8
449.7343750000	n/a	response	n/a	115132.0000000000	2
538.9179687500	n/a	stimulus	n/a	137963.0000000000	128
542.3593750000	n/a	response	n/a	138844.0000000000	4
545.9218750000	n/a	response	n/a	139756.0000000000	2
688.3046875000	n/a	stimulus	n/a	176206.0000000000	128
692.5195312500	n/a	response	n/a	177285.0000000000	4
697.4570312500	n/a	response	n/a	178549.0000000000	2
742.9843750000	n/a	stimulus	n/a	190204.0000000000	128
746.0664062500	n/a	response	n/a	190993.0000000000	8
748.4609375000	n/a	response	n/a	191606.0000000000	2
899.6718750000	n/a	stimulus	n/a	230316.0000000000	128
902.5625000000	n/a	response	n/a	231056.0000000000	4
904.8945312500	n/a	response	n/a	231653.0000000000	2
1038.1250000000	n/a	stimulus	n/a	265760.0000000000	128
1041.6171875000	n/a	response	n/a	266654.0000000000	8
1046.1757812500	n/a	response	n/a	267821.0000000000	2
1095.7968750000	n/a	stimulus	n/a	280524.0000000000	128
1098.9296875000	n/a	response	n/a	281326.0000000000	4
1102.2851562500	n/a	response	n/a	282185.0000000000	4
1135.6953125000	n/a	stimulus	n/a	290738.0000000000	128
1140.1328125000	n/a	response	n/a	291874.0000000000	4
1143.6523437500	n/a	response	n/a	292775.0000000000	2
1226.1210937500	n/a	stimulus	n/a	313887.0000000000	128
1230.5507812500	n/a	response	n/a	315021.0000000000	8
1385.6953125000	n/a	stimulus	n/a	354738.0000000000	128
1388.9804687500	n/a	response	n/a	355579.0000000000	8
1392.1835937500	n/a	response	n/a	356399.0000000000	2
1548.1875000000	n/a	stimulus	n/a	396336.0000000000	128
1552.9531250000	n/a	response	n/a	397556.0000000000	4
1556.9765625000	n/a	response	n/a	398586.0000000000	4
1714.2656250000	n/a	stimulus	n/a	438852.0000000000	128
1719.4101562500	n/a	response	n/a	440169.0000000000	8
1721.8398437500	n/a	response	n/a	440791.0000000000	2
1724.4609375000	n/a	response	n/a	441462.0000000000	2
1864.4687500000	n/a	stimulus	n/a	477304.0000000000	128
1868.1718750000	n/a	response	n/a	478252.0000000000	4
1871.0312500000	n/a	response	n/a	478984.0000000000	2
1937.1679687500	n/a	stimulus	n/a	495915.0000000000	128
1940.1210937500	n/a	response	n/a	496671.0000000000	8
2011.6484375000	n/a	stimulus	n/a	514982.0000000000	128
2015.3359375000	n/a	response	n/a	515926.0000000000	4
2017.9023437500	n/a	response	n/a	516583.0000000000	2
2020.3203125000	n/a	response	n/a	517202.0000000000	2
2097.3125000000	n/a	stimulus	n/a	536912.0000000000	128
2101.4453125000	n/a	response	n/a	537970.0000000000	2
2103.5703125000	n/a	response	n/a	538514.0000000000	4
2169.7617187500	n/a	stimulus	n/a	555459.0000000000	128
2172.9843750000	n/a	response	n/a	556284.0000000000	4
2175.7421875000	n/a	response	n/a	556990.0000000000	2
2198.1601562500	n/a	stimulus	n/a	562729.0000000000	128
2201.1601562500	n/a	response	n/a	563497.0000000000	4
2256.5234375000	n/a	stimulus	n/a	577670.0000000000	128
2260.1328125000	n/a	response	n/a	578594.0000000000	4
2262.5039062500	n/a	response	n/a	579201.0000000000	2
2264.7226562500	n/a	response	n/a	579769.0000000000	2
2378.7265625000	n/a	stimulus	n/a	608954.0000000000	128
2381.5937500000	n/a	response	n/a	609688.0000000000	8
2383.7226562500	n/a	response	n/a	610233.0000000000	2
2386.0312500000	n/a	response	n/a	610824.0000000000	2
2437.0351562500	n/a	stimulus	n/a	623881.0000000000	128
2440.1523437500	n/a	response	n/a	624679.0000000000	8
2443.3125000000	n/a	response	n/a	625488.0000000000	2
2445.6289062500	n/a	response	n/a	626081.0000000000	2
2570.6250000000	n/a	stimulus	n/a	658080.0000000000	128
2573.4804687500	n/a	response	n/a	658811.0000000000	8
2575.6015625000	n/a	response	n/a	659354.0000000000	2
2578.6093750000	n/a	response	n/a	660124.0000000000	2
2681.6171875000	n/a	stimulus	n/a	686494.0000000000	128
2684.8281250000	n/a	response	n/a	687316.0000000000	8
2687.8476562500	n/a	response	n/a	688089.0000000000	2
2690.5898437500	n/a	response	n/a	688791.0000000000	2
