response_time	button_press	stim_file
1.826	2	meg/u029.bmp
1.64	1	meg/u099.bmp
1.742	2	meg/u138.bmp
2.191	1	meg/u142.bmp
2.453	1	meg/u058.bmp
1.905	1	meg/u035.bmp
1.484	1	meg/u135.bmp
1.673	2	meg/u113.bmp
1.421	3	meg/f132.bmp
2.02	2	meg/u003.bmp
2.795	2	meg/u107.bmp
1.248	1	meg/u120.bmp
0.945	3	meg/f075.bmp
1.372	1	meg/u122.bmp
0.917	3	meg/f086.bmp
0.754	3	meg/f009.bmp
0.757	3	meg/f014.bmp
0.672	3	meg/f040.bmp
3.83	2	meg/u094.bmp
1.368	1	meg/u046.bmp
1.45	1	meg/u074.bmp
0.976	3	meg/f082.bmp
0.818	3	meg/f091.bmp
1.987	1	meg/u123.bmp
1.547	1	meg/u093.bmp
0.861	3	meg/f123.bmp
2.9	2	meg/f063.bmp
0.909	1	meg/u030.bmp
0.818	3	meg/f018.bmp
1.219	3	meg/f114.bmp
1.859	2	meg/u124.bmp
1.367	1	meg/f105.bmp
1.633	2	meg/u102.bmp
1.023	3	meg/f085.bmp
0.783	3	meg/f041.bmp
0.786	3	meg/f024.bmp
1.531	1	meg/u025.bmp
2.71	3	meg/f031.bmp
0.903	3	meg/f094.bmp
3.108	2	meg/u010.bmp
1.036	1	meg/u050.bmp
2.9	2	meg/f138.bmp
1.013	1	meg/u013.bmp
0.949	3	meg/f150.bmp
1.737	3	meg/f101.bmp
2.018	2	meg/f149.bmp
1.585	1	meg/u130.bmp
0.897	3	meg/f019.bmp
1.127	1	meg/f142.bmp
0.986	3	meg/f015.bmp
0.796	3	meg/f032.bmp
1.054	3	meg/f102.bmp
0.764	3	meg/f077.bmp
2.191	1	meg/u006.bmp
0.814	3	meg/f084.bmp
0.607	3	meg/f067.bmp
3.176	2	meg/u103.bmp
1.574	1	meg/u127.bmp
0.87	1	meg/u098.bmp
1.228	1	meg/u014.bmp
0.843	3	meg/f070.bmp
0.611	3	meg/f100.bmp
2.38	2	meg/u089.bmp
