response_time	button_press	stim_file
1.067	1	meg/u034.bmp
1.321	3	meg/f130.bmp
1.013	1	meg/u117.bmp
1.397	1	meg/u016.bmp
1.046	1	meg/u082.bmp
0.749	3	meg/f022.bmp
2.393	2	meg/u092.bmp
1.639	1	meg/u032.bmp
0.765	3	meg/f061.bmp
2.832	2	meg/u081.bmp
1.516	2	meg/u111.bmp
1.638	1	meg/u053.bmp
1.884	2	meg/f140.bmp
1.92	2	meg/u033.bmp
0.803	3	meg/f047.bmp
0.996	1	meg/u011.bmp
0.901	3	meg/f080.bmp
1.987	3	meg/f115.bmp
0.859	3	meg/f003.bmp
0.69	3	meg/f050.bmp
1.04	1	meg/u026.bmp
1.079	3	meg/f129.bmp
1.565	2	meg/u044.bmp
0.91	3	meg/f033.bmp
1.811	2	meg/u045.bmp
0.793	3	meg/f029.bmp
1.538	1	meg/u037.bmp
2.212	2	meg/f119.bmp
1.258	3	meg/f021.bmp
1.024	1	meg/u125.bmp
0.824	1	meg/u140.bmp
0.665	3	meg/f037.bmp
1.176	2	meg/u095.bmp
1.378	1	meg/u096.bmp
0.931	3	meg/f060.bmp
0.727	3	meg/f055.bmp
1.123	1	meg/u108.bmp
0.743	1	meg/u132.bmp
0.787	3	meg/f109.bmp
0.845	1	meg/u112.bmp
1.468	2	meg/f078.bmp
0.842	3	meg/f056.bmp
0.746	3	meg/f034.bmp
1.157	1	meg/u084.bmp
2.071	1	meg/f020.bmp
0.867	1	meg/u144.bmp
1.666	3	meg/f131.bmp
2.151	1	meg/u148.bmp
0.848	1	meg/u131.bmp
4.144	1	meg/u031.bmp
2.772	1	meg/u073.bmp
1.059	1	meg/u146.bmp
1.921	3	meg/f054.bmp
3.452	3	meg/f103.bmp
2.958	1	meg/u070.bmp
2.003	1	meg/u091.bmp
1.37	3	meg/f126.bmp
3.131	1	meg/f106.bmp
2.37	1	meg/u028.bmp
1.018	3	meg/f110.bmp
2.066	3	meg/f007.bmp
1.527	3	meg/f004.bmp
0.898	1	meg/u087.bmp
2.591	1	meg/u119.bmp
2.205	3	meg/f107.bmp
5.251	1	meg/u129.bmp
8.616	2	meg/f045.bmp
3.225	1	meg/u121.bmp
1.86	3	meg/f121.bmp
0.984	3	meg/u115.bmp
3.21	3	meg/f057.bmp
0.59	3	meg/f053.bmp
1.008	1	meg/u116.bmp
4.313	2	meg/u027.bmp
2.214	3	meg/f027.bmp
0.9	1	meg/u057.bmp
1.37	2	meg/u085.bmp
0.804	3	meg/f011.bmp
2.716	1	meg/u114.bmp
2.284	1	meg/u047.bmp
1.096	2	meg/f071.bmp
0.997	3	meg/f038.bmp
0.998	1	meg/u118.bmp
3.255	3	meg/u090.bmp
0.786	3	meg/f104.bmp
3.523	3	meg/f046.bmp
1.154	3	meg/f147.bmp
1.029	1	meg/u080.bmp
1.037	1	meg/u145.bmp
1.284	1	meg/u069.bmp
1.657	2	meg/u015.bmp
2.293	3	meg/f111.bmp
1.128	1	meg/f127.bmp
2.027	3	meg/f036.bmp
3.761	2	meg/f079.bmp
1.053	1	meg/u055.bmp
0.932	3	meg/f049.bmp
1.12	3	meg/f068.bmp
1.74	3	meg/f028.bmp
3.653	3	meg/f143.bmp
0.783	1	meg/u072.bmp
3.633	1	meg/u086.bmp
1.267	1	meg/u059.bmp
0.68	1	meg/u066.bmp
1.327	3	meg/f125.bmp
1.266	1	meg/u149.bmp
3.472	3	meg/f023.bmp
1.194	3	meg/f058.bmp
0.978	1	meg/u007.bmp
1.053	3	meg/f074.bmp
0.908	1	meg/u064.bmp
1.337	3	meg/f030.bmp
2.476	1	meg/u041.bmp
0.79	2	meg/u061.bmp
2.448	1	meg/u078.bmp
3.612	3	meg/f116.bmp
0.703	3	meg/f099.bmp
2.404	1	meg/u009.bmp
0.762	3	meg/f035.bmp
1.861	1	meg/u106.bmp
1.897	1	meg/u065.bmp
2.405	1	meg/u060.bmp
2.803	1	meg/u136.bmp
0.904	1	meg/u005.bmp
1.621	3	meg/f088.bmp
6.276	1	meg/u023.bmp
1.455	3	meg/f122.bmp
3.684	3	meg/f134.bmp
1.428	1	meg/u049.bmp
1.291	3	meg/f133.bmp
1.263	1	meg/u067.bmp
1.613	1	meg/u097.bmp
3.908	1	meg/u105.bmp
0.699	3	meg/f128.bmp
1.481	2	meg/u040.bmp
0.878	1	meg/f098.bmp
0.724	1	meg/u075.bmp
2.689	1	meg/u054.bmp
3.635	1	meg/u042.bmp
0.789	3	meg/f124.bmp
2.535	3	meg/f139.bmp
1.575	1	meg/f112.bmp
1.399	2	meg/f089.bmp
1.264	1	meg/u001.bmp
0.814	1	meg/u019.bmp
1.047	3	meg/f064.bmp
1.958	2	meg/u024.bmp
1.006	3	meg/f083.bmp
0.983	1	meg/u021.bmp
0.737	1	meg/u036.bmp
6.197	1	meg/u020.bmp
1.267	3	meg/f039.bmp
3.137	3	meg/f051.bmp
0.873	3	meg/f087.bmp
1.919	2	meg/f096.bmp
1.297	1	meg/u008.bmp
1.669	2	meg/u088.bmp
1.314	1	meg/f016.bmp
2.798	2	meg/u039.bmp
1.203	1	meg/u143.bmp
1.196	3	meg/f044.bmp
1.148	1	meg/f092.bmp
0.861	3	meg/f001.bmp
1.764	1	meg/u134.bmp
0.973	3	meg/f135.bmp
3.351	1	meg/u022.bmp
1.173	1	meg/u133.bmp
0.919	3	meg/f120.bmp
0.835	3	meg/f042.bmp
1.843	1	meg/u062.bmp
0.896	3	meg/f065.bmp
1.19	1	meg/u038.bmp
1.327	1	meg/u077.bmp
0.938	3	meg/f017.bmp
1.069	1	meg/u017.bmp
2.316	1	meg/u051.bmp
0.717	1	meg/u141.bmp
0.891	3	meg/f048.bmp
2.312	3	meg/f072.bmp
0.69	3	meg/f052.bmp
0.8	3	meg/f002.bmp
4.578	2	meg/u100.bmp
6.139	1	meg/u002.bmp
175.04	3	meg/f108.bmp
2.188	3	meg/f059.bmp
0.771	3	meg/f005.bmp
1.646	1	meg/u018.bmp
2.124	3	meg/f097.bmp
0.749	3	meg/f013.bmp
5.8	3	meg/f144.bmp
0.87	3	meg/f136.bmp
1.269	3	meg/f146.bmp
2.299	2	meg/u052.bmp
2.445	1	meg/f141.bmp
1.233	1	meg/u137.bmp
1.769	3	meg/f145.bmp
3.282	1	meg/f062.bmp
5.411	3	meg/f095.bmp
1.002	1	meg/u063.bmp
4.867	1	meg/u126.bmp
1.48	3	meg/f118.bmp
2.981	3	meg/f090.bmp
1.291	3	meg/f043.bmp
0.992	3	meg/f113.bmp
2.009	2	meg/f093.bmp
1.071	1	meg/f148.bmp
0.669	1	meg/u139.bmp
1.052	1	meg/u147.bmp
4.059	2	meg/f069.bmp
0.803	1	meg/u083.bmp
5.453	1	meg/u068.bmp
0.778	1	meg/u150.bmp
1.004	1	meg/u079.bmp
0.852	1	meg/u004.bmp
1.051	3	meg/f066.bmp
1.026	2	meg/u101.bmp
0.69	3	meg/f081.bmp
1.088	1	meg/u043.bmp
4.621	3	meg/f012.bmp
1.086	3	meg/f010.bmp
1.019	1	meg/u109.bmp
1.035	1	meg/u110.bmp
0.995	1	meg/u076.bmp
4.381	2	meg/f137.bmp
0.759	1	meg/u071.bmp
1.338	3	meg/f026.bmp
0.669	3	meg/f073.bmp
1.012	3	meg/f008.bmp
0.756	1	meg/u056.bmp
1.239	3	meg/f025.bmp
1.374	1	meg/u104.bmp
1.119	3	meg/f006.bmp
0.715	1	meg/u012.bmp
4.088	1	meg/u048.bmp
2.576	1	meg/u128.bmp
