onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
12.9800000000105	22.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	10.6704585000116	1	stimulus	n/a	n/a	OQCQQGGG	3	3	0	test trial
45.679999999993	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
57.4599999999919	23.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
80.4730296000198	8.31076929997653	2	stimulus	n/a	n/a	GQQOOOCG	2	2	1	n/a
88.7799999999988	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
99.3999999999942	23	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
122.398585999996	8.78918610000983	3	stimulus	n/a	n/a	QGCQQGCG	3	3	1	n/a
131.200000000012	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
141.700000000012	23.02	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
164.712436900008	9.68948249999085	4	stimulus	n/a	n/a	GOCGQCQO	2	2	1	n/a
174.399999999994	5	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
182.260000000009	24.02	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
206.278253600001	8.65757579999627	5	stimulus	n/a	n/a	OOGGQCQQ	2	2	1	n/a
214.940000000002	5	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
223.48000000001	21	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
244.480199700018	11.1765239999804	6	stimulus	n/a	n/a	GQOQQGOC	2	2	1	n/a
255.660000000003	5	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
263.98000000001	24.02	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
287.991051499994	8.11792160000186	7	stimulus	n/a	n/a	OCCQCGCQ	1	1	1	n/a
296.119999999995	5	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
304.220000000001	25.02	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
329.229077299999	8.98164470001939	8	stimulus	n/a	n/a	QQOCOOQO	0	0	1	n/a
338.220000000001	5	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
347.899999999994	23	9	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
370.898649200011	8.34016980000888	9	stimulus	n/a	n/a	QCGOGOOG	3	3	1	n/a
379.239999999991	5	9	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
390.559999999998	23.02	10	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
