onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
9.98000000001048	25.02	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50987429998349	1	stimulus	n/a	n/a	red X	0	test trial
36.0199999999895	0	1	foot step	4	4	n/a	0	test trial
36.7399999999907	0	1	foot step	3	3	n/a	0	test trial
37.429999999993	0	1	foot step	4	4	n/a	0	test trial
38.1499999999942	0	1	foot step	1	1	n/a	0	test trial
38.7799999999988	0	1	foot step	4	4	n/a	0	test trial
39.4500000000116	0	1	foot step	1	1	n/a	0	test trial
40.1900000000023	0	1	foot step	2	2	n/a	0	test trial
40.7999999999884	0	1	foot step	4	4	n/a	0	test trial
41.6000000000058	0	1	foot step	3	3	n/a	0	test trial
42.3800000000047	0	1	foot step	2	2	n/a	0	test trial
42.9700000000012	0	1	foot step	1	1	n/a	0	test trial
44.5199999999895	5	1	stimulus	n/a	n/a	white X	0	test trial
44.9400000000023	0	1	foot step	2	2	n/a	0	test trial
50.6199999999953	25	2	stimulus	n/a	n/a	white X	1	n/a
75.6103164999804	9.50825780001469	2	stimulus	n/a	n/a	red X	1	n/a
76.7003164999769	0	2	foot step	4	4	n/a	1	n/a
77.3203164999723	0	2	foot step	3	3	n/a	1	n/a
77.9703164999664	0	2	foot step	4	4	n/a	1	n/a
78.5803164999816	0	2	foot step	1	1	n/a	1	n/a
79.2303164999757	0	2	foot step	4	4	n/a	1	n/a
79.8203164999723	0	2	foot step	1	1	n/a	1	n/a
80.4803164999757	0	2	foot step	2	2	n/a	1	n/a
81.1303164999699	0	2	foot step	4	4	n/a	1	n/a
81.7603164999746	0	2	foot step	3	3	n/a	1	n/a
82.5303164999932	0	2	foot step	2	2	n/a	1	n/a
83.1303164999699	0	2	foot step	1	1	n/a	1	n/a
83.8203164999723	0	2	foot step	2	2	n/a	1	n/a
85.1199999999953	5	2	stimulus	n/a	n/a	white X	1	n/a
92.0799999999872	23	3	stimulus	n/a	n/a	white X	1	n/a
115.07384669999	9.50702240000828	3	stimulus	n/a	n/a	red X	1	n/a
116.183846699976	0	3	foot step	4	4	n/a	1	n/a
116.803846700001	0	3	foot step	3	3	n/a	1	n/a
117.473846699984	0	3	foot step	4	4	n/a	1	n/a
118.07384669999	0	3	foot step	1	1	n/a	1	n/a
118.733846699994	0	3	foot step	4	4	n/a	1	n/a
119.333846699999	0	3	foot step	1	1	n/a	1	n/a
119.953846699995	0	3	foot step	2	2	n/a	1	n/a
120.57384669999	0	3	foot step	4	4	n/a	1	n/a
121.233846699994	0	3	foot step	3	3	n/a	1	n/a
121.973846699984	0	3	foot step	2	2	n/a	1	n/a
122.57384669999	0	3	foot step	1	1	n/a	1	n/a
123.273846700002	0	3	foot step	2	2	n/a	1	n/a
124.600000000006	5	3	stimulus	n/a	n/a	white X	1	n/a
130.640000000014	25	4	stimulus	n/a	n/a	white X	1	n/a
155.642109999986	9.50878150001517	4	stimulus	n/a	n/a	red X	1	n/a
156.612109999987	0	4	foot step	4	4	n/a	1	n/a
157.232109999983	0	4	foot step	3	3	n/a	1	n/a
157.872109999997	0	4	foot step	4	4	n/a	1	n/a
158.492109999992	0	4	foot step	1	1	n/a	1	n/a
