name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	44.39835485	53.64884558	114.4851119	n/a	n/a	n/a
Rx1	detector	19.96698215	64.36029007	102.4205186	n/a	n/a	n/a
Rx4	detector	22.83198332	23.56508014	139.9864217	n/a	n/a	n/a
Rx3	detector	-12.08093907	47.37704105	130.025125	n/a	n/a	n/a
Rx6	detector	-41.74344486	68.14101024	78.29470565	n/a	n/a	n/a
Rx5	detector	61.33741185	68.56362745	38.7919912	n/a	n/a	n/a
Rx8	detector	-58.5430217	40.49657803	109.0683551	n/a	n/a	n/a
Rx7	detector	34.91321245	70.04299163	67.56132074	n/a	n/a	n/a
Rx9	detector	69.97637725	-56.14734853	46.23968682	n/a	n/a	n/a
Rx11	detector	47.75798589	-61.86469992	73.98761889	n/a	n/a	n/a
Rx10	detector	-31.81026747	-73.71879745	80.34345388	n/a	n/a	n/a
Rx12	detector	-52.25393446	-54.0283971	105.7836782	n/a	n/a	n/a
Tx1a	source	54.11937333	52.43579059	108.4274834	n/a	n/a	n/a
Tx4	source	50.30953154	24.4846203	126.2261347	n/a	n/a	n/a
Tx1b	source	28.81308105	63.41293191	98.74324073	n/a	n/a	n/a
Tx3	source	18.08317328	50.81630148	123.3709287	n/a	n/a	n/a
Tx1c	source	24.63160202	14.41655883	140.5997993	n/a	n/a	n/a
Tx2	source	-8.066192864	67.3917666	107.6984242	n/a	n/a	n/a
Tx5	source	-6.48588154	17.69136332	142.2209722	n/a	n/a	n/a
Tx1d	source	-21.63737237	45.92048911	131.2535877	n/a	n/a	n/a
Tx6a	source	-38.24751642	70.96701182	72.82637387	n/a	n/a	n/a
Tx9	source	-72.71525316	50.27168504	79.37603161	n/a	n/a	n/a
Tx6b	source	65.02276885	62.4690152	28.14082424	n/a	n/a	n/a
Tx8	source	30.15535757	78.27017581	38.8903624	n/a	n/a	n/a
Tx6c	source	-60.23860517	35.29926563	113.102135	n/a	n/a	n/a
Tx7	source	67.04691158	59.42425226	69.07345577	n/a	n/a	n/a
Tx10	source	-34.96908356	61.12297278	110.7649868	n/a	n/a	n/a
Tx6d	source	29.40219823	71.35340066	74.08244949	n/a	n/a	n/a
Tx12	source	43.70975651	-70.73581926	41.54274698	n/a	n/a	n/a
Tx13	source	77.293226	-46.33156352	76.09077379	n/a	n/a	n/a
Tx14	source	-61.3690012	-63.89332858	78.15744252	n/a	n/a	n/a
Tx15	source	-20.6733719	-64.32176449	107.4102071	n/a	n/a	n/a
Tx11a	source	75.8427598	-51.42870222	39.3378984	n/a	n/a	n/a
Tx11b	source	-26.40573397	-75.21518092	74.46843276	n/a	n/a	n/a
Tx11c	source	41.47723357	-62.5579539	79.78548643	n/a	n/a	n/a
Tx11d	source	-54.78587541	-45.94518797	110.0800821	n/a	n/a	n/a
