onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.053	7.431	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.053	0.772	pumps_demean	n/a	n/a	n/a	0.0
8.807	0.772	explode_demean	n/a	n/a	-3.125	n/a
15.302	3.406	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
15.302	0.772	pumps_demean	n/a	n/a	n/a	-1.0
21.47	3.0869999999999997	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
21.47	0.772	pumps_demean	n/a	n/a	n/a	0.0
26.728	0.772	pumps_demean	n/a	n/a	n/a	1.0
26.728	4.621	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.512	0.565	cash_fixed_real_RT	n/a	n/a	n/a	n/a
33.512	0.772	cash_demean	0.0	n/a	n/a	n/a
37.347	1.906	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
37.347	0.772	pumps_demean	n/a	n/a	n/a	-1.5
41.678999999999995	2.094	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
41.678999999999995	0.772	pumps_demean	n/a	n/a	n/a	-0.5
45.606	0.772	pumps_demean	n/a	n/a	n/a	0.5
45.606	1.575	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
48.55	1.5819999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
48.55	0.772	pumps_demean	n/a	n/a	n/a	1.5
52.367	0.772	explode_demean	n/a	n/a	-0.125	n/a
57.803999999999995	0.772	control_pumps_demean	n/a	-3.5	n/a	n/a
57.803999999999995	2.905	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
62.474	0.772	control_pumps_demean	n/a	-2.5	n/a	n/a
62.474	4.275	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
67.99	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
67.99	4.672	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.46600000000001	7.147	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.46600000000001	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
84.346	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
84.346	1.702	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
88.78299999999999	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
88.78299999999999	6.494	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
98.215	0.772	control_pumps_demean	n/a	2.5	n/a	n/a
98.215	5.862	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
105.475	0.772	control_pumps_demean	n/a	3.5	n/a	n/a
105.475	6.858	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.064	3.054	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.064	0.772	control_pumps_demean	n/a	-4.5	n/a	n/a
128.981	0.772	control_pumps_demean	n/a	-3.5	n/a	n/a
128.981	1.729	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
133.131	0.772	control_pumps_demean	n/a	-2.5	n/a	n/a
133.131	2.146	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
136.85299999999998	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
136.85299999999998	1.209	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
140.78	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
140.78	0.9540000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
143.042	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
143.042	1.6280000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
147.179	5.012	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
147.179	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
154.757	3.9530000000000003	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
154.757	0.772	control_pumps_demean	n/a	2.5	n/a	n/a
161.751	0.772	control_pumps_demean	n/a	3.5	n/a	n/a
161.751	2.247	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
165.263	0.772	control_pumps_demean	n/a	4.5	n/a	n/a
165.263	1.831	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
174.87599999999998	2.674	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
174.87599999999998	0.772	pumps_demean	n/a	n/a	n/a	-2.5
178.868	0.772	pumps_demean	n/a	n/a	n/a	-1.5
178.868	1.05	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
182.93599999999998	0.83	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
182.93599999999998	0.772	pumps_demean	n/a	n/a	n/a	-0.5
186.10299999999998	0.772	pumps_demean	n/a	n/a	n/a	0.5
186.10299999999998	0.56	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
188.136	0.823	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
188.136	0.772	pumps_demean	n/a	n/a	n/a	1.5
191.145	3.469	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
191.145	0.772	pumps_demean	n/a	n/a	n/a	2.5
197.071	0.772	explode_demean	n/a	n/a	1.875	n/a
210.845	1.137	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
210.845	0.772	pumps_demean	n/a	n/a	n/a	-1.0
213.90900000000002	0.562	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
213.90900000000002	0.772	pumps_demean	n/a	n/a	n/a	0.0
216.317	0.772	pumps_demean	n/a	n/a	n/a	1.0
216.317	1.162	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
220.00900000000001	0.772	cash_demean	0.0	n/a	n/a	n/a
220.00900000000001	1.286	cash_fixed_real_RT	n/a	n/a	n/a	n/a
231.94099999999997	2.01	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
231.94099999999997	0.772	control_pumps_demean	n/a	-5.0	n/a	n/a
236.75599999999997	1.115	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
236.75599999999997	0.772	control_pumps_demean	n/a	-4.0	n/a	n/a
239.122	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
239.122	3.252	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
243.59599999999998	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
243.59599999999998	4.803	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
