onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.063	1.4280000000000002	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.063	0.772	pumps_demean	n/a	n/a	n/a	-2.0
3.2680000000000002	0.772	pumps_demean	n/a	n/a	n/a	-1.0
3.2680000000000002	1.4480000000000002	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
6.797000000000001	1.126	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
6.797000000000001	0.772	pumps_demean	n/a	n/a	n/a	0.0
9.683	0.772	pumps_demean	n/a	n/a	n/a	1.0
9.683	1.672	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
13.232000000000001	0.772	pumps_demean	n/a	n/a	n/a	2.0
13.232000000000001	2.531	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
18.75	0.486	cash_fixed_real_RT	n/a	n/a	n/a	n/a
18.75	0.772	cash_demean	1.0	n/a	n/a	n/a
22.686	1.1179999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
22.686	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
25.621	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
25.621	0.295	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
28.774	0.254	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
28.774	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
37.576	0.772	pumps_demean	n/a	n/a	n/a	-1.5
37.576	1.268	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
40.784	0.389	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
40.784	0.772	pumps_demean	n/a	n/a	n/a	-0.5
43.536	0.604	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
43.536	0.772	pumps_demean	n/a	n/a	n/a	0.5
46.275	0.6659999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
46.275	0.772	pumps_demean	n/a	n/a	n/a	1.5
48.148	0.772	explode_demean	n/a	n/a	-0.33299999999999996	n/a
53.53	0.772	control_pumps_demean	n/a	-5.5	n/a	n/a
53.53	1.138	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
57.096000000000004	0.772	control_pumps_demean	n/a	-4.5	n/a	n/a
57.096000000000004	0.316	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
60.36	0.38799999999999996	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
60.36	0.772	control_pumps_demean	n/a	-3.5	n/a	n/a
63.662	0.772	control_pumps_demean	n/a	-2.5	n/a	n/a
63.662	0.5660000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
65.85300000000001	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
65.85300000000001	0.632	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
69.041	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
69.041	0.5	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
72.089	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
72.089	0.38	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.446	0.303	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.446	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
78.814	0.772	control_pumps_demean	n/a	2.5	n/a	n/a
78.814	0.406	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
