onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop	1	1	0.15	50	0.3	1	0
3.25	n/a	n/a	0	0	0.0	49	0.276	1	0
7.25	n/a	n/a	0	0	0.0	49	0.387	1	0
9.625	n/a	n/a	0	1	0.0	50	0.245	1	0
12.125	n/a	n/a	0	0	0.0	49	0.248	1	0
14.5	n/a	n/a	0	1	0.0	50	0.24100000000000002	1	0
19.0	1.5	successful stop	1	1	0.1	0	0.0	0	1
24.5	n/a	n/a	0	0	0.0	49	0.249	1	0
26.625	n/a	n/a	0	0	0.0	49	0.292	1	0
28.75	n/a	n/a	0	1	0.0	50	0.264	1	0
31.75	n/a	n/a	0	0	0.0	49	0.271	1	0
34.5	1.5	failed stop	1	1	0.25	50	0.266	1	0
37.375	n/a	n/a	0	1	0.0	50	0.326	1	0
40.875	1.5	successful stop	1	1	0.2	0	0.0	0	1
46.0	n/a	n/a	0	0	0.0	49	0.293	1	0
48.875	n/a	n/a	0	0	0.0	49	0.298	1	0
51.25	n/a	n/a	0	1	0.0	50	0.264	1	0
53.375	n/a	n/a	0	1	0.0	50	0.302	1	0
55.5	1.5	successful stop	1	0	0.1	0	0.0	0	1
57.75	n/a	n/a	0	0	0.0	49	0.27899999999999997	1	0
60.5	n/a	n/a	0	1	0.0	50	0.281	1	0
64.0	1.5	failed stop	1	0	0.25	49	0.285	1	0
66.75	n/a	n/a	0	0	0.0	49	0.35200000000000004	1	0
69.125	n/a	n/a	0	1	0.0	50	0.336	1	0
71.125	n/a	n/a	0	0	0.0	49	0.32	1	0
73.375	1.5	failed stop	1	0	0.2	49	0.34299999999999997	1	0
75.375	n/a	n/a	0	1	0.0	50	0.327	1	0
78.125	n/a	n/a	0	1	0.0	50	0.36	1	0
80.625	1.5	successful stop	1	0	0.15	0	0.0	0	1
82.875	n/a	n/a	0	1	0.0	50	0.354	1	0
87.375	n/a	n/a	0	1	0.0	50	0.39	1	0
90.0	n/a	n/a	0	0	0.0	49	0.326	1	0
92.5	n/a	n/a	0	0	0.0	49	0.302	1	0
95.0	n/a	n/a	0	1	0.0	50	0.33299999999999996	1	0
97.0	n/a	n/a	0	0	0.0	49	0.317	1	0
99.625	1.5	successful stop	1	1	0.15	0	0.0	0	1
104.375	n/a	n/a	0	0	0.0	49	0.366	1	0
107.0	n/a	n/a	0	1	0.0	50	0.341	1	0
109.625	1.5	successful stop	1	1	0.2	0	0.0	0	1
112.375	n/a	n/a	0	0	0.0	49	0.318	1	0
115.25	n/a	n/a	0	0	0.0	49	0.379	1	0
118.0	1.5	failed stop	1	1	0.2	50	0.293	1	0
121.625	n/a	n/a	0	1	0.0	50	0.41200000000000003	1	0
123.625	n/a	n/a	0	0	0.0	49	0.276	1	0
125.75	n/a	n/a	0	0	0.0	49	0.295	1	0
128.5	n/a	n/a	0	0	0.0	49	0.313	1	0
130.625	n/a	n/a	0	1	0.0	50	0.508	1	0
133.375	1.5	successful stop	1	1	0.15	0	0.0	0	1
135.875	n/a	n/a	0	1	0.0	50	0.304	1	0
138.5	n/a	n/a	0	0	0.0	49	0.29	1	0
142.375	n/a	n/a	0	0	0.0	49	0.302	1	0
144.375	1.5	failed stop	1	1	0.25	50	0.271	1	0
147.625	1.5	successful stop	1	1	0.15	0	0.0	0	1
149.875	n/a	n/a	0	0	0.0	49	0.33	1	0
152.0	n/a	n/a	0	0	0.0	49	0.317	1	0
155.5	n/a	n/a	0	1	0.0	50	0.314	1	0
158.0	1.5	go	0	1	0.0	49	0.301	0	0
158.0	1.5	junk	0	1	0.0	49	0.301	0	0
162.125	n/a	n/a	0	0	0.0	49	0.297	1	0
165.75	1.5	failed stop	1	1	0.2	50	0.256	1	0
168.0	n/a	n/a	0	0	0.0	49	0.302	1	0
170.5	1.5	failed stop	1	1	0.2	50	0.273	1	0
173.0	n/a	n/a	0	0	0.0	49	0.445	1	0
175.875	n/a	n/a	0	1	0.0	50	0.27399999999999997	1	0
178.0	n/a	n/a	0	0	0.0	49	0.285	1	0
181.875	n/a	n/a	0	1	0.0	50	0.29600000000000004	1	0
185.125	1.5	failed stop	1	0	0.15	49	0.22399999999999998	1	0
190.5	n/a	n/a	0	1	0.0	50	0.313	1	0
192.75	n/a	n/a	0	0	0.0	49	0.327	1	0
195.375	n/a	n/a	0	1	0.0	50	0.302	1	0
