onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	go-noncritical	0	1	0.0	50	0.315	1	0
2.625	1.5	go-noncritical	0	1	0.0	50	0.253	1	0
6.125	1.5	failed stop-critical	1	0	0.25	49	0.313	1	0
8.75	1.5	failed stop-noncritical	1	1	0.15	50	0.27899999999999997	1	0
11.25	1.5	go-noncritical	0	1	0.0	50	0.29100000000000004	1	0
16.25	1.5	failed stop-critical	1	0	0.15	49	0.299	1	0
18.5	1.5	go-critical	0	0	0.0	49	0.441	1	0
20.75	1.5	go-critical	0	0	0.0	49	0.303	1	0
23.125	1.5	go-critical	0	0	0.0	49	0.312	1	0
25.25	1.5	go-critical	0	0	0.0	49	0.307	1	0
28.0	1.5	junk	0	0	0.0	50	0.205	0	0
30.125	1.5	go-noncritical	0	1	0.0	50	0.24	1	0
33.0	1.5	go-critical	0	0	0.0	49	0.397	1	0
35.375	1.5	go-noncritical	0	1	0.0	50	0.254	1	0
39.25	1.5	go-critical	0	0	0.0	49	0.363	1	0
42.5	1.5	go-noncritical	0	1	0.0	50	0.209	1	0
44.5	1.5	go-critical	0	0	0.0	49	0.39299999999999996	1	0
49.125	1.5	go-critical	0	0	0.0	49	0.5760000000000001	1	0
51.125	1.5	go-noncritical	0	1	0.0	50	0.29600000000000004	1	0
53.25	1.5	go-noncritical	0	1	0.0	50	0.251	1	0
55.375	1.5	failed stop-noncritical	1	1	0.3	50	0.24600000000000002	1	0
58.125	1.5	go-noncritical	0	1	0.0	50	0.263	1	0
60.125	1.5	go-noncritical	0	1	0.0	50	0.256	1	0
62.625	1.5	failed stop-critical	1	0	0.3	49	0.308	1	0
64.625	1.5	go-critical	0	0	0.0	49	0.37200000000000005	1	0
67.125	1.5	go-critical	0	0	0.0	49	0.32799999999999996	1	0
69.125	1.5	go-critical	0	0	0.0	49	0.336	1	0
71.625	1.5	go-noncritical	0	1	0.0	50	0.26	1	0
75.125	1.5	failed stop-noncritical	1	1	0.1	50	0.256	1	0
77.125	1.5	failed stop-critical	1	0	0.1	49	0.36	1	0
79.375	1.5	failed stop-noncritical	1	1	0.25	50	0.256	1	0
82.125	1.5	go-noncritical	0	1	0.0	50	0.344	1	0
85.375	1.5	go-noncritical	0	1	0.0	50	0.29600000000000004	1	0
88.75	1.5	go-noncritical	0	1	0.0	50	0.231	1	0
91.625	1.5	failed stop-noncritical	1	1	0.1	50	0.252	1	0
