onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	go-noncritical	0	1	0.0	50	0.307	1	0
2.125	1.5	go-noncritical	0	1	0.0	50	0.24100000000000002	1	0
4.75	1.5	go-critical	0	0	0.0	49	0.295	1	0
6.75	1.5	go-noncritical	0	1	0.0	50	0.311	1	0
9.75	1.5	failed stop-critical	1	0	0.3	49	0.255	1	0
12.0	1.5	go-critical	0	0	0.0	49	0.293	1	0
14.625	1.5	go-noncritical	0	1	0.0	50	0.212	1	0
16.875	1.5	go-noncritical	0	1	0.0	50	0.306	1	0
19.5	1.5	failed stop-critical	1	0	0.3	49	0.307	1	0
23.125	1.5	failed stop-noncritical	1	1	0.3	50	0.321	1	0
25.5	1.5	go-critical	0	0	0.0	49	0.385	1	0
27.75	1.5	go-noncritical	0	1	0.0	50	0.215	1	0
31.875	1.5	failed stop-noncritical	1	1	0.3	50	0.258	1	0
35.875	1.5	failed stop-noncritical	1	1	0.35	49	0.298	0	0
38.875	1.5	go-noncritical	0	1	0.0	50	0.20199999999999999	1	0
41.125	1.5	go-noncritical	0	1	0.0	50	0.248	1	0
43.375	1.5	go-critical	0	0	0.0	49	0.358	1	0
45.625	1.5	go-critical	0	0	0.0	49	0.364	1	0
47.75	1.5	junk	0	0	0.0	50	0.247	0	0
49.875	1.5	junk	0	0	0.0	50	0.21	0	0
52.5	1.5	go-noncritical	0	1	0.0	50	0.345	1	0
54.5	1.5	go-noncritical	0	1	0.0	50	0.32899999999999996	1	0
57.125	1.5	go-noncritical	0	1	0.0	50	0.28800000000000003	1	0
59.5	1.5	failed stop-critical	1	0	0.35	49	0.385	1	0
62.125	1.5	go-critical	0	0	0.0	49	0.376	1	0
64.875	1.5	go-noncritical	0	1	0.0	50	0.23399999999999999	1	0
66.875	1.5	go-critical	0	0	0.0	49	0.33799999999999997	1	0
69.125	1.5	go-critical	0	0	0.0	49	0.312	1	0
72.5	1.5	failed stop-critical	1	0	0.35	49	0.273	1	0
75.25	1.5	failed stop-noncritical	1	1	0.35	50	0.235	1	0
79.625	1.5	go-critical	0	0	0.0	49	0.37200000000000005	1	0
84.0	1.5	go-critical	0	0	0.0	49	0.349	1	0
86.25	1.5	go-noncritical	0	1	0.0	50	0.325	1	0
89.125	1.5	go-noncritical	0	1	0.0	50	0.272	1	0
91.5	1.5	failed stop-noncritical	1	1	0.25	50	0.233	1	0
93.75	1.5	go-noncritical	0	1	0.0	50	0.34299999999999997	1	0
95.75	1.5	go-noncritical	0	1	0.0	50	0.303	1	0
97.75	1.5	go-noncritical	0	1	0.0	50	0.34299999999999997	1	0
99.75	1.5	go-critical	0	0	0.0	49	0.423	1	0
102.5	1.5	failed stop-noncritical	1	1	0.3	50	0.39299999999999996	1	0
104.5	1.5	failed stop-critical	1	0	0.3	49	0.281	1	0
