name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	55.11202104	49.09516717	115.2861648	n/a	n/a	n/a
Rx1	detector	43.10728056	70.51782069	96.82668842	n/a	n/a	n/a
Rx4	detector	39.63249057	23.50501303	144.7639108	n/a	n/a	n/a
Rx3	detector	7.772419603	52.47881063	137.2740926	n/a	n/a	n/a
Rx6	detector	-39.44118377	79.6709429	86.82619172	n/a	n/a	n/a
Rx5	detector	72.51090175	69.1114554	47.74270319	n/a	n/a	n/a
Rx8	detector	-48.62315819	51.56835206	118.6719696	n/a	n/a	n/a
Rx7	detector	45.31363261	79.93400119	71.8790505	n/a	n/a	n/a
Rx9	detector	73.60245806	-66.00373389	49.23744465	n/a	n/a	n/a
Rx11	detector	45.19972351	-73.07491444	74.79774085	n/a	n/a	n/a
Rx10	detector	-39.16868866	-72.72048679	89.88480056	n/a	n/a	n/a
Rx12	detector	-49.68813072	-43.13664719	121.8246098	n/a	n/a	n/a
Tx1a	source	62.56018006	46.49968942	109.4462347	n/a	n/a	n/a
Tx4	source	64.49981471	22.29077147	128.2945632	n/a	n/a	n/a
Tx1b	source	50.79036258	68.51297548	92.53417098	n/a	n/a	n/a
Tx3	source	36.09269021	53.63514886	128.0255148	n/a	n/a	n/a
Tx1c	source	40.54826182	13.45171095	145.1910404	n/a	n/a	n/a
Tx2	source	19.57020651	72.37734305	109.1361503	n/a	n/a	n/a
Tx5	source	11.47299886	19.7146948	149.3194882	n/a	n/a	n/a
Tx1d	source	-1.316785469	51.73015849	139.2840785	n/a	n/a	n/a
Tx6a	source	-35.33740643	82.26988701	78.72083985	n/a	n/a	n/a
Tx9	source	-64.82922085	62.58604	94.26084895	n/a	n/a	n/a
Tx6b	source	79.33746759	63.62822987	46.53257127	n/a	n/a	n/a
Tx8	source	43.18396801	86.80655142	41.99332091	n/a	n/a	n/a
Tx6c	source	-50.63687927	43.89528141	123.4859007	n/a	n/a	n/a
Tx7	source	72.24273833	63.31093309	78.65823173	n/a	n/a	n/a
Tx10	source	-25.85316289	68.28280849	115.8150243	n/a	n/a	n/a
Tx6d	source	36.89024968	82.33420231	75.40519521	n/a	n/a	n/a
Tx12	source	48.37289896	-81.31068636	45.95041338	n/a	n/a	n/a
Tx13	source	71.27429525	-57.54660122	85.31604621	n/a	n/a	n/a
Tx14	source	-63.86005655	-55.09065469	99.36760426	n/a	n/a	n/a
Tx15	source	-25.6043096	-61.15282673	116.2118668	n/a	n/a	n/a
Tx11a	source	73.60245806	-66.00373389	49.23744465	n/a	n/a	n/a
Tx11b	source	-35.10275322	-75.58197965	81.0298882	n/a	n/a	n/a
Tx11c	source	37.59684021	-73.42981407	82.0342674	n/a	n/a	n/a
Tx11d	source	-52.36147094	-35.22657232	127.1374536	n/a	n/a	n/a
