onset	duration	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
24.26672727	n/a	show_face_initial	scrambled_face	first_show	n/a	1	4	s107.bmp
25.11309091	n/a	show_circle	n/a	n/a	n/a	1	0	circle.bmp
25.28036364	n/a	right_press	n/a	n/a	n/a	1	4096	n/a
26.81309091	n/a	show_cross	n/a	n/a	n/a	2	1	cross.bmp
27.40672727	n/a	show_face	scrambled_face	immediate_repeat	1	2	18	s107.bmp
28.09763636	n/a	right_press	n/a	n/a	n/a	2	4096	n/a
28.22581818	n/a	show_circle	n/a	n/a	n/a	2	0	circle.bmp
29.92581818	n/a	show_cross	n/a	n/a	n/a	3	1	cross.bmp
30.49672727	n/a	show_face	famous_face	first_show	n/a	3	5	f150.bmp
31.27945455	n/a	left_press	n/a	n/a	n/a	3	256	n/a
31.39036364	n/a	show_circle	n/a	n/a	n/a	3	0	circle.bmp
33.09036364	n/a	show_cross	n/a	n/a	n/a	4	1	cross.bmp
33.73763636	n/a	show_face	famous_face	first_show	n/a	4	5	f046.bmp
34.454	n/a	right_press	n/a	n/a	n/a	4	4096	n/a
34.61127273	n/a	show_circle	n/a	n/a	n/a	4	0	circle.bmp
36.31127273	n/a	show_cross	n/a	n/a	n/a	5	1	cross.bmp
36.94490909	n/a	show_face	unfamiliar_face	first_show	n/a	5	13	u112.bmp
37.66490909	n/a	left_press	n/a	n/a	n/a	5	256	n/a
37.80036364	n/a	show_circle	n/a	n/a	n/a	5	0	circle.bmp
39.50036364	n/a	show_cross	n/a	n/a	n/a	6	1	cross.bmp
40.15218182	n/a	show_face	unfamiliar_face	first_show	n/a	6	13	u054.bmp
41.02672727	n/a	right_press	n/a	n/a	n/a	6	4096	n/a
41.09945455	n/a	show_circle	n/a	n/a	n/a	6	0	circle.bmp
42.79945455	n/a	show_cross	n/a	n/a	n/a	7	1	cross.bmp
43.35945455	n/a	show_face	unfamiliar_face	immediate_repeat	1	7	14	u054.bmp
44.06490909	n/a	right_press	n/a	n/a	n/a	7	4096	n/a
44.254	n/a	show_circle	n/a	n/a	n/a	7	0	circle.bmp
45.954	n/a	show_cross	n/a	n/a	n/a	8	1	cross.bmp
46.50036364	n/a	show_face	unfamiliar_face	first_show	n/a	8	13	u017.bmp
47.244	n/a	right_press	n/a	n/a	n/a	8	4096	n/a
47.46490909	n/a	show_circle	n/a	n/a	n/a	8	0	circle.bmp
49.16490909	n/a	show_cross	n/a	n/a	n/a	9	1	cross.bmp
49.77490909	n/a	show_face	unfamiliar_face	first_show	n/a	9	13	u138.bmp
50.45581818	n/a	left_press	n/a	n/a	n/a	9	256	n/a
50.77763636	n/a	show_circle	n/a	n/a	n/a	9	0	circle.bmp
52.47763636	n/a	show_cross	n/a	n/a	n/a	10	1	cross.bmp
52.96490909	n/a	show_face	unfamiliar_face	immediate_repeat	1	10	14	u138.bmp
53.854	n/a	show_circle	n/a	n/a	n/a	10	0	circle.bmp
53.89945455	n/a	left_press	n/a	n/a	n/a	10	256	n/a
55.554	n/a	show_cross	n/a	n/a	n/a	11	1	cross.bmp
56.02218182	n/a	show_face	famous_face	delayed_repeat	8	11	7	f150.bmp
56.96581818	n/a	left_press	n/a	n/a	n/a	11	256	n/a
57.034	n/a	show_circle	n/a	n/a	n/a	11	0	circle.bmp
58.734	n/a	show_cross	n/a	n/a	n/a	12	1	cross.bmp
59.39672727	n/a	show_face	unfamiliar_face	first_show	n/a	12	13	u074.bmp
60.11672727	n/a	right_press	n/a	n/a	n/a	12	4096	n/a
60.27854545	n/a	show_circle	n/a	n/a	n/a	12	0	circle.bmp
61.97854545	n/a	show_cross	n/a	n/a	n/a	13	1	cross.bmp
62.554	n/a	show_face	famous_face	delayed_repeat	9	13	7	f046.bmp
63.43763636	n/a	show_circle	n/a	n/a	n/a	13	0	circle.bmp
63.67763636	n/a	left_press	n/a	n/a	n/a	13	256	n/a
65.13763636	n/a	show_cross	n/a	n/a	n/a	14	1	cross.bmp
65.61127273	n/a	show_face	unfamiliar_face	first_show	n/a	14	13	u096.bmp
66.384	n/a	left_press	n/a	n/a	n/a	14	256	n/a
66.57581818	n/a	show_circle	n/a	n/a	n/a	14	0	circle.bmp
68.27581818	n/a	show_cross	n/a	n/a	n/a	15	1	cross.bmp
68.78490909	n/a	show_face	unfamiliar_face	delayed_repeat	10	15	15	u112.bmp
69.524	n/a	left_press	n/a	n/a	n/a	15	256	n/a
69.65854545	n/a	show_circle	n/a	n/a	n/a	15	0	circle.bmp
71.35854545	n/a	show_cross	n/a	n/a	n/a	16	1	cross.bmp
72.00945455	n/a	show_face	famous_face	first_show	n/a	16	5	f096.bmp
72.894	n/a	right_press	n/a	n/a	n/a	16	4096	n/a
72.974	n/a	show_circle	n/a	n/a	n/a	16	0	circle.bmp
74.674	n/a	show_cross	n/a	n/a	n/a	17	1	cross.bmp
75.25036364	n/a	show_face	famous_face	immediate_repeat	1	17	6	f096.bmp
75.98309091	n/a	right_press	n/a	n/a	n/a	17	4096	n/a
76.13036364	n/a	show_circle	n/a	n/a	n/a	17	0	circle.bmp
77.83036364	n/a	show_cross	n/a	n/a	n/a	18	1	cross.bmp
78.44036364	n/a	show_face	unfamiliar_face	first_show	n/a	18	13	u065.bmp
79.33945455	n/a	show_circle	n/a	n/a	n/a	18	0	circle.bmp
79.72036364	n/a	left_press	n/a	n/a	n/a	18	256	n/a
79.81218182	n/a	double_press	n/a	n/a	n/a	18	4352	n/a
81.03945455	n/a	show_cross	n/a	n/a	n/a	19	1	cross.bmp
81.64854545	n/a	show_face	unfamiliar_face	immediate_repeat	1	19	14	u065.bmp
82.55309091	n/a	show_circle	n/a	n/a	n/a	19	0	circle.bmp
82.76581818	n/a	left_press	n/a	n/a	n/a	19	256	n/a
84.25309091	n/a	show_cross	n/a	n/a	n/a	20	1	cross.bmp
84.73854545	n/a	show_face	unfamiliar_face	delayed_repeat	12	20	15	u017.bmp
85.60127273	n/a	show_circle	n/a	n/a	n/a	20	0	circle.bmp
85.65581818	n/a	right_press	n/a	n/a	n/a	20	4096	n/a
87.30127273	n/a	show_cross	n/a	n/a	n/a	21	1	cross.bmp
87.82945455	n/a	show_face	unfamiliar_face	first_show	n/a	21	13	u011.bmp
88.63945455	n/a	right_press	n/a	n/a	n/a	21	4096	n/a
88.81218182	n/a	show_circle	n/a	n/a	n/a	21	0	circle.bmp
90.51218182	n/a	show_cross	n/a	n/a	n/a	22	1	cross.bmp
91.08672727	n/a	show_face	unfamiliar_face	immediate_repeat	1	22	14	u011.bmp
91.66672727	n/a	right_press	n/a	n/a	n/a	22	4096	n/a
92.03763636	n/a	show_circle	n/a	n/a	n/a	22	0	circle.bmp
93.73763636	n/a	show_cross	n/a	n/a	n/a	23	1	cross.bmp
94.26036364	n/a	show_face	unfamiliar_face	first_show	n/a	23	13	u081.bmp
95.16945455	n/a	show_circle	n/a	n/a	n/a	23	0	circle.bmp
95.35854545	n/a	right_press	n/a	n/a	n/a	23	4096	n/a
96.86945455	n/a	show_cross	n/a	n/a	n/a	24	1	cross.bmp
97.35127273	n/a	show_face	unfamiliar_face	delayed_repeat	12	24	15	u074.bmp
98.22036364	n/a	show_circle	n/a	n/a	n/a	24	0	circle.bmp
98.27127273	n/a	right_press	n/a	n/a	n/a	24	4096	n/a
99.92036364	n/a	show_cross	n/a	n/a	n/a	25	1	cross.bmp
100.3749091	n/a	show_face	unfamiliar_face	first_show	n/a	25	13	u069.bmp
101.2403636	n/a	show_circle	n/a	n/a	n/a	25	0	circle.bmp
101.4685455	n/a	right_press	n/a	n/a	n/a	25	4096	n/a
102.9403636	n/a	show_cross	n/a	n/a	n/a	26	1	cross.bmp
103.4649091	n/a	show_face	unfamiliar_face	delayed_repeat	12	26	15	u096.bmp
104.2049091	n/a	left_press	n/a	n/a	n/a	26	256	n/a
104.2985455	n/a	show_circle	n/a	n/a	n/a	26	0	circle.bmp
105.9985455	n/a	show_cross	n/a	n/a	n/a	27	1	cross.bmp
106.4549091	n/a	show_face	unfamiliar_face	first_show	n/a	27	13	u018.bmp
107.4521818	n/a	show_circle	n/a	n/a	n/a	27	0	circle.bmp
108.3076364	n/a	left_press	n/a	n/a	n/a	27	256	n/a
109.1521818	n/a	show_cross	n/a	n/a	n/a	28	1	cross.bmp
109.6794545	n/a	show_face	scrambled_face	first_show	n/a	28	17	s033.bmp
110.6976364	n/a	show_circle	n/a	n/a	n/a	28	0	circle.bmp
111.4921818	n/a	right_press	n/a	n/a	n/a	28	4096	n/a
112.3976364	n/a	show_cross	n/a	n/a	n/a	29	1	cross.bmp
